證券名稱,簡稱,年月日,外資買賣超(千股),外資買賣超市值(百萬),投信買賣超(千股),投信買賣超市值(百萬),自營買賣超(千股),自營買賣超市值(百萬)
M2000  ,鋼鐵工業類指數,20080909,   -45228, -1529.85,    -1322,    33.65,     2682,    72.42
M1800  ,玻璃陶瓷類指數,20080909,     -551,    -8.61,        7,     0.15,      -14,    -0.33
M1900  ,造紙工業類指數,20080909,    -2113,   -22.75,      680,     9.90,      -17,    -0.08
M2600  ,航運業類指數 ,20080910,    -1478,  -160.43,    -1676,  -161.37,     -230,    -8.30
M2500  ,建材營造類指數,20080910,    -2484,  -136.07,    -1467,   -19.26,     -267,    -6.32
M2000  ,鋼鐵工業類指數,20080910,   -53152, -1886.18,    -1972,    49.08,       15,    -3.47
M1800  ,玻璃陶瓷類指數,20080910,     -613,   -16.92,        6,     0.13,        6,    -0.11
M1900  ,造紙工業類指數,20080910,      767,     8.73,      228,     3.46,      -41,    -0.52
M2600  ,航運業類指數 ,20080911,   -24746,  -322.63,     4993,   120.37,       54,   -12.43
M2500  ,建材營造類指數,20080911,   -13869,  -296.44,     -593,   -30.19,      471,     9.23
M2000  ,鋼鐵工業類指數,20080911,   -32949, -1053.75,    -1004,    85.31,     -256,   -18.28
M1800  ,玻璃陶瓷類指數,20080911,    -2617,   -50.51,        0,     0.00,      -54,    -0.94
M1900  ,造紙工業類指數,20080911,     -640,    -5.75,      656,     9.44,       35,     0.47
M2600  ,航運業類指數 ,20080912,    -7890,   -82.38,     8096,   128.80,       57,     0.16
M2500  ,建材營造類指數,20080912,    -6460,  -193.18,    -1227,   -31.65,       17,     2.09
M2000  ,鋼鐵工業類指數,20080912,      600,    27.76,     2020,   232.92,      907,    24.82
M1800  ,玻璃陶瓷類指數,20080912,    -1420,   -30.24,      -56,    -0.44,       51,     0.79
M1900  ,造紙工業類指數,20080912,      984,    17.01,      274,     4.18,       12,    -0.12
M2600  ,航運業類指數 ,20080915,   -13800,  -185.64,     8029,   195.83,     -413,    -9.50
M2500  ,建材營造類指數,20080915,    -7771,  -148.69,     -446,    -8.24,     -224,    -3.74
M2000  ,鋼鐵工業類指數,20080915,      346,     9.99,     7139,   311.39,     -838,   -25.75
M1800  ,玻璃陶瓷類指數,20080915,    -1839,   -35.80,     -177,    -1.22,     -106,    -1.84
M1900  ,造紙工業類指數,20080915,     -405,    -4.50,     -132,     1.88,     -256,    -2.69
M2600  ,航運業類指數 ,20080916,   -10717,   -78.28,     5450,    58.42,      332,     6.54
M2500  ,建材營造類指數,20080916,     1880,    38.05,     -224,    -5.19,      201,     1.96
M2000  ,鋼鐵工業類指數,20080916,    -1903,  -127.91,     5601,   217.32,      329,     9.71
M1800  ,玻璃陶瓷類指數,20080916,    -1368,   -25.41,    -1853,   -31.25,     -303,    -1.87
M1900  ,造紙工業類指數,20080916,     -609,    -6.99,    -1112,   -12.91,        4,     0.05
M2600  ,航運業類指數 ,20080917,     1287,   100.54,     1022,    -9.53,     -995,   -16.66
M2500  ,建材營造類指數,20080917,    -6819,  -112.00,    -2028,   -75.92,    -1021,   -14.47
M2000  ,鋼鐵工業類指數,20080917,   -11467,  -371.45,     4365,   204.94,    -1173,   -48.93
M1800  ,玻璃陶瓷類指數,20080917,     -152,    -3.11,    -2220,   -39.10,     -498,    -5.94
M1900  ,造紙工業類指數,20080917,    -1149,    -9.89,    -4960,   -49.63,     -332,    -3.15
M2600  ,航運業類指數 ,20080918,   -11424,  -197.87,     -193,   -33.79,      784,    11.87
M2500  ,建材營造類指數,20080918,    -1274,   -16.43,     -208,    -4.42,      168,     1.79
M2000  ,鋼鐵工業類指數,20080918,     -306,   -29.51,      -43,     5.52,     1497,    30.25
M1800  ,玻璃陶瓷類指數,20080918,    -1338,   -22.89,    -2494,   -43.65,      -24,    -0.49
M1900  ,造紙工業類指數,20080918,     -453,    -5.23,    -4276,   -51.42,     -116,    -1.26
M2600  ,航運業類指數 ,20080919,    -2545,   -28.54,    -3320,   -86.82,      182,     6.68
M2500  ,建材營造類指數,20080919,     1294,    37.28,    -5760,  -134.83,     -580,   -14.47
M2000  ,鋼鐵工業類指數,20080919,    23887,   902.36,     1738,   106.02,       72,     4.62
M1800  ,玻璃陶瓷類指數,20080919,      469,     5.73,     -266,    -4.65,     -370,    -4.48
M1900  ,造紙工業類指數,20080919,     1731,    19.56,    -6836,   -69.14,     -475,    -4.28
M2600  ,航運業類指數 ,20080922,     6633,   389.57,     1250,   -11.33,      518,    -5.93
M2500  ,建材營造類指數,20080922,     6704,   -10.25,    -1151,   -20.30,      338,     0.10
M2000  ,鋼鐵工業類指數,20080922,     3377,   136.14,   -20829,  -727.95,     -862,   -27.95
M1800  ,玻璃陶瓷類指數,20080922,       -2,    -5.16,    -1091,   -20.51,     -536,    -4.86
M1900  ,造紙工業類指數,20080922,      433,     3.78,    -7120,   -72.72,     -618,    -6.04
M2600  ,航運業類指數 ,20080923,    -8349,  -156.50,    -8835,   -92.63,     3758,    55.48
M2500  ,建材營造類指數,20080923,   -12071,  -294.70,      420,     7.25,     1515,    18.67
M2000  ,鋼鐵工業類指數,20080923,    -5750,  -266.08,    -7831,  -302.53,      250,    -0.90
M1800  ,玻璃陶瓷類指數,20080923,      192,     3.57,     -794,   -15.09,        9,     0.79
M1900  ,造紙工業類指數,20080923,      539,     6.21,    -6668,   -66.75,      203,     2.02
M2600  ,航運業類指數 ,20080924,   -21675,  -464.55,    -1265,  -245.28,     1271,    14.69
M2500  ,建材營造類指數,20080924,   -25924,  -469.93,    -2315,   -34.74,      171,     4.84
M2000  ,鋼鐵工業類指數,20080924,   -10592,  -382.41,    -9633,  -327.16,      216,     5.35
M1800  ,玻璃陶瓷類指數,20080924,      275,     7.01,      284,     5.48,     -141,    -0.65
M1900  ,造紙工業類指數,20080924,       75,     2.62,     -733,    -9.28,      -23,    -0.46
M2600  ,航運業類指數 ,20080925,   -10075,  -282.59,    -9190,  -518.58,     1347,    15.12
M2500  ,建材營造類指數,20080925,   -18146,  -333.58,     -459,   -13.24,     -168,     0.73
M2000  ,鋼鐵工業類指數,20080925,    -5777,  -149.99,   -18407,  -614.17,      191,     8.73
M1800  ,玻璃陶瓷類指數,20080925,        5,     1.86,      -13,    -0.25,       56,     1.14
M1900  ,造紙工業類指數,20080925,       30,    -1.06,     -487,    -5.79,       94,     0.86
M2600  ,航運業類指數 ,20080926,   -20053,  -335.93,    -8048,  -340.84,    -3448,   -53.53
M2500  ,建材營造類指數,20080926,   -15539,  -222.18,     -283,   -11.54,     -797,    -9.41
M2000  ,鋼鐵工業類指數,20080926,   -30483,  -948.48,   -10864,  -341.87,    -3738,   -90.38
M1800  ,玻璃陶瓷類指數,20080926,     -602,    -9.16,        1,     0.02,     -206,    -2.85
M1900  ,造紙工業類指數,20080926,     -573,    -4.18,    -1387,   -16.10,     -138,    -1.17
M2600  ,航運業類指數 ,20080930,    -1457,   -94.41,    -2680,   -60.79,     2013,    86.41
M2500  ,建材營造類指數,20080930,    -1609,    -1.83,        6,     0.09,       50,     0.24
M2000  ,鋼鐵工業類指數,20080930,   -14939,  -511.98,    -3810,   -94.96,     -357,    -7.09
M1800  ,玻璃陶瓷類指數,20080930,     -104,    -1.88,        0,     0.00,       -8,    -0.02
M1900  ,造紙工業類指數,20080930,      -36,    -0.25,     -995,    -7.90,      -67,    -0.53
M2600  ,航運業類指數 ,20081001,   -14067,  -225.17,   -14172,  -190.78,     -982,    -2.62
M2500  ,建材營造類指數,20081001,    -9916,  -156.55,    -1320,   -34.62,    -1031,   -13.43
M2000  ,鋼鐵工業類指數,20081001,   -30396,  -904.19,    -7641,  -248.02,     -817,   -19.72
M1800  ,玻璃陶瓷類指數,20081001,    -1485,   -25.27,       -2,    -0.04,     -190,    -1.78
M1900  ,造紙工業類指數,20081001,     -703,    -6.03,    -5808,   -48.87,     -324,    -3.49
M2600  ,航運業類指數 ,20081002,   -10821,  -209.40,    -7210,   -84.90,     -190,    -0.81
M2500  ,建材營造類指數,20081002,   -17206,  -259.44,     -572,   -16.69,     -140,    -2.40
M2000  ,鋼鐵工業類指數,20081002,   -46764, -1370.46,    -2152,   -76.19,     -323,    -1.39
M1800  ,玻璃陶瓷類指數,20081002,     -693,   -12.25,       -2,    -0.04,     -177,    -1.74
M1900  ,造紙工業類指數,20081002,     -621,    -6.70,    -7554,   -65.01,      -36,    -0.41
M2600  ,航運業類指數 ,20081003,     -280,     0.78,     2120,   194.10,      -19,     5.63
M2500  ,建材營造類指數,20081003,   -11921,  -179.67,    -1119,   -23.42,     -825,    -4.31
M2000  ,鋼鐵工業類指數,20081003,   -45574, -1323.99,    -5983,  -160.04,      590,    12.25
M1800  ,玻璃陶瓷類指數,20081003,     -442,    -9.19,       -6,    -0.11,      -10,    -0.19
M1900  ,造紙工業類指數,20081003,     1068,    11.66,    -7695,   -70.04,      338,     3.06
M2600  ,航運業類指數 ,20081006,   -17395,  -269.19,    -7188,    75.60,    -1430,   -21.79
M2500  ,建材營造類指數,20081006,   -15824,  -167.41,     -212,    -5.29,     -545,    -0.51
M2000  ,鋼鐵工業類指數,20081006,   -21241,  -543.33,    -1705,   -44.87,       67,    -4.96
M1800  ,玻璃陶瓷類指數,20081006,    -2608,   -43.67,        0,     0.00,       -1,     0.11
M1900  ,造紙工業類指數,20081006,    -3181,   -30.95,    -1452,   -11.00,       59,     0.50
M2600  ,航運業類指數 ,20081007,    -4386,  -224.46,    -9944,   -62.26,      671,    12.39
M2500  ,建材營造類指數,20081007,   -13502,  -220.74,     -946,   -14.64,    -1168,    -6.88
M2000  ,鋼鐵工業類指數,20081007,     3014,   146.07,    -2361,   -77.33,       18,     5.62
M1800  ,玻璃陶瓷類指數,20081007,      -56,    -1.60,      -23,    -0.23,       -4,    -0.06
M1900  ,造紙工業類指數,20081007,     -194,    -2.66,    -2649,   -25.07,      -25,    -0.20
M2600  ,航運業類指數 ,20081008,    -7737,  -105.16,   -11897,   -58.31,      658,     7.46
M2500  ,建材營造類指數,20081008,    -5007,   -67.06,     -350,    -2.54,      123,     1.22
M2000  ,鋼鐵工業類指數,20081008,   -57188, -1594.58,     1379,    40.67,    -1039,   -29.57
M1800  ,玻璃陶瓷類指數,20081008,     -880,   -12.30,       -2,    -0.03,       30,     0.44
M1900  ,造紙工業類指數,20081008,     -629,    -5.85,    -1740,   -12.39,       61,     0.44
M2600  ,航運業類指數 ,20081009,   -27409,   -98.47,   -24336,  -206.26,     -219,    -6.74
M2500  ,建材營造類指數,20081009,   -13157,  -199.87,     -131,    -3.06,     -145,    -1.18
M2000  ,鋼鐵工業類指數,20081009,   -22689,  -611.58,    -2770,   -39.67,      117,    11.74
M1800  ,玻璃陶瓷類指數,20081009,      139,     1.67,       17,     0.27,      -14,    -0.17
M1900  ,造紙工業類指數,20081009,    -3996,   -33.57,       37,     0.29,      -21,    -0.16
M2600  ,航運業類指數 ,20081013,   -11113,  -115.01,   -13349,   -96.66,     -141,    -0.07
M2500  ,建材營造類指數,20081013,    -1407,   -21.78,     -200,    -4.34,      -35,    -0.25
M2000  ,鋼鐵工業類指數,20081013,   -15160,  -380.36,    -4652,  -102.97,      972,    24.12
M1800  ,玻璃陶瓷類指數,20081013,      -57,    -0.24,        0,     0.00,        6,     0.04
M1900  ,造紙工業類指數,20081013,     -166,    -1.58,       85,     0.77,       -3,    -0.01
M2600  ,航運業類指數 ,20081014,    -9009,  -214.27,   -13676,  -378.46,       44,    -3.52
M2500  ,建材營造類指數,20081014,   -16721,  -239.56,      -29,    -0.34,       -4,     0.86
M2000  ,鋼鐵工業類指數,20081014,   -46677, -1337.63,    -4756,  -116.44,     2206,    59.51
M1800  ,玻璃陶瓷類指數,20081014,       68,    -0.74,        0,     0.00,      -13,    -0.09
M1900  ,造紙工業類指數,20081014,    -2280,   -17.29,    -2081,   -15.91,     -346,    -2.56
M2600  ,航運業類指數 ,20081015,   -14721,   -80.57,    -1363,   -17.42,      -87,    -0.32
M2500  ,建材營造類指數,20081015,    -7584,  -156.90,     -128,    -3.81,      -75,     0.06
M2000  ,鋼鐵工業類指數,20081015,   -30423,  -834.76,    -6338,  -201.00,    -1682,   -45.66
M1800  ,玻璃陶瓷類指數,20081015,      -69,    -0.73,        2,     0.03,       13,     0.11
M1900  ,造紙工業類指數,20081015,     1368,    10.89,     -966,    -9.05,       10,     0.19
M2600  ,航運業類指數 ,20081016,   -19607,  -176.12,    -5051,   -34.94,       82,     0.13
M2500  ,建材營造類指數,20081016,   -24044,  -321.33,     -364,   -11.00,      370,     2.46
M2000  ,鋼鐵工業類指數,20081016,   -11914,  -296.83,    -2018,   -47.68,       84,     3.82
M1800  ,玻璃陶瓷類指數,20081016,    -1199,   -17.41,     -122,    -1.87,      -11,    -0.20
M1900  ,造紙工業類指數,20081016,     -669,    -4.74,       31,     0.27,      -18,    -0.21
M2600  ,航運業類指數 ,20081017,   -14259,  -217.45,     3880,   -67.69,     1142,    14.41
M2500  ,建材營造類指數,20081017,   -13387,  -174.12,    -1208,   -30.47,      723,     9.31
M2000  ,鋼鐵工業類指數,20081017,   -32952,  -850.26,    -4132,   -98.85,     -496,    -6.94
M1800  ,玻璃陶瓷類指數,20081017,     -466,    -7.11,      -10,    -0.15,       53,     0.81
M1900  ,造紙工業類指數,20081017,    -2923,   -21.69,       83,     0.74,       30,     0.24
M2600  ,航運業類指數 ,20081020,   -19507,  -300.47,      378,   -17.63,      -56,     4.11
M2500  ,建材營造類指數,20081020,   -17753,  -143.64,    -1501,   -35.87,      602,     6.67
M2000  ,鋼鐵工業類指數,20081020,   -15043,  -361.68,    -2341,   -43.43,     -198,    -0.45
M1800  ,玻璃陶瓷類指數,20081020,     -277,    -4.26,        0,     0.00,      -20,    -0.26
M1900  ,造紙工業類指數,20081020,    -1021,    -6.57,       56,     0.48,      -25,    -0.13
M2600  ,航運業類指數 ,20081021,   -10954,  -226.97,     3971,   -94.74,     -483,     1.90
M2500  ,建材營造類指數,20081021,    -3309,   -37.61,     -640,   -17.71,      219,     7.09
M2000  ,鋼鐵工業類指數,20081021,   -52541, -1285.24,    -8170,  -178.71,      896,    24.97
M1800  ,玻璃陶瓷類指數,20081021,      179,     3.34,       65,     0.48,      -88,    -1.39
M1900  ,造紙工業類指數,20081021,    -5468,   -37.27,     -217,    -2.03,      154,     0.99
M2600  ,航運業類指數 ,20081022,    -6511,   -45.17,     -793,   -22.52,    -1238,   -13.08
M2500  ,建材營造類指數,20081022,    -9222,  -133.51,     -694,   -15.82,       34,     0.75
M2000  ,鋼鐵工業類指數,20081022,   -11735,  -273.05,    -3557,   -51.40,       36,     3.24
M1800  ,玻璃陶瓷類指數,20081022,     -362,    -5.51,        0,     0.00,      -52,    -0.65
M1900  ,造紙工業類指數,20081022,     -262,    -2.02,     1712,    15.23,      -51,    -0.35
M2600  ,航運業類指數 ,20081023,    -8470,   -89.77,      442,    -2.29,       42,     0.84
M2500  ,建材營造類指數,20081023,    -2448,   -14.15,      -20,    -0.41,        0,    -0.02
M2000  ,鋼鐵工業類指數,20081023,    -1738,   -34.55,    -2450,   -30.71,     -192,    -1.38
M1800  ,玻璃陶瓷類指數,20081023,     -318,    -4.19,      -15,    -0.22,        0,    -0.04
M1900  ,造紙工業類指數,20081023,    -1117,    -9.30,      114,     1.38,       39,     0.28
M2600  ,航運業類指數 ,20081024,    -2747,   -20.67,     2070,     8.35,      472,     3.62
M2500  ,建材營造類指數,20081024,    -2786,   -32.58,      -83,    -1.66,       16,     0.38
M2000  ,鋼鐵工業類指數,20081024,    -4762,  -107.22,    -8695,  -126.54,      198,     2.54
M1800  ,玻璃陶瓷類指數,20081024,       30,     0.37,       -5,    -0.07,       10,     0.06
M1900  ,造紙工業類指數,20081024,      673,     4.24,     -418,    -2.90,       30,     0.18
M2600  ,航運業類指數 ,20081027,   -17551,  -166.71,       27,   -30.45,     1651,    27.33
M2500  ,建材營造類指數,20081027,    -4612,   -49.30,     -408,    -6.26,       76,     0.80
M2000  ,鋼鐵工業類指數,20081027,   -23712,  -482.77,    -2695,   -36.60,      486,     9.13
M1800  ,玻璃陶瓷類指數,20081027,      -88,    -1.38,      -28,    -0.39,        9,     0.19
M1900  ,造紙工業類指數,20081027,     -914,    -6.11,     -520,    -3.49,      -42,    -0.25
M2600  ,航運業類指數 ,20081028,   -45968,  -360.14,    10788,   -41.33,     1804,    19.81
M2500  ,建材營造類指數,20081028,   -22555,  -243.47,    -1152,   -23.25,      439,     3.78
M2000  ,鋼鐵工業類指數,20081028,   -64136, -1302.71,   -16786,  -251.79,     1192,    21.44
M1800  ,玻璃陶瓷類指數,20081028,     -327,    -3.27,     -116,    -1.61,       18,     0.25
M1900  ,造紙工業類指數,20081028,     -663,    -4.53,     -806,    -6.22,      -12,    -0.10
M2600  ,航運業類指數 ,20081029,   -20283,  -477.92,    11312,    41.41,     -824,   -14.96
M2500  ,建材營造類指數,20081029,   -12310,  -133.21,    -1489,   -13.18,      151,     0.66
M2000  ,鋼鐵工業類指數,20081029,   -34986,  -710.15,    -5049,   -60.67,      331,     9.91
M1800  ,玻璃陶瓷類指數,20081029,     -251,    -3.71,       -1,    -0.01,       10,     0.07
M1900  ,造紙工業類指數,20081029,     -661,    -4.60,     -794,    -4.98,       13,     0.04
M2600  ,航運業類指數 ,20081030,   -26811,  -629.06,     5234,    67.87,      141,     2.38
M2500  ,建材營造類指數,20081030,    -7534,   -66.38,     -752,    -8.80,      325,     4.40
M2000  ,鋼鐵工業類指數,20081030,    12759,   270.00,    -1282,   -19.28,     -125,     0.68
M1800  ,玻璃陶瓷類指數,20081030,      855,    10.99,        3,     0.05,      -16,    -0.09
M1900  ,造紙工業類指數,20081030,      330,     1.83,     1106,     9.43,      385,     3.36
M2600  ,航運業類指數 ,20081031,   -11969,   -31.54,     4281,    55.28,     -838,   -15.05
M2500  ,建材營造類指數,20081031,    -5427,  -126.76,        0,     0.00,       87,     1.01
M2000  ,鋼鐵工業類指數,20081031,    -7382,  -185.67,     1299,    38.67,      310,    12.83
M1800  ,玻璃陶瓷類指數,20081031,    -1446,   -22.83,        0,     0.00,       18,     0.13
M1900  ,造紙工業類指數,20081031,      964,     7.35,     2017,    18.38,       84,     0.63
M2600  ,航運業類指數 ,20081103,    10230,   117.91,    -1548,    51.33,    -1447,   -29.14
M2500  ,建材營造類指數,20081103,    -2983,   -43.14,      795,    26.32,      515,     6.86
M2000  ,鋼鐵工業類指數,20081103,   -25098,  -607.39,     -619,   -16.24,     -791,   -17.25
M1800  ,玻璃陶瓷類指數,20081103,      783,    13.25,       36,     0.59,       24,     0.32
M1900  ,造紙工業類指數,20081103,      -88,    -0.91,       80,     0.78,     -383,    -3.77
M2600  ,航運業類指數 ,20081104,     5040,    91.74,    -1546,   107.64,      -67,    -6.48
M2500  ,建材營造類指數,20081104,   -13309,  -130.80,     5524,    63.51,     -620,    -4.90
M2000  ,鋼鐵工業類指數,20081104,   -10328,  -200.79,     -880,   -15.09,      -32,    -4.76
M1800  ,玻璃陶瓷類指數,20081104,     -216,    -3.74,        9,     0.15,       33,     0.44
M1900  ,造紙工業類指數,20081104,     -464,    -4.41,        0,     0.00,      -34,    -0.26
M2600  ,航運業類指數 ,20081105,   -12184,  -108.49,   -17050,  -154.65,     1529,    16.63
M2500  ,建材營造類指數,20081105,     4388,    56.70,     1506,    11.09,     -678,   -11.13
M2000  ,鋼鐵工業類指數,20081105,   -11334,  -287.65,    -1387,   -13.98,      920,    19.00
M1800  ,玻璃陶瓷類指數,20081105,     -503,    -8.27,        2,     0.03,      360,     5.71
M1900  ,造紙工業類指數,20081105,      395,     2.94,      -85,     0.00,      847,     8.35
M2600  ,航運業類指數 ,20081106,   -27199,  -494.07,     6972,    19.70,      173,     1.67
M2500  ,建材營造類指數,20081106,    -6406,   -75.40,     1131,     6.16,      818,    10.66
M2000  ,鋼鐵工業類指數,20081106,   -10264,  -215.71,    -3658,   -81.04,      412,     9.00
M1800  ,玻璃陶瓷類指數,20081106,     -213,    -3.71,        2,     0.03,     -300,    -4.69
M1900  ,造紙工業類指數,20081106,     -678,    -5.59,      421,     3.42,      166,     1.44
M2600  ,航運業類指數 ,20081107,   -14501,  -218.46,    10081,    62.49,     -625,   -27.23
M2500  ,建材營造類指數,20081107,    -8919,  -247.60,     1877,    28.79,     -438,    -4.21
M2000  ,鋼鐵工業類指數,20081107,   -43096,  -999.15,     -632,   -11.57,      -96,     1.97
M1800  ,玻璃陶瓷類指數,20081107,     -651,   -10.22,        0,     0.00,     -116,    -1.40
M1900  ,造紙工業類指數,20081107,     -164,    -1.45,     -450,    -4.37,      276,     2.94
M2600  ,航運業類指數 ,20081110,     8605,    94.70,     5915,    15.42,     -418,    -3.31
M2500  ,建材營造類指數,20081110,    -6174,  -134.31,     1047,    16.42,       65,    -0.55
M2000  ,鋼鐵工業類指數,20081110,    28497,   725.71,     9310,   217.69,     -808,   -16.66
M1800  ,玻璃陶瓷類指數,20081110,      399,     5.32,        1,     0.02,       32,     0.63
M1900  ,造紙工業類指數,20081110,      280,     2.36,      331,     3.45,     -370,    -3.70
M2600  ,航運業類指數 ,20081111,   -10723,  -237.96,    15744,   193.09,    -2351,   -24.23
M2500  ,建材營造類指數,20081111,    -6746,   -62.35,     5615,    48.89,      527,     6.29
M2000  ,鋼鐵工業類指數,20081111,    -6097,  -142.92,      336,     5.94,     1035,    31.99
M1800  ,玻璃陶瓷類指數,20081111,     -273,    -3.44,     2741,    47.42,        6,    -0.08
M1900  ,造紙工業類指數,20081111,     -121,    -1.45,     -837,    -7.06,      -51,    -0.32
M2600  ,航運業類指數 ,20081112,   -11440,  -114.28,     8572,   122.41,     -376,    -8.20
M2500  ,建材營造類指數,20081112,    -4210,   -45.32,     2204,    10.49,     -241,    -2.20
M2000  ,鋼鐵工業類指數,20081112,   -12030,  -285.25,      987,    37.20,    -1067,   -20.53
M1800  ,玻璃陶瓷類指數,20081112,     -213,    -3.88,     1070,    18.89,       37,     0.92
M1900  ,造紙工業類指數,20081112,      192,     1.63,     -454,    -3.90,      -66,    -0.53
M2600  ,航運業類指數 ,20081113,    -8979,  -162.71,     8440,    80.68,     -569,    -5.47
M2500  ,建材營造類指數,20081113,    -9464,   -66.57,      996,     7.66,     -148,    -1.25
M2000  ,鋼鐵工業類指數,20081113,   -26248,  -597.97,    -1736,   -27.95,    -1573,   -37.53
M1800  ,玻璃陶瓷類指數,20081113,     -473,    -7.36,       -3,    -0.05,      -16,    -0.30
M1900  ,造紙工業類指數,20081113,      214,     1.17,        0,     0.00,     -316,    -2.72
M2600  ,航運業類指數 ,20081114,    -3743,   -52.64,    15627,   261.19,     1076,    19.79
M2500  ,建材營造類指數,20081114,    -9428,   -95.80,     2893,    24.75,     -108,    -0.06
M2000  ,鋼鐵工業類指數,20081114,   -26622,  -633.73,    -6068,  -112.06,      224,     8.22
M1800  ,玻璃陶瓷類指數,20081114,     -130,    -3.23,     1149,    20.22,      -50,    -0.86
M1900  ,造紙工業類指數,20081114,     -928,    -8.45,      700,     6.38,       68,     0.75
M2600  ,航運業類指數 ,20081117,    -9138,  -307.43,    11558,   192.84,      635,     7.76
M2500  ,建材營造類指數,20081117,   -23641,  -205.26,     4615,    39.77,       24,     0.77
M2000  ,鋼鐵工業類指數,20081117,     3674,    71.74,     6398,   168.26,      312,     6.83
M1800  ,玻璃陶瓷類指數,20081117,      193,     3.82,      519,     9.76,        9,     0.27
M1900  ,造紙工業類指數,20081117,    -2059,   -18.90,      209,     1.89,     -108,    -0.99
M2600  ,航運業類指數 ,20081118,    -7251,   -93.36,     9404,    79.43,    -1104,   -11.82
M2500  ,建材營造類指數,20081118,   -14595,  -107.67,     6720,    46.68,      -32,    -2.58
M2000  ,鋼鐵工業類指數,20081118,   -13547,  -285.24,     4982,   157.07,      607,    14.49
M1800  ,玻璃陶瓷類指數,20081118,     1364,    25.31,     -326,    -5.98,       68,     1.04
M1900  ,造紙工業類指數,20081118,     -128,    -1.14,        1,     0.01,       77,     0.55
M2600  ,航運業類指數 ,20081119,   -12849,  -175.79,     -871,   -29.37,       41,    -1.33
M2500  ,建材營造類指數,20081119,    -9797,   -95.79,    -1969,   -53.67,      169,     1.17
M2000  ,鋼鐵工業類指數,20081119,   -24547,  -513.25,    -2044,   -10.70,     -867,   -16.30
M1800  ,玻璃陶瓷類指數,20081119,      -79,    -1.19,      150,     2.70,      -72,    -0.99
M1900  ,造紙工業類指數,20081119,     -460,    -3.40,      100,     0.91,     -146,    -1.12
M2600  ,航運業類指數 ,20081120,   -11861,  -204.50,     2752,     3.97,    -1001,    -8.26
M2500  ,建材營造類指數,20081120,    -6058,   -82.15,     1378,     5.79,       81,     0.01
M2000  ,鋼鐵工業類指數,20081120,   -34922,  -758.54,    -3270,   -35.29,     -165,    -2.98
M1800  ,玻璃陶瓷類指數,20081120,      603,    10.49,       10,     0.18,      -49,    -0.84
M1900  ,造紙工業類指數,20081120,     -142,    -0.84,     -563,    -4.74,      -11,    -0.10
M2600  ,航運業類指數 ,20081121,   -10078,  -233.04,    -7281,  -262.22,     1012,     8.88
M2500  ,建材營造類指數,20081121,    -8313,   -89.42,      159,    -3.10,     -115,     0.33
M2000  ,鋼鐵工業類指數,20081121,    -1447,   -34.80,   -10182,  -194.41,      854,    19.45
M1800  ,玻璃陶瓷類指數,20081121,      347,     6.95,     1181,    22.20,        2,     0.12
M1900  ,造紙工業類指數,20081121,      146,     1.07,     -185,    -1.81,      -41,    -0.31
M2600  ,航運業類指數 ,20081124,    -5287,   -97.96,     4017,   -38.74,     -345,    -5.79
M2500  ,建材營造類指數,20081124,    -1990,    -7.05,     1420,     7.38,    -1286,   -11.73
M2000  ,鋼鐵工業類指數,20081124,    -5284,  -110.32,    -3283,   -47.23,      182,     2.91
M1800  ,玻璃陶瓷類指數,20081124,     -393,    -7.60,     -247,     2.70,       66,     1.24
M1900  ,造紙工業類指數,20081124,      -56,    -0.39,       25,     0.19,        0,     0.00
M2600  ,航運業類指數 ,20081125,    -6752,  -159.68,    19146,   172.27,     1116,    15.46
M2500  ,建材營造類指數,20081125,   -19696,  -153.05,    -1380,   -11.94,     -782,    -6.12
M2000  ,鋼鐵工業類指數,20081125,   -14737,  -321.88,    -6466,  -137.32,      750,    17.87
M1800  ,玻璃陶瓷類指數,20081125,    -1193,   -22.02,      202,     3.76,      -68,    -1.26
M1900  ,造紙工業類指數,20081125,     -194,    -1.43,    -1451,   -12.45,        0,     0.00
M2600  ,航運業類指數 ,20081126,    -1022,   -28.82,     1395,   -13.91,     1626,    17.99
M2500  ,建材營造類指數,20081126,     1387,     8.05,     2309,    26.16,      139,     1.02
M2000  ,鋼鐵工業類指數,20081126,     2051,    43.03,    -6203,  -121.31,      856,    16.32
M1800  ,玻璃陶瓷類指數,20081126,      921,    17.56,     1132,    19.41,      -23,    -0.43
M1900  ,造紙工業類指數,20081126,     -133,    -0.87,      -45,    -0.28,      200,     1.53
M2600  ,航運業類指數 ,20081127,     1184,   -40.64,     2552,    31.03,     2739,    28.81
M2500  ,建材營造類指數,20081127,      698,    51.91,     6167,    47.31,      667,     6.65
M2000  ,鋼鐵工業類指數,20081127,    -5408,  -148.14,    -7543,  -147.72,      498,     8.05
M1800  ,玻璃陶瓷類指數,20081127,     2348,    45.81,     -168,    -3.32,       19,     0.31
M1900  ,造紙工業類指數,20081127,     1573,    12.74,    -1841,   -15.01,      228,     1.83
M2600  ,航運業類指數 ,20081128,     2526,     5.53,     3716,   -17.09,     1354,     9.67
M2500  ,建材營造類指數,20081128,    -6691,   -54.58,       10,     0.65,       88,     0.56
M2000  ,鋼鐵工業類指數,20081128,    -2579,   -61.93,    -8935,  -188.37,      859,    17.27
M1800  ,玻璃陶瓷類指數,20081128,     1888,    38.65,        0,     0.00,       65,     1.13
