證券名稱,簡稱,年月日,外資買賣超(千股),外資買賣超市值(百萬),投信買賣超(千股),投信買賣超市值(百萬),自營買賣超(千股),自營買賣超市值(百萬)
M1900  ,造紙工業類指數,20081128,      439,     4.12,       23,     1.31,        8,     0.07
M2600  ,航運業類指數 ,20081201,     1305,   -12.39,    -2363,   -53.05,     5499,    86.95
M2500  ,建材營造類指數,20081201,     3023,    36.27,      966,    11.57,     -268,    -2.11
M2000  ,鋼鐵工業類指數,20081201,    -7325,  -191.65,    -3247,   -60.01,      267,     3.71
M1800  ,玻璃陶瓷類指數,20081201,     1565,    32.12,       90,     1.87,        1,     0.02
M1900  ,造紙工業類指數,20081201,      609,     5.13,    -1388,   -12.25,      240,     2.35
M2600  ,航運業類指數 ,20081202,    -6918,  -207.16,      830,   -70.71,    -2453,   -27.25
M2500  ,建材營造類指數,20081202,    -3892,   -19.84,     1685,    14.08,      283,     1.99
M2000  ,鋼鐵工業類指數,20081202,   -29348,  -608.49,    -9049,  -182.43,       36,     0.36
M1800  ,玻璃陶瓷類指數,20081202,     1675,    35.22,     -170,    -3.59,       15,     0.20
M1900  ,造紙工業類指數,20081202,    -1636,   -12.78,     -700,    -6.50,     -313,    -2.44
M2600  ,航運業類指數 ,20081203,   -14274,  -283.28,     -194,   -12.00,     3079,    24.34
M2500  ,建材營造類指數,20081203,    -3031,   -11.40,      178,    -0.65,      118,     0.73
M2000  ,鋼鐵工業類指數,20081203,   -31525,  -619.60,    -5999,   -94.49,     -499,    -8.23
M1800  ,玻璃陶瓷類指數,20081203,     1338,    29.60,      521,     7.58,      -46,    -0.80
M1900  ,造紙工業類指數,20081203,     -171,    -1.53,     1235,    10.54,     -177,    -1.52
M2600  ,航運業類指數 ,20081204,   -21556,  -302.29,    -2171,   -78.62,    -1231,    -2.60
M2500  ,建材營造類指數,20081204,    -2623,   -26.84,    -1833,   -21.01,      985,     8.07
M2000  ,鋼鐵工業類指數,20081204,   -45705,  -915.26,    -4394,   -84.28,     -180,    -2.57
M1800  ,玻璃陶瓷類指數,20081204,       56,     1.11,     -422,    -8.45,      -48,    -0.88
M1900  ,造紙工業類指數,20081204,     -235,    -1.98,     -306,    -2.86,     -253,    -2.26
M2600  ,航運業類指數 ,20081205,    -8186,   -90.44,   -20518,  -226.93,    -4143,   -54.37
M2500  ,建材營造類指數,20081205,    -4188,   -86.46,     -712,   -21.66,      162,     2.31
M2000  ,鋼鐵工業類指數,20081205,   -11464,  -232.49,    -9407,  -177.56,       18,     0.12
M1800  ,玻璃陶瓷類指數,20081205,      721,    13.25,    -1634,   -28.44,      -53,    -0.47
M1900  ,造紙工業類指數,20081205,     -165,    -1.29,      919,     7.43,       -9,    -0.06
M2600  ,航運業類指數 ,20081208,    15149,   192.34,    11421,   163.42,     2123,    26.93
M2500  ,建材營造類指數,20081208,     7226,   105.49,      954,     9.97,      580,     5.44
M2000  ,鋼鐵工業類指數,20081208,    37127,   792.87,    -8555,  -176.34,     1033,    21.58
M1800  ,玻璃陶瓷類指數,20081208,     -513,    -9.52,    -2268,   -41.75,       27,     0.38
M1900  ,造紙工業類指數,20081208,     -105,    -1.39,      996,     7.72,       55,     0.44
M2600  ,航運業類指數 ,20081209,     9723,   166.41,     1177,    79.75,      722,    22.29
M2500  ,建材營造類指數,20081209,     2314,    29.20,     1368,    14.69,      432,     4.39
M2000  ,鋼鐵工業類指數,20081209,    19383,   411.42,       68,    32.95,     1501,    33.35
M1800  ,玻璃陶瓷類指數,20081209,      200,     3.22,     -134,    -2.68,       21,     0.31
M1900  ,造紙工業類指數,20081209,     -234,    -1.87,    -2642,   -22.73,       45,     0.33
M2600  ,航運業類指數 ,20081210,     9713,   131.46,     3322,   327.97,     4319,    87.17
M2500  ,建材營造類指數,20081210,     2861,    31.92,     1756,    21.30,     1103,    11.60
M2000  ,鋼鐵工業類指數,20081210,    41274,   942.93,     7935,   218.15,     2257,    49.53
M1800  ,玻璃陶瓷類指數,20081210,      317,     5.15,        8,     0.15,       -2,     0.01
M1900  ,造紙工業類指數,20081210,     1032,     8.80,    -1569,   -13.22,      -79,    -0.80
M2600  ,航運業類指數 ,20081211,     9942,   162.71,   -13895,    97.25,    -2628,   -59.72
M2500  ,建材營造類指數,20081211,    -3215,   -31.83,     3214,    73.65,     -120,     1.10
M2000  ,鋼鐵工業類指數,20081211,    13900,   329.54,     -156,    57.96,     1391,    33.76
M1800  ,玻璃陶瓷類指數,20081211,     1008,    15.42,      527,     5.28,      -30,    -0.43
M1900  ,造紙工業類指數,20081211,      509,     3.64,    -2858,   -24.97,      748,     6.16
M2600  ,航運業類指數 ,20081212,    -9742,   -87.19,   -15565,   -75.33,    -2027,   -38.26
M2500  ,建材營造類指數,20081212,       -9,    17.93,     -949,     5.61,     -222,     0.44
M2000  ,鋼鐵工業類指數,20081212,     1281,    -5.70,    -1290,    -9.05,    -1531,   -29.86
M1800  ,玻璃陶瓷類指數,20081212,     -151,    -5.40,     -211,    -3.72,      362,     6.64
M1900  ,造紙工業類指數,20081212,      242,     1.23,    -4209,   -33.68,      -27,    -0.22
M2600  ,航運業類指數 ,20081215,    10342,   160.60,    -5528,    86.99,      393,    18.80
M2500  ,建材營造類指數,20081215,     2827,    12.22,     1340,    19.68,       33,    -2.22
M2000  ,鋼鐵工業類指數,20081215,    20966,   469.86,     -846,    12.77,     -183,    -4.99
M1800  ,玻璃陶瓷類指數,20081215,     1004,    18.62,       -1,    -0.01,      218,     4.19
M1900  ,造紙工業類指數,20081215,      427,     3.36,    -1838,   -14.79,     -231,    -1.89
M2600  ,航運業類指數 ,20081216,     1940,   -14.91,    -9211,   -79.02,     -340,     5.78
M2500  ,建材營造類指數,20081216,    -4174,   -61.19,    20953,   284.50,      385,    11.33
M2000  ,鋼鐵工業類指數,20081216,    11858,   257.58,    -4214,   -91.94,     -168,    -3.35
M1800  ,玻璃陶瓷類指數,20081216,      173,     4.09,      -12,    -0.10,      -19,    -0.25
M1900  ,造紙工業類指數,20081216,      546,     3.85,    -1382,   -11.78,      -84,    -0.63
M2600  ,航運業類指數 ,20081217,    10550,   175.65,    -6434,    64.83,     2036,    53.31
M2500  ,建材營造類指數,20081217,    12898,   150.45,    15774,   233.36,      528,     9.27
M2000  ,鋼鐵工業類指數,20081217,    23287,   470.77,     3121,    85.89,     1196,    21.29
M1800  ,玻璃陶瓷類指數,20081217,     1454,    28.85,     -232,    -0.89,     -178,    -3.52
M1900  ,造紙工業類指數,20081217,     1204,     9.39,    -3047,   -26.76,     -301,    -2.39
M2600  ,航運業類指數 ,20081218,     7674,   140.02,    -4442,    50.85,     4539,    40.35
M2500  ,建材營造類指數,20081218,     8842,   166.42,     6003,   138.34,     -390,    -3.70
M2000  ,鋼鐵工業類指數,20081218,    11402,   242.83,    15353,   343.59,     -391,   -16.52
M1800  ,玻璃陶瓷類指數,20081218,      443,     8.25,      256,     5.16,     -397,    -7.92
M1900  ,造紙工業類指數,20081218,     2034,    17.01,     -675,    -6.30,     -193,    -1.64
M2600  ,航運業類指數 ,20081219,    -8595,  -204.89,     1806,    84.02,    -2821,   -47.82
M2500  ,建材營造類指數,20081219,   -27008,  -401.59,     6267,   108.66,    -1111,   -10.02
M2000  ,鋼鐵工業類指數,20081219,     3898,   145.83,     5997,   122.36,     -703,   -10.52
M1800  ,玻璃陶瓷類指數,20081219,      477,    10.53,     -254,    -5.06,       11,     0.10
M1900  ,造紙工業類指數,20081219,      123,     1.12,     1743,    17.31,       25,     0.17
M2600  ,航運業類指數 ,20081222,    -3497,   -43.95,     3448,    19.73,    -2237,   -30.06
M2500  ,建材營造類指數,20081222,    -7180,  -102.51,     1272,    13.08,      -88,    -5.79
M2000  ,鋼鐵工業類指數,20081222,   -18700,  -374.08,     3342,    51.60,     -569,   -11.48
M1800  ,玻璃陶瓷類指數,20081222,     -160,    -2.44,     -340,    -5.71,      -31,    -0.62
M1900  ,造紙工業類指數,20081222,      332,     3.00,    -1239,    -9.89,      108,     0.76
M2600  ,航運業類指數 ,20081223,   -12150,  -176.69,    -3444,   -65.56,    -1343,   -30.75
M2500  ,建材營造類指數,20081223,    -2172,   -16.71,    -1601,   -18.73,     -330,    -4.64
M2000  ,鋼鐵工業類指數,20081223,   -13797,  -285.26,    -1583,   -36.18,     -789,   -17.73
M1800  ,玻璃陶瓷類指數,20081223,     -563,    -9.71,     -274,    -4.99,      -29,    -0.48
M1900  ,造紙工業類指數,20081223,     -634,    -4.04,     -451,    -3.88,     -490,    -4.20
M2600  ,航運業類指數 ,20081224,    -4533,   -62.92,    -2241,   -69.79,      924,    10.03
M2500  ,建材營造類指數,20081224,    -3623,   -44.97,     -479,     0.25,        2,     1.75
M2000  ,鋼鐵工業類指數,20081224,   -10546,  -247.00,     5340,    80.10,     -153,    -0.45
M1800  ,玻璃陶瓷類指數,20081224,     -201,    -4.23,     -300,    -4.37,      -13,    -0.24
M1900  ,造紙工業類指數,20081224,     -187,    -1.49,      469,     4.08,        8,     0.05
M2600  ,航運業類指數 ,20081225,    -4391,   -44.77,     4902,   116.87,      988,    14.01
M2500  ,建材營造類指數,20081225,    -2600,   -29.19,      125,    14.02,     -722,   -13.77
M2000  ,鋼鐵工業類指數,20081225,    -2100,   -36.75,    10170,   126.58,     -215,    -9.52
M1800  ,玻璃陶瓷類指數,20081225,     -194,    -2.97,     -899,   -15.92,       -6,    -0.07
M1900  ,造紙工業類指數,20081225,     -416,    -3.69,      938,     8.12,       -7,    -0.04
M2600  ,航運業類指數 ,20081226,      531,     9.68,    -1969,    19.34,     -844,    -8.74
M2500  ,建材營造類指數,20081226,      754,    12.53,      669,     6.19,      -25,    -0.70
M2000  ,鋼鐵工業類指數,20081226,      844,    23.94,     1498,    48.60,      673,    21.00
M1800  ,玻璃陶瓷類指數,20081226,       24,     0.36,     -256,    -4.49,       -6,    -0.07
M1900  ,造紙工業類指數,20081226,      198,     1.54,      743,     6.53,      -18,    -0.14
M2600  ,航運業類指數 ,20081229,      753,     6.89,     3006,    69.10,    -1722,   -27.62
M2500  ,建材營造類指數,20081229,    -1026,    -4.73,    -2142,   -21.42,     -145,    -1.71
M2000  ,鋼鐵工業類指數,20081229,     3180,    76.54,    -1367,   -34.88,       57,     2.33
M1800  ,玻璃陶瓷類指數,20081229,      -95,    -1.41,        0,     0.00,       -7,    -0.15
M1900  ,造紙工業類指數,20081229,      -39,    -0.23,      900,     7.89,       -8,    -0.05
M2600  ,航運業類指數 ,20081230,     7210,    99.00,     1619,    48.54,      306,     9.71
M2500  ,建材營造類指數,20081230,     6274,   103.47,     -902,    -9.88,      129,     2.54
M2000  ,鋼鐵工業類指數,20081230,     8750,   181.78,     5330,   124.82,      461,    11.39
M1800  ,玻璃陶瓷類指數,20081230,      674,    11.64,        0,     0.00,       37,     0.59
M1900  ,造紙工業類指數,20081230,      704,     5.59,      -50,    -0.45,       32,     0.16
M2600  ,航運業類指數 ,20081231,    -1538,   -31.10,    -3617,   -26.68,       54,     4.30
M2500  ,建材營造類指數,20081231,    -1751,    -8.95,       91,     3.17,      -87,     0.44
M2000  ,鋼鐵工業類指數,20081231,    -1421,   -32.15,     3810,    94.41,     1537,    43.68
M1800  ,玻璃陶瓷類指數,20081231,     -404,    -6.61,        0,     0.00,        4,     0.15
M1900  ,造紙工業類指數,20081231,     -224,    -1.52,      522,     4.21,      -17,    -0.12
M2600  ,航運業類指數 ,20090105,     6536,    80.25,    -1349,    -9.33,     1456,    42.60
M2500  ,建材營造類指數,20090105,     5021,    62.32,      250,    12.24,      426,     6.84
M2000  ,鋼鐵工業類指數,20090105,    19995,   460.70,      433,     9.64,     4035,    90.83
M1800  ,玻璃陶瓷類指數,20090105,      120,     2.84,     -108,    -2.02,       27,     0.41
M1900  ,造紙工業類指數,20090105,      640,     5.89,     1949,    18.50,       59,     0.37
M2600  ,航運業類指數 ,20090106,     3988,   103.42,    -6756,    75.95,     5686,    81.16
M2500  ,建材營造類指數,20090106,     3657,    70.01,     2497,    19.36,     1664,    16.23
M2000  ,鋼鐵工業類指數,20090106,    19606,   518.15,    13139,   246.86,      331,     6.37
M1800  ,玻璃陶瓷類指數,20090106,      484,     7.45,      -74,    -1.39,       -4,    -0.08
M1900  ,造紙工業類指數,20090106,      817,     6.75,     1667,    16.57,        9,     0.12
M2600  ,航運業類指數 ,20090107,     2936,   184.46,      228,   347.46,      122,    27.90
M2500  ,建材營造類指數,20090107,     9980,   133.39,     1813,    38.87,     -146,     2.94
M2000  ,鋼鐵工業類指數,20090107,    18898,   490.11,    14580,   343.01,      377,    -4.83
M1800  ,玻璃陶瓷類指數,20090107,       37,     0.81,        0,     0.00,      -27,    -0.51
M1900  ,造紙工業類指數,20090107,      760,     6.26,     -595,    -4.08,      148,     1.43
M2600  ,航運業類指數 ,20090108,   -21471,  -266.63,    -6719,  -141.65,    -2000,   -28.86
M2500  ,建材營造類指數,20090108,    -7530,   -28.18,     -133,    30.38,      377,    -4.66
M2000  ,鋼鐵工業類指數,20090108,    -6381,  -119.98,     2072,    -4.63,      781,     2.71
M1800  ,玻璃陶瓷類指數,20090108,    -1236,   -21.18,        0,     0.00,      -16,    -0.28
M1900  ,造紙工業類指數,20090108,    -1585,   -12.73,     1262,    11.84,     -162,    -1.45
M2600  ,航運業類指數 ,20090109,      991,    -9.53,    -2410,   -38.18,     -187,    -5.04
M2500  ,建材營造類指數,20090109,     2160,    17.70,    -1528,   -18.24,       22,     3.77
M2000  ,鋼鐵工業類指數,20090109,   -25665,  -600.56,      571,    14.07,     -192,    -6.58
M1800  ,玻璃陶瓷類指數,20090109,     -264,    -4.97,        2,     0.02,       -6,    -0.10
M1900  ,造紙工業類指數,20090109,     -787,    -6.26,    -2078,   -17.91,      -28,    -0.20
M2600  ,航運業類指數 ,20090110,    -9240,  -117.26,    11397,   371.03,     4509,    37.70
M2500  ,建材營造類指數,20090110,    -1000,    -9.81,      673,     7.03,     1616,    20.89
M2000  ,鋼鐵工業類指數,20090110,    -4727,  -102.46,     4874,    92.86,        4,     0.42
M1800  ,玻璃陶瓷類指數,20090110,     -424,    -7.39,       -2,    -0.04,       -3,    -0.06
M1900  ,造紙工業類指數,20090110,     -412,    -3.36,     1078,     9.90,      -10,    -0.09
M2600  ,航運業類指數 ,20090112,    -2825,    36.18,    -1254,    54.49,    -4804,   -37.01
M2500  ,建材營造類指數,20090112,    -1012,   -26.35,     -712,   -21.00,    -2399,   -32.25
M2000  ,鋼鐵工業類指數,20090112,    -9585,  -238.84,    10804,   214.21,      917,    10.47
M1800  ,玻璃陶瓷類指數,20090112,     -212,    -3.75,       -3,    -0.08,        0,     0.04
M1900  ,造紙工業類指數,20090112,    -1209,    -9.78,    -1374,   -12.46,      -11,    -0.05
M2600  ,航運業類指數 ,20090113,        8,   -91.09,   -11399,   -74.58,    -5240,   -45.43
M2500  ,建材營造類指數,20090113,     1437,    19.11,     2371,    15.35,      133,    -0.93
M2000  ,鋼鐵工業類指數,20090113,    -4751,   -99.00,     3722,    61.57,     -905,   -20.22
M1800  ,玻璃陶瓷類指數,20090113,      -35,    -0.60,      139,     2.45,       -1,    -0.01
M1900  ,造紙工業類指數,20090113,      629,     5.72,    -1745,   -14.64,       38,     0.33
M2600  ,航運業類指數 ,20090114,   -12325,  -418.26,    -7241,   -23.29,    -2048,   -25.45
M2500  ,建材營造類指數,20090114,     -103,   -36.76,     -700,    -3.15,     -119,     0.16
M2000  ,鋼鐵工業類指數,20090114,   -25829,  -541.88,     1056,    -3.84,      834,    13.35
M1800  ,玻璃陶瓷類指數,20090114,      -58,    -0.64,        0,     0.00,       -1,     0.02
M1900  ,造紙工業類指數,20090114,     -768,    -6.80,    -6528,   -57.84,       48,     0.39
M2600  ,航運業類指數 ,20090115,   -19758,  -279.11,    -4355,   -47.63,    -3281,   -49.18
M2500  ,建材營造類指數,20090115,   -12132,  -171.13,      408,    17.17,     -425,    -6.44
M2000  ,鋼鐵工業類指數,20090115,   -51232, -1110.43,     3155,    67.51,        5,     5.14
M1800  ,玻璃陶瓷類指數,20090115,    -1549,   -25.20,      -77,    -1.29,       -7,    -0.14
M1900  ,造紙工業類指數,20090115,     -297,    -2.07,    -6252,   -51.72,     -132,    -0.99
M2600  ,航運業類指數 ,20090116,    -5452,  -129.03,    -6602,  -193.01,    -2497,   -19.63
M2500  ,建材營造類指數,20090116,    -5164,   -57.73,     -377,    -3.44,     -107,    -3.35
M2000  ,鋼鐵工業類指數,20090116,    -7034,  -120.49,     2075,    73.02,     -177,    -2.73
M1800  ,玻璃陶瓷類指數,20090116,     -322,    -2.79,        2,     0.02,        4,     0.03
M1900  ,造紙工業類指數,20090116,     -788,    -5.99,    -2558,   -21.13,       -2,    -0.01
M2600  ,航運業類指數 ,20090117,     -919,   -16.75,    -6608,  -138.47,      412,     5.48
M2500  ,建材營造類指數,20090117,    -1832,   -45.56,    -1021,   -13.24,     -117,    -1.23
M2000  ,鋼鐵工業類指數,20090117,     -631,   -13.36,     5888,   152.21,     -192,    -2.27
M1800  ,玻璃陶瓷類指數,20090117,      -25,    -0.32,        5,     0.04,       -1,    -0.01
