日期,收盤價,開市,高,低,成交量,更改%,報酬
2015年10月24日,282.6,276.9,283,277,60.13K,2.04%,-0.020169851
2015年10月23日,276.9,274.4,279.8,273.2,69.32K,0.91%,-0.00902853
2015年10月22日,274.4,267.1,278.7,266.8,93.15K,2.74%,-0.026603499
2015年10月21日,267.1,269.8,272.2,263.5,59.64K,-0.98%,0.010108574
2015年10月20日,269.8,263.8,272.1,262.7,75.40K,2.25%,-0.022238695
2015年10月19日,263.8,261.7,266,259.9,58.17K,0.82%,-0.007960576
2015年10月18日,261.7,269.6,272.4,259.5,52.27K,-2.93%,0.030187237
2015年10月17日,269.6,262.9,275.4,261.7,113.84K,2.55%,-0.024851632
2015年10月16日,262.9,254.4,267.3,253.9,95.18K,3.31%,-0.032331685
2015年10月15日,254.4,252.3,256.8,251.2,60.64K,0.84%,-0.008254717
2015年10月14日,252.3,248.8,255.1,248.3,69.58K,1.43%,-0.013872374
2015年10月13日,248.8,245.4,251.2,243.1,74.88K,1.40%,-0.013665595
2015年10月12日,245.4,247.6,248,244.6,40.39K,-0.93%,0.008964955
2015年10月11日,247.6,245.4,248.3,244.5,41.43K,0.94%,-0.008885299
2015年10月10日,245.4,244,245.9,242.9,38.96K,0.54%,-0.005704971
2015年10月9日,244,242.6,244.6,241.3,40.57K,0.60%,-0.005737705
2015年10月8日,242.6,243,244.8,241.6,44.15K,-0.16%,0.001648805
2015年10月7日,243,246.1,247.3,241.6,62.60K,-1.28%,0.012757202
2015年10月6日,246.1,240.1,247.6,239.4,78.84K,2.49%,-0.024380333
2015年10月5日,240.1,238.3,240.5,236.4,61.24K,0.76%,-0.007496876
2015年10月4日,238.3,238.6,277.6,237.5,31.85K,-0.10%,0.001258917
2015年10月3日,238.6,236.7,239.5,236.1,43.31K,0.79%,-0.007963118
2015年10月2日,236.7,237.1,238.4,235.1,47.94K,-0.14%,0.001689903
2015年10月1日,237.1,235.9,238.7,234.7,52.88K,0.47%,-0.005061156
2015年9月30日,235.9,236.7,237.8,234.4,50.52K,-0.33%,0.003391267
2015年9月29日,236.7,238.9,240.4,234.8,57.30K,-0.90%,0.009294466
2015年9月28日,238.9,232.5,240.4,232.4,64.28K,2.74%,-0.026789452
2015年9月27日,232.5,234.3,234.8,231.8,36.14K,-0.77%,0.007741935
2015年9月26日,234.3,235,235.7,232.7,40.29K,-0.31%,0.002987623
2015年9月25日,235,233.8,237.6,232.7,61.58K,0.54%,-0.005106383
2015年9月24日,233.8,229.9,235.8,229.6,72.12K,1.68%,-0.016680924
2015年9月23日,229.9,230,232.2,228.5,43.60K,-0.05%,0.000434972
2015年9月22日,230,226.3,233.2,224.1,71.55K,1.63%,-0.016086957
2015年9月21日,226.3,231.1,231.6,225,53.43K,-2.06%,0.021210782
2015年9月20日,231.1,231.1,232.7,229.9,33.15K,0.00%,0
2015年9月19日,231.1,232.2,233.4,230.2,34.47K,-0.47%,0.004759844
2015年9月18日,232.2,232.7,234.7,230.6,53.17K,-0.22%,0.002153316
2015年9月17日,232.7,228.6,235.2,227.9,56.06K,1.80%,-0.017619252
2015年9月16日,228.6,229.5,230.9,225.1,51.91K,-0.41%,0.003937008
2015年9月15日,229.5,229.9,242.8,228,49.52K,-0.17%,0.001742919
2015年9月14日,229.9,230.2,232.6,226,61.10K,-0.12%,0.001304915
2015年9月13日,230.2,235.6,236.2,228.3,51.60K,-2.30%,0.023457863
2015年9月12日,235.6,239.9,240.3,233.3,43.77K,-1.79%,0.018251273
2015年9月11日,239.9,238.1,241,237.4,45.77K,0.76%,-0.007503126
2015年9月10日,238.1,237.4,240.6,234.3,60.54K,0.28%,-0.002939941
2015年9月9日,237.4,243.2,244.3,236.5,69.26K,-2.40%,0.02443134
2015年9月8日,243.2,239.6,246.4,239.2,76.35K,1.53%,-0.014802632
2015年9月7日,239.6,239.9,242.7,237.5,57.19K,-0.12%,0.001252087
2015年9月6日,239.9,233.7,243.6,234.7,66.27K,2.65%,-0.025844102
2015年9月5日,233.7,230.3,235.6,228.3,48.28K,1.49%,-0.014548567
2015年9月4日,230.3,226.2,231.1,225.8,61.76K,1.79%,-0.017802866
2015年9月3日,226.2,228.6,229.6,225.4,54.15K,-1.06%,0.01061008
2015年9月2日,228.6,227.2,230.6,225.6,58.77K,0.64%,-0.006124234
2015年9月1日,227.2,229.5,231.4,225.8,66.54K,-1.00%,0.010123239
2015年8月31日,229.5,228.4,231.8,224.2,54.51K,0.47%,-0.004793028
2015年8月30日,228.4,228.5,232.3,225.4,39.81K,-0.04%,0.000437828
2015年8月29日,228.5,231.6,233.1,226.4,43.74K,-1.36%,0.01356674
2015年8月28日,231.6,222.7,234.8,219.6,90.66K,4.00%,-0.038428325
2015年8月27日,222.7,225,228.4,222,60.25K,-1.00%,0.010327795
2015年8月26日,225,220.5,230.7,218.8,92.81K,2.02%,-0.02
2015年8月25日,220.5,211.4,226.6,196.3,190.79K,4.29%,-0.041269841
2015年8月24日,211.4,226.8,228.4,207.8,196.70K,-6.76%,0.072847682
2015年8月23日,226.8,229.5,232.7,224.3,48.84K,-1.22%,0.011904762
2015年8月22日,229.5,232.4,235.1,221,74.21K,-1.23%,0.012636166
2015年8月21日,232.4,234.7,236.3,230.5,57.65K,-0.96%,0.00989673
2015年8月20日,234.7,226,238,225.5,90.98K,3.83%,-0.037068598
2015年8月19日,226,246.7,247.9,214.3,245.82K,-8.40%,0.09159292
2015年8月18日,246.7,257.1,257.5,245.7,94.50K,-4.05%,0.042156465
2015年8月17日,257.1,257.1,259.9,252.9,47.88K,0.00%,0
2015年8月16日,257.1,260.5,261.9,254.6,69.04K,-1.31%,0.013224426
2015年8月15日,260.5,265,266.5,259.4,38.91K,-1.70%,0.017274472
2015年8月14日,265,263.4,267.2,260.2,52.33K,0.60%,-0.006037736
2015年8月13日,263.4,267.7,268.4,261.3,56.49K,-1.58%,0.016324981
2015年8月12日,267.7,269,271.5,263.7,56.73K,-0.51%,0.004856182
2015年8月11日,269,263.3,269.9,261.4,51.36K,2.18%,-0.021189591
2015年8月10日,263.3,263.9,266.6,260.5,48.57K,-0.22%,0.002278769
2015年8月9日,263.9,258.6,266.8,258.6,57.48K,2.04%,-0.020083365
2015年8月8日,258.6,277.9,278.9,257.4,82.54K,-6.94%,0.074632637
2015年8月7日,277.9,278,279.6,274.3,42.81K,-0.04%,0.000359842
2015年8月6日,278,281.7,282,276.5,33.26K,-1.32%,0.013309353
2015年8月5日,281.7,284.3,285.5,280.5,38.29K,-0.91%,0.009229677
2015年8月4日,284.3,281.6,285.7,279.6,44.84K,0.97%,-0.00949701
2015年8月3日,281.6,281.4,285,278.9,45.89K,0.08%,-0.000710227
2015年8月2日,281.4,280.5,282.5,275.9,35.67K,0.32%,-0.003198294
2015年8月1日,280.5,283.7,284.5,276.3,39.43K,-1.15%,0.0114082
2015年7月31日,283.7,287,288.7,280.8,49.21K,-1.15%,0.011632006
2015年7月30日,287,288.4,289.9,284.9,44.79K,-0.47%,0.004878049
2015年7月29日,288.4,293.7,294.7,286.9,50.67K,-1.81%,0.018377254
2015年7月28日,293.7,293,296.7,291.7,49.07K,0.24%,-0.002383384
2015年7月27日,293,291.8,295.8,285.4,69.71K,0.42%,-0.004095563
2015年7月26日,291.8,288.7,293.3,286.8,30.99K,1.05%,-0.010623715
2015年7月25日,288.7,288.4,291.2,284.7,41.65K,0.13%,-0.001039141
2015年7月24日,288.4,275.5,289.8,274.3,74.36K,4.66%,-0.044729542
2015年7月23日,275.5,276.5,277.9,274.5,35.66K,-0.34%,0.003629764
2015年7月22日,276.5,275.1,277.4,273.1,41.97K,0.50%,-0.005063291
2015年7月21日,275.1,277.7,281,274.2,49.05K,-0.93%,0.009451109
2015年7月20日,277.7,273.2,278.9,271.8,46.60K,1.65%,-0.016204537
2015年7月19日,273.2,274,277.1,271.9,30.20K,-0.32%,0.002928258
2015年7月18日,274,279.6,282.5,243.2,55.34K,-1.99%,0.020437956
2015年7月17日,279.6,276.6,280.8,271.2,62.12K,1.10%,-0.010729614
2015年7月16日,276.6,283.4,290.8,273.3,121.32K,-2.41%,0.024584237
2015年7月15日,283.4,287,292.9,283.2,59.58K,-1.23%,0.012702893
2015年7月14日,287,290.4,297,285.2,60.62K,-1.17%,0.01184669
2015年7月13日,290.4,310.4,310.9,276.9,146.85K,-6.47%,0.068870523
2015年7月12日,310.4,292,315.9,291.3,120.70K,6.33%,-0.059278351
2015年7月11日,292,283.6,298.8,282.3,46.49K,2.94%,-0.028767123
2015年7月10日,283.6,269.1,297.9,266.9,117.17K,5.38%,-0.05112835
2015年7月9日,269.1,268.6,272.3,265.1,48.39K,0.19%,-0.001858045
2015年7月8日,268.6,266.2,273.6,263.2,45.29K,0.91%,-0.00893522
2015年7月7日,266.2,269.1,271.3,263.2,41.61K,-1.07%,0.010894065
2015年7月6日,269.1,270.1,277.5,266.5,90.58K,-0.39%,0.003716091
2015年7月5日,270.1,260.5,274.1,257.6,48.45K,3.68%,-0.035542392
2015年7月4日,260.5,255.4,261.1,253.4,32.95K,2.02%,-0.019577735
2015年7月3日,255.4,254.9,256.7,252.4,36.58K,0.20%,-0.001957713
2015年7月2日,254.9,257.6,261.3,253.1,45.01K,-1.06%,0.010592389
2015年7月1日,257.6,264.1,265,254.4,66.94K,-2.46%,0.025232919
2015年6月30日,264.1,257,268.7,255.4,116.53K,2.78%,-0.026883756
2015年6月29日,257,248.9,257.5,248,92.64K,3.25%,-0.03151751
2015年6月28日,248.9,250.7,251.6,246.6,39.89K,-0.74%,0.00723182
2015年6月27日,250.7,242.9,251.6,241.8,54.70K,3.20%,-0.031112884
2015年6月26日,242.9,242.6,243.5,240.1,37.62K,0.16%,-0.001235076
2015年6月25日,242.6,240.6,243.6,239.3,40.36K,0.83%,-0.008244023
2015年6月24日,240.6,243.8,244.5,239.1,47.11K,-1.31%,0.013300083
2015年6月23日,243.8,247.5,247.7,242.3,38.43K,-1.50%,0.015176374
2015年6月22日,247.5,244.1,248.6,243.2,47.59K,1.38%,-0.013737374
2015年6月21日,244.1,245,246,240.9,25.15K,-0.36%,0.003687014
2015年6月20日,245,244.1,246.6,238.7,51.28K,0.35%,-0.003673469
2015年6月19日,244.1,248.4,250.8,243.6,84.70K,-1.73%,0.017615731
2015年6月18日,248.4,247.4,251.9,242.5,78.14K,0.43%,-0.004025765
2015年6月17日,247.4,249.8,258.5,245.1,121.62K,-0.98%,0.009700889
2015年6月16日,249.8,237,254.1,235.7,122.47K,5.41%,-0.051240993
2015年6月15日,237,233.8,238.6,233.3,63.47K,1.39%,-0.01350211
2015年6月14日,233.8,232.5,235.5,232.1,32.90K,0.55%,-0.005560308
2015年6月13日,232.5,230.5,233.1,229,38.01K,0.88%,-0.008602151
2015年6月12日,230.5,229.9,231.6,229.3,40.75K,0.25%,-0.002603037
2015年6月11日,229.9,228.8,230.6,228.5,38.00K,0.48%,-0.004784689
2015年6月10日,228.8,229.6,230.4,227.8,41.64K,-0.34%,0.003496503
2015年6月9日,229.6,228.6,231.4,227.5,54.84K,0.43%,-0.004355401
2015年6月8日,228.6,223.5,229.9,223,74.15K,2.28%,-0.022309711
2015年6月7日,223.5,224.7,226.4,222.2,40.48K,-0.57%,0.005369128
2015年6月6日,224.7,225.3,225.8,223.5,22.47K,-0.24%,0.002670227
2015年6月5日,225.3,224.2,226.4,222.1,56.46K,0.48%,-0.004882379
2015年6月4日,224.2,225.6,226.7,223.5,44.06K,-0.61%,0.006244425
2015年6月3日,225.6,225.7,227.9,223.7,54.35K,-0.07%,0.000443262
2015年6月2日,225.7,223.1,227.4,222.3,60.81K,1.17%,-0.011519716
2015年6月1日,223.1,229.8,231.8,221,87.06K,-2.92%,0.030031376
2015年5月31日,229.8,233.2,234,229.1,39.00K,-1.45%,0.014795474
2015年5月30日,233.2,237,237.1,231.6,41.63K,-1.61%,0.016295026
2015年5月29日,237,237.3,237.9,235.1,38.92K,-0.12%,0.001265823
2015年5月28日,237.3,237.3,238.4,236.2,35.75K,0.00%,0
2015年5月27日,237.3,237.8,238.9,235.9,48.03K,-0.23%,0.002107038
2015年5月26日,237.8,237.4,239,235.6,37.08K,0.18%,-0.001682086
2015年5月25日,237.4,241,241.8,235.8,26.39K,-1.48%,0.01516428
2015年5月24日,241,238.9,242.4,237.5,30.26K,0.85%,-0.008713693
2015年5月23日,238.9,240.4,241.7,238.1,36.03K,-0.59%,0.006278778
2015年5月22日,240.4,235.4,242,234.6,74.11K,2.12%,-0.020798669
2015年5月21日,235.4,234,236.6,233.6,42.94K,0.61%,-0.005947324
2015年5月20日,234,232,235.2,231.5,49.69K,0.84%,-0.008547009
2015年5月19日,232,232.6,234.5,231.3,40.94K,-0.27%,0.002586207
2015年5月18日,232.6,236.3,237.1,231.5,53.14K,-1.55%,0.015907137
2015年5月17日,236.3,236.2,237.8,235.4,28.43K,0.03%,-0.000423191
2015年5月16日,236.2,237.2,237.8,234.6,27.05K,-0.41%,0.0042337
2015年5月15日,237.2,236.9,238.8,235.5,46.03K,0.13%,-0.001264755
2015年5月14日,236.9,236.4,239.2,232.4,71.02K,0.22%,-0.002110595
2015年5月13日,236.4,241.6,243.9,234.1,84.43K,-2.15%,0.021996616
2015年5月12日,241.6,241.8,243,239.2,40.08K,-0.10%,0.000827815
2015年5月11日,241.8,240,243.9,238.9,57.17K,0.77%,-0.007444169
2015年5月10日,240,241.4,244.8,238.2,44.00K,-0.60%,0.005833333
2015年5月9日,241.4,243.7,247.9,238.5,62.79K,-0.96%,0.009527755
2015年5月8日,243.7,237.7,247,235.8,87.50K,2.53%,-0.024620435
2015年5月7日,237.7,230,240.3,228.3,91.05K,3.35%,-0.032393774
2015年5月6日,230,235.8,237.1,228.2,103.66K,-2.46%,0.025217391
2015年5月5日,235.8,239,239.6,231.8,77.87K,-1.32%,0.013570823
2015年5月4日,239,240,243.2,237.4,69.12K,-0.43%,0.0041841
2015年5月3日,240,235.3,243.6,233.8,55.72K,1.98%,-0.019583333
2015年5月2日,235.3,233.2,236.4,231.7,37.08K,0.91%,-0.008924777
2015年5月1日,233.2,235.8,239.4,232.4,60.14K,-1.09%,0.011149228
2015年4月30日,235.8,225.4,240,224.7,112.24K,4.59%,-0.044105174
2015年4月29日,225.4,225.8,227.2,222.3,60.89K,-0.17%,0.001774623
2015年4月28日,225.8,229,229.9,222,65.97K,-1.38%,0.014171833
2015年4月27日,229,218.7,242.6,216.6,123.41K,4.69%,-0.044978166
2015年4月26日,218.7,226.1,226.7,214.1,100.77K,-3.29%,0.033836305
2015年4月25日,226.1,231.1,232.3,223.1,43.78K,-2.14%,0.022114109
2015年4月24日,231.1,235.4,236.6,229.1,69.78K,-1.83%,0.018606664
2015年4月23日,235.4,233.8,236.1,232.6,42.45K,0.69%,-0.006796941
2015年4月22日,233.8,233.7,238.4,231.8,77.56K,0.02%,-0.000427716
2015年4月21日,233.7,224.2,235.3,223.3,68.35K,4.23%,-0.040650407
2015年4月20日,224.2,223,226.7,221.6,44.87K,0.55%,-0.005352364
2015年4月19日,223,223.4,226.9,222,35.50K,-0.15%,0.001793722
2015年4月18日,223.4,222.6,224.5,220.6,36.54K,0.34%,-0.003581021
2015年4月17日,222.6,228,229.3,220.6,66.92K,-2.36%,0.02425876
2015年4月16日,228,223,229.5,222.9,84.89K,2.25%,-0.021929825
2015年4月15日,223,218,223.6,217.1,77.23K,2.28%,-0.022421525
2015年4月14日,218,223.6,224.7,214.3,115.19K,-2.50%,0.025688073
2015年4月13日,223.6,235.9,236.8,220.4,105.15K,-5.20%,0.055008945
2015年4月12日,235.9,236.5,237.5,232.3,33.03K,-0.27%,0.002543451
2015年4月11日,236.5,234.7,240,233.1,51.99K,0.75%,-0.007610994
2015年4月10日,234.7,243.3,244.1,231.3,100.20K,-3.53%,0.036642522
2015年4月9日,243.3,244.6,246.2,237.6,69.19K,-0.51%,0.005343198
2015年4月8日,244.6,253,254.3,242.6,102.65K,-3.32%,0.034341783
2015年4月7日,253,255,255.6,250.1,44.79K,-0.78%,0.007905138
2015年4月6日,255,259.6,261.5,252.3,45.93K,-1.80%,0.018039216
2015年4月5日,259.6,252.9,260.3,250.6,43.83K,2.67%,-0.025808937
2015年4月4日,252.9,254.5,255.2,250.3,30.72K,-0.62%,0.006326611
2015年4月3日,254.5,252.6,256.5,251.3,71.74K,0.74%,-0.007465619
2015年4月2日,252.6,246.2,254.9,244.3,81.37K,2.58%,-0.0253365
2015年4月1日,246.2,244.1,247.7,239.6,67.08K,0.86%,-0.008529651
2015年3月31日,244.1,246.8,248.7,241.2,75.33K,-1.07%,0.011061041
2015年3月30日,246.8,242.1,248.8,236.6,85.33K,1.95%,-0.01904376
2015年3月29日,242.1,252,252.8,238.9,77.54K,-3.94%,0.040892193
2015年3月28日,252,247.2,254.3,246.3,55.06K,1.95%,-0.019047619
2015年3月27日,247.2,248,250.1,244.5,62.56K,-0.33%,0.003236246
2015年3月26日,248,246.4,254.7,243.5,89.47K,0.67%,-0.006451613
2015年3月25日,246.4,246.7,249.2,234.8,131.44K,-0.14%,0.001217532
2015年3月24日,246.7,265.5,267,242.7,151.09K,-7.06%,0.076205918
2015年3月23日,265.5,268.6,271,259.4,81.45K,-1.16%,0.011676083
2015年3月22日,268.6,259.7,270.4,259,56.63K,3.41%,-0.033134773
2015年3月21日,259.7,261.8,263.3,254,51.65K,-0.79%,0.008086253
2015年3月20日,261.8,260.9,264.7,257.9,52.83K,0.33%,-0.003437739
2015年3月19日,260.9,255.9,264.8,247,180.69K,1.96%,-0.019164431
2015年3月18日,255.9,285.4,285.6,248.2,206.74K,-10.32%,0.115279406
2015年3月17日,285.4,290.4,292.5,283.3,65.01K,-1.73%,0.017519271
2015年3月16日,290.4,284.9,294,284.8,66.34K,1.94%,-0.018939394
2015年3月15日,284.9,281.6,286.4,280.4,39.46K,1.16%,-0.011583012
2015年3月14日,281.6,287.2,288.4,279.3,75.72K,-1.95%,0.019886364
2015年3月13日,287.2,293.9,294.9,286.1,97.34K,-2.26%,0.023328691
2015年3月12日,293.9,295.6,297,290.8,107.32K,-0.59%,0.00578428
2015年3月11日,295.6,291.4,297.7,288.9,79.98K,1.45%,-0.01420839
2015年3月10日,291.4,290,301,288.1,158.18K,0.47%,-0.004804393
2015年3月9日,290,274.5,293.3,273.8,151.77K,5.66%,-0.053448276
2015年3月8日,274.5,274.9,278.8,271.3,50.40K,-0.15%,0.001457195
2015年3月7日,274.9,272.6,278.3,269.4,60.72K,0.86%,-0.008366679
2015年3月6日,272.6,275.2,278,269,98.80K,-0.97%,0.009537784
2015年3月5日,275.2,271.9,280.8,262.8,123.64K,1.22%,-0.011991279
2015年3月4日,271.9,280.6,284.5,265.9,139.00K,-3.11%,0.031997058
2015年3月3日,280.6,273.8,287.1,266.1,164.82K,2.52%,-0.024233785
2015年3月2日,273.8,257.9,274.8,256.1,81.09K,6.13%,-0.058071585
2015年3月1日,257.9,254.1,260.6,244.8,51.33K,1.53%,-0.014734393
2015年2月28日,254.1,253.5,255.4,248.7,39.41K,0.23%,-0.002361275
2015年2月27日,253.5,236.5,258.7,235.7,167.81K,7.16%,-0.067061144
2015年2月26日,236.5,237.3,238.2,233.5,50.87K,-0.34%,0.003382664
2015年2月25日,237.3,238.9,239.6,234.6,38.10K,-0.65%,0.00674252
2015年2月24日,238.9,238.8,240.3,235.5,45.03K,0.03%,-0.000418585
2015年2月23日,238.8,235.7,240.1,231.3,62.67K,1.31%,-0.012981575
2015年2月22日,235.7,244.4,246.5,232.7,75.70K,-3.55%,0.036911328
2015年2月21日,244.4,244.5,247.3,242.6,42.95K,-0.04%,0.000409165
2015年2月20日,244.5,241.9,247.8,238.8,83.59K,1.07%,-0.010633947
2015年2月19日,241.9,235.2,244.1,234.9,66.05K,2.86%,-0.027697396
2015年2月18日,235.2,243.2,245.5,231.7,99.66K,-3.29%,0.034013605
2015年2月17日,243.2,235.8,247.2,232,116.26K,3.13%,-0.030427632
2015年2月16日,235.8,233.3,240,228,115.47K,1.10%,-0.010602205
2015年2月15日,233.3,258.6,264.6,226.6,179.14K,-9.81%,0.108444063
2015年2月14日,258.6,236.2,261.3,235.4,133.80K,9.51%,-0.086620263
2015年2月13日,236.2,221.8,241.6,220.6,112.25K,6.48%,-0.060965284
2015年2月12日,221.8,218.8,223,217.3,50.11K,1.35%,-0.013525699
2015年2月11日,218.8,219.7,223.5,217.3,71.73K,-0.38%,0.004113346
2015年2月10日,219.7,220.3,222.2,214.4,86.15K,-0.30%,0.002730997
2015年2月9日,220.3,223.7,225,215.7,91.69K,-1.49%,0.0154335
2015年2月8日,223.7,227.7,230.2,219.5,29.05K,-1.76%,0.017881091
2015年2月7日,227.7,223,231,222.4,39.76K,2.12%,-0.020641195
2015年2月6日,223,216.5,226.2,215.6,52.52K,2.97%,-0.029147982
2015年2月5日,216.5,226.6,229.9,214.4,40.64K,-4.44%,0.04665127
2015年2月4日,226.6,227.4,230.7,220.2,55.24K,-0.36%,0.00353045
2015年2月3日,227.4,238.9,247.5,223.9,63.08K,-4.79%,0.05057168
2015年2月2日,238.9,225.3,242.5,220.5,39.02K,6.02%,-0.056927585
2015年2月1日,225.3,218.5,231.4,209.7,41.16K,3.10%,-0.03018198
2015年1月31日,218.5,231.8,235.4,216.5,42.15K,-5.75%,0.060869565
2015年1月30日,231.8,234,244.8,227.2,48.23K,-0.92%,0.00949094
2015年1月29日,234,236.2,241.5,220.4,54.49K,-0.92%,0.009401709
2015年1月28日,236.2,263.3,267.7,228.1,63.77K,-10.29%,0.114733277
2015年1月27日,263.3,269.2,276.9,247.3,50.26K,-2.20%,0.0224079
2015年1月26日,269.2,252.1,310.9,251.5,105.71K,6.78%,-0.063521545
2015年1月25日,252.1,248.2,256.4,241.4,50.19K,1.58%,-0.015470052
2015年1月24日,248.2,232.2,248.9,229.6,33.24K,6.89%,-0.064464142
2015年1月23日,232.2,232.7,237,224.8,38.17K,-0.23%,0.002153316
2015年1月22日,232.7,228.2,238.8,225.6,53.71K,1.99%,-0.019338204
2015年1月21日,228.2,210.6,229.3,207.1,43.18K,8.37%,-0.077125329
2015年1月20日,210.6,215.9,216.6,203.4,37.48K,-2.46%,0.025166192
2015年1月19日,215.9,210.6,219.5,205.5,31.58K,2.49%,-0.024548402
2015年1月18日,210.6,199.6,220.7,192.5,40.37K,5.49%,-0.052231719
2015年1月17日,199.6,206.9,212.6,191.7,43.13K,-3.51%,0.036573146
2015年1月16日,206.9,209.8,222.6,198.7,62.32K,-1.36%,0.014016433
2015年1月15日,209.8,164.9,231.3,164.6,124.67K,27.20%,-0.214013346
2015年1月14日,164.9,221.3,230.9,157.3,170.68K,-25.47%,0.34202547
2015年1月13日,221.3,269.3,269.1,217.1,95.50K,-17.84%,0.216900136
2015年1月12日,269.3,264.8,273.1,263.3,25.39K,1.72%,-0.016709989
2015年1月11日,264.8,273.4,278,263.8,15.11K,-3.14%,0.032477341
2015年1月10日,273.4,288,289.3,272,14.73K,-5.08%,0.053401609
2015年1月9日,288,282.7,290.6,277.3,20.93K,1.87%,-0.018402778
2015年1月8日,282.7,291.3,292.7,279,20.18K,-2.97%,0.030420941
2015年1月7日,291.3,282.3,296.1,280.7,30.67K,3.21%,-0.030895984
2015年1月6日,282.3,274.8,285.1,271.5,21.94K,2.70%,-0.026567481
2015年1月5日,274.8,264.7,278.3,262.9,54.99K,3.82%,-0.036754003
2015年1月4日,264.7,287.1,289.9,255.9,88.77K,-7.80%,0.084624103
2015年1月3日,287.1,315.2,315.8,284.9,47.37K,-8.91%,0.097875305
2015年1月2日,315.2,314.9,316.4,313.1,14.73K,0.10%,-0.000951777
2015年1月1日,314.9,318.2,321.4,313.5,12.82K,-1.05%,0.010479517
2014年12月31日,318.2,311.3,319.1,308.9,20.50K,2.24%,-0.021684475
2014年12月30日,311.3,314.1,316.2,309.3,22.78K,-0.91%,0.008994539
2014年12月29日,314.1,316.5,321.6,308.3,20.36K,-0.76%,0.007640879
2014年12月28日,316.5,315.3,322.8,310.5,20.41K,0.38%,-0.003791469
2014年12月27日,315.3,330,330.7,312,21.63K,-4.44%,0.046622265
2014年12月26日,330,319,332.9,316.4,23.01K,3.45%,-0.033333333
2014年12月25日,319,322.4,323.4,316.3,15.39K,-1.06%,0.010658307
2014年12月24日,322.4,335.3,336.3,320.6,21.52K,-3.83%,0.040012407
2014年12月23日,335.3,330.8,339.3,328,24.07K,1.33%,-0.013420817
2014年12月22日,330.8,322.6,335.3,319.9,35.36K,2.54%,-0.024788392
2014年12月21日,322.6,330.4,332,320.1,20.67K,-2.34%,0.024178549
2014年12月20日,330.4,317.8,332.6,316,29.92K,3.96%,-0.038135593
2014年12月19日,317.8,310.3,320.2,306.4,41.71K,2.40%,-0.023599748
2014年12月18日,310.3,320,325.6,303.4,60.52K,-3.02%,0.031260071
2014年12月17日,320,330.2,335.7,314.3,61.34K,-3.09%,0.031875
2014年12月16日,330.2,345.4,346.5,328.9,38.59K,-4.39%,0.046032707
2014年12月15日,345.4,349.4,351.2,343.6,22.16K,-1.14%,0.011580776
2014年12月14日,349.4,348.2,351.6,344.6,12.34K,0.32%,-0.003434459
2014年12月13日,348.2,353.4,353.1,343.8,19.54K,-1.46%,0.014933946
2014年12月12日,353.4,347.7,356.4,346,26.85K,1.65%,-0.016129032
2014年12月11日,347.7,347.9,367.1,337.8,51.08K,-0.07%,0.000575209
2014年12月10日,347.9,352.2,354.1,345.1,27.13K,-1.21%,0.012359874
2014年12月9日,352.2,365,365.4,343.8,43.83K,-3.50%,0.036342987
2014年12月8日,365,376.5,377.4,364.6,22.92K,-3.06%,0.031506849
2014年12月7日,376.5,376.3,377.9,372.5,8.81K,0.06%,-0.000531208
2014年12月6日,376.3,377.6,380.3,372,11.07K,-0.36%,0.00345469
2014年12月5日,377.6,369.8,379.7,366.4,29.99K,2.11%,-0.02065678
2014年12月4日,369.8,377,380.4,366.2,25.33K,-1.89%,0.019469984
2014年12月3日,377,380.6,384.7,373.6,23.51K,-0.97%,0.009549072
2014年12月2日,380.6,378.6,384.9,375.4,25.29K,0.54%,-0.005254861
2014年12月1日,378.6,374.9,383.6,373,19.67K,0.98%,-0.009772847
2014年11月30日,374.9,376.3,381.1,372.6,11.29K,-0.36%,0.003734329
2014年11月29日,376.3,377.6,389.3,372.2,83.45K,-0.35%,0.00345469
2014年11月28日,377.6,368.8,383.3,358.4,43.02K,2.38%,-0.023305085
2014年11月27日,368.8,365.4,374.4,364.8,13.85K,0.95%,-0.009219089
2014年11月26日,365.4,376.4,378.3,364,23.98K,-2.94%,0.030103996
2014年11月25日,376.4,378.9,395.7,370.6,45.32K,-0.64%,0.00664187
