日期,收盤價,開市,高,低,成交量,更改%,報酬
2013年8月9日,102.8,103.1,105.8,101.9,12.04K,-0.24%,0.002918288
2013年8月8日,103.1,106,106.7,101,24.02K,-2.77%,0.028128031
2013年8月7日,106,106.6,107,105.2,7.72K,-0.53%,0.005660377
2013年8月6日,106.6,106.7,107.5,105.1,13.41K,-0.15%,0.000938086
2013年8月5日,106.7,105.1,107.8,105,15.44K,1.52%,-0.014995314
2013年8月4日,105.1,104.9,106,103.5,6.38K,0.16%,-0.00190295
2013年8月3日,104.9,104.5,105.9,102,8.90K,0.43%,-0.003813155
2013年8月2日,104.5,104,108,101.2,27.50K,0.48%,-0.004784689
2013年8月1日,104,106.2,108,103,15.02K,-2.08%,0.021153846
2013年7月31日,106.2,108,111.7,103.6,45.50K,-1.62%,0.016949153
2013年7月30日,108,101.5,108,100.5,27.85K,6.39%,-0.060185185
2013年7月29日,101.5,98.8,102.8,98.4,24.74K,2.73%,-0.026600985
2013年7月28日,98.8,94.4,100.6,94,42.23K,4.64%,-0.044534413
2013年7月27日,94.4,96,97,93,15.12K,-1.69%,0.016949153
2013年7月26日,96,96.9,97.5,96,11.15K,-0.96%,0.009375
2013年7月25日,96.9,95.1,97.5,93.6,22.51K,1.96%,-0.018575851
2013年7月24日,95.1,95.6,96,92.3,14.60K,-0.49%,0.005257624
2013年7月23日,95.6,91.6,97.1,91.6,24.61K,4.32%,-0.041841004
2013年7月22日,91.6,92,92,89.8,9.10K,-0.43%,0.004366812
2013年7月21日,92,89.8,92,88,8.77K,2.43%,-0.023913043
2013年7月20日,89.8,92,93.1,89.3,9.43K,-2.37%,0.024498886
2013年7月19日,92,90.1,95.2,87.6,27.68K,2.14%,-0.020652174
2013年7月18日,90.1,98.5,98.8,86.2,59.50K,-8.56%,0.093229745
2013年7月17日,98.5,97.1,100,96.2,17.27K,1.44%,-0.014213198
2013年7月16日,97.1,98.9,100.7,96,16.53K,-1.81%,0.01853759
2013年7月15日,98.9,94.4,101.9,93.1,34.51K,4.73%,-0.045500506
2013年7月14日,94.4,98.3,99,92.9,12.34K,-3.97%,0.041313559
2013年7月13日,98.3,94,98.3,87.8,34.46K,4.61%,-0.043743642
2013年7月12日,94,89,104.2,88,101.55K,5.63%,-0.053191489
2013年7月11日,89,88,90.7,85,35.57K,1.11%,-0.011235955
2013年7月10日,88,76.7,89.8,75.5,60.07K,14.73%,-0.128409091
2013年7月9日,76.7,76,78.3,72.5,32.52K,0.92%,-0.009126467
2013年7月8日,76,76.5,80,72.5,58.99K,-0.65%,0.006578947
2013年7月7日,76.5,69.7,77,66.6,42.95K,9.82%,-0.088888889
2013年7月6日,69.7,68.5,75,66.8,41.04K,1.69%,-0.017216643
2013年7月5日,68.5,80,80.6,65.4,91.06K,-14.42%,0.167883212
2013年7月4日,80,78.9,84.3,72,63.55K,1.46%,-0.01375
2013年7月3日,78.9,90.4,91.2,76,73.62K,-12.74%,0.145754119
2013年7月2日,90.4,88.1,92.6,87.5,27.77K,2.68%,-0.025442478
2013年7月1日,88.1,97.5,98.2,86,53.17K,-9.70%,0.106696935
2013年6月30日,97.5,95,98.1,93.8,8.58K,2.64%,-0.025641026
2013年6月29日,95,94.7,100.4,93,25.54K,0.36%,-0.003157895
2013年6月28日,94.7,101.7,101.8,92.3,47.77K,-6.96%,0.073917635
2013年6月27日,101.7,104,104,100.1,14.73K,-2.17%,0.022615536
2013年6月26日,104,103.3,105.5,101.8,13.23K,0.65%,-0.006730769
2013年6月25日,103.3,102.1,110,100,93.71K,1.21%,-0.011616651
2013年6月24日,102.1,107.9,108.3,100.8,28.90K,-5.38%,0.056807052
2013年6月23日,107.9,108.2,109,106.2,11.05K,-0.28%,0.002780352
2013年6月22日,108.2,109.5,110,107.5,7.28K,-1.19%,0.012014787
2013年6月21日,109.5,111.3,115,107.6,38.08K,-1.61%,0.016438356
2013年6月20日,111.3,108.3,114.5,107.1,43.09K,2.81%,-0.026954178
2013年6月19日,108.3,107.3,111,104.7,17.57K,0.84%,-0.00923361
2013年6月18日,107.3,101.9,113.3,101,60.61K,5.30%,-0.050326188
2013年6月17日,101.9,99.9,102.4,98.9,15.19K,2.05%,-0.019627085
2013年6月16日,99.9,99.8,101.8,98.9,8.66K,0.10%,-0.001001001
2013年6月15日,99.8,100,103.7,97.5,22.53K,-0.20%,0.002004008
2013年6月14日,100,103.9,104.7,97.1,36.05K,-3.80%,0.039
2013年6月13日,103.9,108.8,110.3,100.3,30.44K,-4.44%,0.047160731
2013年6月12日,108.8,109,112.3,106,17.70K,-0.20%,0.001838235
2013年6月11日,109,106.3,109.6,103.2,16.13K,2.49%,-0.024770642
2013年6月10日,106.3,100.4,110.6,95,64.32K,5.88%,-0.055503293
2013年6月9日,100.4,107.9,109,88,149.43K,-6.91%,0.074701195
2013年6月8日,107.9,111,113.2,107,17.22K,-2.80%,0.028730306
2013年6月7日,111,119,119.1,106.2,65.77K,-6.70%,0.072072072
2013年6月6日,119,121.9,123.3,117,22.10K,-2.40%,0.024369748
2013年6月5日,121.9,121.4,123.5,119.5,16.64K,0.41%,-0.004101723
2013年6月4日,121.4,120.7,124,118.8,21.95K,0.55%,-0.005766063
2013年6月3日,120.7,122.5,122.8,115.1,28.90K,-1.44%,0.014913007
2013年6月2日,122.5,129.3,130.1,115,101.14K,-5.26%,0.055510204
2013年6月1日,129.3,128.8,129.8,127.1,6.36K,0.37%,-0.003866976
2013年5月31日,128.8,128.8,130,126.3,16.58K,0.00%,0
2013年5月30日,128.8,132.3,132.4,126.5,24.70K,-2.61%,0.027173913
2013年5月29日,132.3,129,132.7,127.6,19.25K,2.52%,-0.024943311
2013年5月28日,129,129.8,130.6,125.4,22.80K,-0.59%,0.00620155
2013年5月27日,129.8,133.5,135.5,124,46.83K,-2.79%,0.028505393
2013年5月26日,133.5,132,136,130.6,23.36K,1.14%,-0.011235955
2013年5月25日,132,133.1,133.5,128.2,16.84K,-0.83%,0.008333333
2013年5月24日,133.1,126.3,134,125.4,48.77K,5.38%,-0.051089406
2013年5月23日,126.3,123.8,126.9,123,22.12K,2.02%,-0.019794141
2013年5月22日,123.8,122.9,124.5,122,18.31K,0.74%,-0.00726979
2013年5月21日,122.9,122,123.1,121.1,13.39K,0.71%,-0.007323027
2013年5月20日,122,122.5,123.7,120.1,17.32K,-0.39%,0.004098361
2013年5月19日,122.5,123.2,124.5,119.5,20.57K,-0.58%,0.005714286
2013年5月18日,123.2,123.5,125.3,122.3,22.65K,-0.23%,0.002435065
2013年5月17日,123.5,118.2,125.6,116.6,79.12K,4.48%,-0.04291498
2013年5月16日,118.2,114.2,119,112.1,45.23K,3.49%,-0.033840948
2013年5月15日,114.2,111.4,116.4,103,117.97K,2.53%,-0.024518389
2013年5月14日,111.4,118,119.8,109.4,87.78K,-5.58%,0.059245961
2013年5月13日,118,114.8,118.9,114.5,26.18K,2.75%,-0.027118644
2013年5月12日,114.8,115.6,117.5,112.4,20.60K,-0.71%,0.006968641
2013年5月11日,115.6,117.7,118.7,113,28.04K,-1.75%,0.01816609
2013年5月10日,117.7,112.8,122.5,111.5,77.48K,4.34%,-0.041631266
2013年5月9日,112.8,113.2,113.7,108.8,26.95K,-0.35%,0.003546099
2013年5月8日,113.2,109.6,116.8,109.5,61.72K,3.28%,-0.03180212
2013年5月7日,109.6,112.3,114,97.5,139.67K,-2.36%,0.024635036
2013年5月6日,112.3,116,124.9,106,150.07K,-3.22%,0.032947462
2013年5月5日,116,112.9,118.8,107,84.21K,2.73%,-0.026724138
2013年5月4日,112.9,98.1,116.3,92,132.62K,15.09%,-0.13108946
2013年5月3日,98.1,106.3,109,79,246.48K,-7.67%,0.083588175
2013年5月2日,106.3,116.4,126.9,91.1,234.17K,-8.70%,0.095014111
2013年5月1日,116.4,139.2,140.1,104,180.01K,-16.41%,0.195876289
2013年4月30日,139.2,144,146.9,134,65.23K,-3.31%,0.034482759
2013年4月29日,144,134.4,149.1,133,70.21K,7.11%,-0.066666667
2013年4月28日,134.4,128,136.7,127.5,27.52K,5.03%,-0.047619048
2013年4月27日,128,136.9,139.9,122.7,59.88K,-6.50%,0.06953125
2013年4月26日,136.9,141.7,145,121.4,129.01K,-3.39%,0.035062089
2013年4月25日,141.7,154.2,162,120.1,187.65K,-8.10%,0.088214538
2013年4月24日,154.2,143.5,166.4,141,225.90K,7.47%,-0.069390402
2013年4月23日,143.5,127.4,144,125,116.15K,12.62%,-0.112195122
2013年4月22日,127.4,119.2,127.4,118.5,59.15K,6.88%,-0.064364207
2013年4月21日,119.2,126.6,130.5,110,99.13K,-5.86%,0.062080537
2013年4月20日,126.6,118.5,132,115,74.36K,6.87%,-0.063981043
2013年4月19日,118.5,109,136.4,105.5,257.17K,8.69%,-0.080168776
2013年4月18日,109,93.1,113,86,172.98K,17.13%,-0.14587156
2013年4月17日,93.1,68.4,98.8,63.3,327.63K,36.15%,-0.265306122
2013年4月16日,68.4,82.4,84.5,50,572.35K,-17.03%,0.204678363
2013年4月15日,82.4,90,102,71.5,236.67K,-8.46%,0.09223301
2013年4月14日,90,93,110,84.4,166.28K,-3.23%,0.033333333
2013年4月13日,93,117,130,85.5,238.35K,-20.51%,0.258064516
2013年4月12日,117,124.9,140,54.3,556.47K,-6.33%,0.067521368
2013年4月11日,124.9,165,188.7,110.2,118.75K,-24.30%,0.321056845
2013年4月10日,165,230,266,105,190.18K,-28.26%,0.393939394
2013年4月9日,230,187.5,240.1,186.5,105.84K,22.67%,-0.184782609
2013年4月8日,187.5,162.3,194.9,162.6,114.25K,15.53%,-0.1344
2013年4月7日,162.3,142.6,164.9,142.6,60.96K,13.79%,-0.12138016
2013年4月6日,142.6,142.3,143.9,139.5,18.29K,0.22%,-0.002103787
2013年4月5日,142.3,132.1,144.9,130.2,68.59K,7.72%,-0.07167955
2013年4月4日,132.1,135,142.1,116.4,88.36K,-2.13%,0.021953066
2013年4月3日,135,118,147,110,152.71K,14.43%,-0.125925926
2013年4月2日,118,104,118.4,99,81.29K,13.44%,-0.118644068
2013年4月1日,104,93,106,92.2,90.56K,11.79%,-0.105769231
2013年3月31日,93,92.2,93.8,91,21.13K,0.91%,-0.008602151
2013年3月30日,92.2,90.5,95,87,37.29K,1.87%,-0.018438178
2013年3月29日,90.5,86.2,93.1,83,83.18K,5.01%,-0.047513812
2013年3月28日,86.2,88.9,95.7,75,140.26K,-3.08%,0.031322506
2013年3月27日,88.9,78.5,89.5,78.4,72.23K,13.27%,-0.116985377
2013年3月26日,78.5,73.6,79.7,73.1,56.67K,6.66%,-0.062420382
2013年3月25日,73.6,71.5,78,69.5,79.74K,2.94%,-0.028532609
2013年3月24日,71.5,64.3,72.5,62.7,42.02K,11.11%,-0.100699301
2013年3月23日,64.3,69.9,70.5,52.3,150.46K,-7.90%,0.087091757
2013年3月22日,69.9,70.8,73.8,65,73.20K,-1.38%,0.012875536
2013年3月21日,70.8,64.5,74.9,63.1,94.31K,9.86%,-0.088983051
2013年3月20日,64.5,59.1,66,57.7,93.14K,9.05%,-0.08372093
2013年3月19日,59.1,51.6,62,50,111.70K,14.61%,-0.126903553
2013年3月18日,51.6,47.4,52.9,47.1,65.31K,8.86%,-0.081395349
2013年3月17日,47.4,47,47.7,46.8,13.94K,0.85%,-0.008438819
2013年3月16日,47,47,47.4,46.3,16.32K,0.00%,0
2013年3月15日,47,47.2,47.5,46.4,20.29K,-0.47%,0.004255319
2013年3月14日,47.2,46.9,48,46,37.04K,0.53%,-0.006355932
2013年3月13日,46.9,44.3,47.3,43.8,49.52K,5.94%,-0.0554371
2013年3月12日,44.3,48.4,48.4,36.7,183.41K,-8.49%,0.09255079
2013年3月11日,48.4,46,48.5,45.5,41.39K,5.22%,-0.049586777
2013年3月10日,46,46.8,48,45.5,36.36K,-1.81%,0.017391304
2013年3月9日,46.8,44.2,47,43.4,44.48K,6.04%,-0.055555556
2013年3月8日,44.2,42,44.5,41,47.10K,5.19%,-0.049773756
2013年3月7日,42,41,45.5,33.3,157.32K,2.39%,-0.023809524
2013年3月6日,41,40.3,49.1,40.1,126.45K,1.71%,-0.017073171
2013年3月5日,40.3,36.2,40.7,36.2,85.43K,11.56%,-0.101736973
2013年3月4日,36.2,34.5,36.7,34.2,46.77K,4.78%,-0.046961326
2013年3月3日,34.5,34.3,34.5,33.8,12.53K,0.73%,-0.005797101
2013年3月2日,34.3,34.5,34.8,33.2,36.66K,-0.72%,0.005830904
2013年3月1日,34.5,33.4,34.9,32.9,39.79K,3.36%,-0.031884058
2013年2月28日,33.4,30.9,34.5,30.9,126.52K,8.03%,-0.074850299
2013年2月27日,30.9,31.1,31.6,30.8,30.47K,-0.64%,0.006472492
2013年2月26日,31.1,30.4,31.7,30.1,42.86K,2.30%,-0.022508039
2013年2月25日,30.4,29.9,30.4,29.5,26.78K,1.71%,-0.016447368
2013年2月24日,29.9,29.8,30.4,29.2,24.28K,0.30%,-0.003344482
2013年2月23日,29.8,30.3,30.7,28,72.28K,-1.49%,0.016778523
2013年2月22日,30.3,29.8,31.3,29.7,66.95K,1.68%,-0.01650165
2013年2月21日,29.8,29.6,30,29.3,34.73K,0.34%,-0.006711409
2013年2月20日,29.6,29.4,29.9,29,37.21K,0.78%,-0.006756757
2013年2月19日,29.4,27,29.6,26.8,99.70K,9.17%,-0.081632653
2013年2月18日,27,26.8,27.1,26.4,29.74K,0.52%,-0.007407407
2013年2月17日,26.8,27.2,27.4,25,77.04K,-1.51%,0.014925373
2013年2月16日,27.2,27.1,27.5,26.8,18.83K,0.44%,-0.003676471
2013年2月15日,27.1,27.2,27.5,26.1,51.71K,-0.44%,0.003690037
2013年2月14日,27.2,24.2,27.6,21.7,145.74K,12.48%,-0.110294118
2013年2月13日,24.2,25.2,26.3,24.2,90.15K,-3.85%,0.041322314
2013年2月12日,25.2,24.6,25.8,24.3,74.24K,2.11%,-0.023809524
2013年2月11日,24.6,24,24.7,23.6,29.53K,2.84%,-0.024390244
2013年2月10日,24,23.6,24.1,22.7,56.43K,1.35%,-0.016666667
2013年2月9日,23.6,22.7,24,22.6,38.13K,4.37%,-0.038135593
2013年2月8日,22.7,22.1,22.8,22,48.65K,2.30%,-0.026431718
2013年2月7日,22.1,21.2,22.2,20.8,64.26K,4.58%,-0.040723982
2013年2月6日,21.2,20.6,21.3,20.6,51.99K,2.82%,-0.028301887
2013年2月5日,20.6,20.4,20.8,20.2,29.21K,0.83%,-0.009708738
2013年2月4日,20.4,20.6,21,19.9,52.22K,-0.78%,0.009803922
2013年2月3日,20.6,19.6,20.9,19.4,34.24K,4.89%,-0.048543689
2013年2月2日,19.6,20.5,20.5,18,80.50K,-4.24%,0.045918367
2013年2月1日,20.5,20.4,21.1,20.3,49.92K,0.44%,-0.004878049
2013年1月31日,20.4,19.7,21.4,19.5,99.23K,3.60%,-0.034313725
2013年1月30日,19.7,19.5,19.8,19.1,45.07K,0.87%,-0.010152284
2013年1月29日,19.5,18.7,19.8,18.7,86.08K,4.33%,-0.041025641
2013年1月28日,18.7,17.8,18.9,17.8,57.67K,5.05%,-0.048128342
2013年1月27日,17.8,17.9,18,17.2,23.77K,-0.34%,0.005617978
2013年1月26日,17.9,17.4,17.9,16.5,34.81K,2.76%,-0.027932961
2013年1月25日,17.4,16.9,17.8,15.4,80.77K,2.96%,-0.028735632
2013年1月24日,16.9,17.5,19.2,15.6,172.01K,-3.43%,0.035502959
2013年1月23日,17.5,17.3,17.6,16.8,49.44K,1.39%,-0.011428571
2013年1月22日,17.3,16.8,17.6,16.6,60.98K,2.74%,-0.028901734
2013年1月21日,16.8,15.7,17,15.6,61.50K,7.01%,-0.06547619
2013年1月20日,15.7,15.6,15.9,15.5,25.98K,0.51%,-0.006369427
2013年1月19日,15.6,15.7,15.8,15.3,34.59K,-0.51%,0.006410256
2013年1月18日,15.7,15.5,16,15.4,56.10K,1.29%,-0.012738854
2013年1月17日,15.5,14.7,15.7,14.6,65.49K,5.23%,-0.051612903
2013年1月16日,14.7,14.3,14.7,14.2,45.53K,3.37%,-0.027210884
2013年1月15日,14.3,14.3,14.5,14,51.57K,-0.35%,0
2013年1月14日,14.3,14.1,14.4,14.1,22.10K,1.27%,-0.013986014
2013年1月13日,14.1,14.2,14.3,13.9,38.33K,-0.84%,0.007092199
2013年1月12日,14.2,14.1,14.3,14,26.93K,0.71%,-0.007042254
2013年1月11日,14.1,14.1,14.4,13.9,40.44K,0.00%,0
2013年1月10日,14.1,13.8,14.3,13.8,51.81K,2.69%,-0.021276596
2013年1月9日,13.8,13.7,13.9,13.6,28.61K,0.00%,-0.007246377
2013年1月8日,13.7,13.6,13.9,13.5,42.80K,1.10%,-0.00729927
2013年1月7日,13.6,13.4,13.6,13.4,25.48K,1.04%,-0.014705882
2013年1月6日,13.4,13.4,13.5,13.4,12.74K,0.00%,0
2013年1月5日,13.4,13.5,13.6,13.3,21.33K,-0.44%,0.007462687
2013年1月4日,13.5,13.4,13.5,13.3,29.64K,0.75%,-0.007407407
2013年1月3日,13.4,13.3,13.5,13.3,18.03K,0.90%,-0.007462687
2013年1月2日,13.3,13.3,13.4,13.2,17.97K,0.00%,0
2013年1月1日,13.3,13.5,13.6,13.2,28.41K,-1.55%,0.015037594
2012年12月31日,13.5,13.4,13.6,13.4,15.05K,0.45%,-0.007407407
2012年12月30日,13.4,13.4,13.6,13.4,11.76K,0.37%,0
2012年12月29日,13.4,13.4,13.7,13.3,26.15K,0.00%,0
2012年12月28日,13.4,13.4,13.6,13.3,23.81K,0.00%,0
2012年12月27日,13.4,13.5,13.5,13.3,19.82K,-0.37%,0.007462687
2012年12月26日,13.5,13.4,13.5,13.2,15.84K,0.90%,-0.007407407
2012年12月25日,13.4,13.4,13.4,13.1,13.17K,0.00%,0
2012年12月24日,13.4,13.3,13.4,13.2,16.69K,0.53%,-0.007462687
2012年12月23日,13.3,13.4,13.5,13,23.98K,-0.45%,0.007518797
2012年12月22日,13.4,13.5,13.6,13.3,14.78K,-0.96%,0.007462687
2012年12月21日,13.5,13.5,13.6,13.4,25.33K,0.00%,0
2012年12月20日,13.5,13.6,13.7,13.3,32.98K,-0.59%,0.007407407
2012年12月19日,13.6,13.3,13.6,13.2,38.81K,2.26%,-0.022058824
2012年12月18日,13.3,13.3,13.4,13.1,23.22K,0.38%,0
2012年12月17日,13.3,13.3,13.5,12.8,63.63K,-0.38%,0
2012年12月16日,13.3,13.5,13.7,13.1,42.76K,-1.41%,0.015037594
2012年12月15日,13.5,13.6,13.6,13.4,15.19K,-0.81%,0.007407407
2012年12月14日,13.6,13.7,13.9,13,70.14K,-0.73%,0.007352941
2012年12月13日,13.7,13.7,13.8,13.5,24.20K,0.00%,0
2012年12月12日,13.7,13.6,13.8,13.3,37.68K,1.03%,-0.00729927
2012年12月11日,13.6,13.4,13.7,13.3,28.05K,0.97%,-0.014705882
2012年12月10日,13.4,13.4,13.6,13.3,24.67K,0.00%,0
2012年12月9日,13.4,13.4,13.5,13,28.17K,0.00%,0
2012年12月8日,13.4,13.5,13.6,13.4,13.17K,-0.59%,0.007462687
2012年12月7日,13.5,13.3,13.6,13,32.80K,1.50%,-0.014814815
2012年12月6日,13.3,13.4,13.7,12.9,46.56K,-0.60%,0.007518797
2012年12月5日,13.4,13.4,13.4,13.1,29.80K,0.00%,0
2012年12月4日,13.4,12.7,13.5,12.6,63.25K,5.76%,-0.052238806
2012年12月3日,12.7,12.5,12.7,12.5,26.76K,1.44%,-0.015748031
2012年12月2日,12.5,12.6,12.7,12.4,14.01K,-0.48%,0.008
2012年12月1日,12.6,12.6,12.7,12.5,14.70K,0.00%,0
2012年11月30日,12.6,12.4,12.6,12.4,24.35K,0.96%,-0.015873016
2012年11月29日,12.4,12.4,12.6,12.1,26.51K,0.81%,0
2012年11月28日,12.4,12.2,12.4,12.1,30.69K,1.23%,-0.016129032
2012年11月27日,12.2,12.3,12.3,11.9,33.20K,-0.41%,0.008196721
2012年11月26日,12.3,12.5,12.6,11.9,35.91K,-1.84%,0.016260163
2012年11月25日,12.5,12.4,12.6,12.3,24.02K,0.56%,-0.008
2012年11月24日,12.4,12.4,12.5,12.3,19.57K,0.49%,0
2012年11月23日,12.4,12.4,12.4,12.1,18.97K,-0.56%,0
2012年11月22日,12.4,11.8,12.4,11.7,58.30K,5.52%,-0.048387097
2012年11月21日,11.8,11.7,11.8,11.6,19.23K,0.00%,-0.008474576
2012年11月20日,11.7,11.8,11.8,11.6,27.22K,-0.59%,0.008547009
2012年11月19日,11.8,11.6,11.8,11.6,25.20K,1.29%,-0.016949153
2012年11月18日,11.6,11.8,11.8,11.6,15.51K,-1.19%,0.017241379
2012年11月17日,11.8,11.8,11.8,11.5,19.11K,0.00%,0
2012年11月16日,11.8,11.2,11.8,11.2,58.25K,4.91%,-0.050847458
2012年11月15日,11.2,10.9,11.3,10.9,31.90K,2.28%,-0.026785714
2012年11月14日,10.9,10.9,11.1,10.8,24.54K,0.00%,0
2012年11月13日,10.9,11,11.1,10.9,16.76K,-0.54%,0.009174312
2012年11月12日,11,10.9,11.2,10.8,39.22K,1.29%,-0.009090909
2012年11月11日,10.9,10.9,10.9,10.7,12.63K,0.00%,0
2012年11月10日,10.9,10.8,11,10.8,13.49K,0.65%,-0.009174312
2012年11月9日,10.8,10.9,11,10.8,14.73K,-1.01%,0.009259259
2012年11月8日,10.9,10.9,11.1,10.8,26.06K,0.00%,0
2012年11月7日,10.9,10.9,11.2,10.8,31.73K,0.00%,0
2012年11月6日,10.9,10.8,10.9,10.7,27.00K,1.40%,-0.009174312
2012年11月5日,10.8,10.8,10.9,10.6,21.78K,-0.46%,0
2012年11月4日,10.8,10.6,10.9,10.5,16.75K,1.50%,-0.018518519
2012年11月3日,10.6,10.5,10.6,10.4,16.73K,1.62%,-0.009433962
2012年11月2日,10.5,10.6,10.8,10.3,24.49K,-0.95%,0.00952381
2012年11月1日,10.6,11.2,11.3,10.4,50.36K,-5.63%,0.056603774
2012年10月31日,11.2,10.9,11.2,10.7,40.67K,2.85%,-0.026785714
2012年10月30日,10.9,10.6,10.9,10.6,26.02K,2.74%,-0.027522936
2012年10月29日,10.6,10.7,10.9,10.3,37.58K,-0.93%,0.009433962
2012年10月28日,10.7,10.3,10.9,10.3,22.39K,4.29%,-0.037383178
2012年10月27日,10.3,10.2,10.8,9.8,47.87K,0.88%,-0.009708738
2012年10月26日,10.2,10.9,10.9,9.7,99.00K,-6.35%,0.068627451
2012年10月25日,10.9,11.6,11.7,10.5,84.71K,-6.78%,0.064220183
2012年10月24日,11.6,11.6,11.8,11.6,21.77K,0.00%,0
2012年10月23日,11.6,11.7,12,11.4,54.34K,-0.51%,0.00862069
2012年10月22日,11.7,11.6,11.8,11.5,37.62K,0.69%,-0.008547009
2012年10月21日,11.6,11.7,11.8,11.6,9.38K,-0.94%,0.00862069
2012年10月20日,11.7,11.7,11.9,11.6,22.11K,0.00%,0
2012年10月19日,11.7,11.9,12,11.6,23.18K,-1.68%,0.017094017
2012年10月18日,11.9,11.8,12,11.8,21.88K,1.10%,-0.008403361
2012年10月17日,11.8,11.9,12,11.7,23.55K,0.00%,0.008474576
2012年10月16日,11.9,11.8,12,11.5,41.19K,0.00%,-0.008403361
2012年10月15日,11.8,11.7,12,11.4,27.10K,0.85%,-0.008474576
2012年10月14日,11.7,11.9,12,11.5,22.89K,-1.01%,0.017094017
2012年10月13日,11.9,12,12.1,11.9,11.86K,-1.17%,0.008403361
2012年10月12日,12,12,12.1,11.9,21.54K,0.00%,0
2012年10月11日,12,12.1,12.1,11.9,19.83K,-0.74%,0.008333333
2012年10月10日,12.1,11.9,12.2,11.8,27.72K,1.85%,-0.016528926
2012年10月9日,11.9,11.8,12.4,11.6,46.77K,1.02%,-0.008403361
2012年10月8日,11.8,11.8,11.9,10.6,97.94K,0.00%,0
2012年10月7日,11.8,12.5,12.6,11.7,63.51K,-5.68%,0.059322034
2012年10月6日,12.5,12.7,12.9,12.4,24.67K,-1.42%,0.016
2012年10月5日,12.7,12.9,13,12.5,31.26K,-1.25%,0.015748031
2012年10月4日,12.9,12.9,13.1,12.6,37.95K,0.00%,0
2012年10月3日,12.9,12.8,13,12.7,32.96K,0.39%,-0.007751938
2012年10月2日,12.8,12.4,12.9,12.3,50.83K,3.55%,-0.03125
2012年10月1日,12.4,12.4,12.5,12.3,24.83K,0.00%,0
2012年9月30日,12.4,12.4,12.4,12.3,7.79K,0.00%,0
2012年9月29日,12.4,12.4,12.5,12.2,17.06K,0.00%,0
2012年9月28日,12.4,12.3,12.4,12.1,26.68K,0.65%,-0.008064516
2012年9月27日,12.3,12.3,12.4,12.2,19.33K,0.00%,0
2012年9月26日,12.3,12.2,12.5,12,23.50K,0.57%,-0.008130081
2012年9月25日,12.2,12.1,12.2,12,21.23K,0.83%,-0.008196721
2012年9月24日,12.1,12.2,12.3,11.9,27.29K,-0.74%,0.008264463
2012年9月23日,12.2,12.2,12.3,11.6,39.92K,-0.41%,0
2012年9月22日,12.2,12.4,12.4,12.1,14.99K,-1.05%,0.016393443
2012年9月21日,12.4,12.3,12.5,12,35.84K,0.73%,-0.008064516
2012年9月20日,12.3,12.6,12.7,12.3,32.57K,-2.31%,0.024390244
2012年9月19日,12.6,12.3,12.7,12.1,41.88K,2.61%,-0.023809524
2012年9月18日,12.3,11.9,12.4,11.8,40.95K,3.03%,-0.032520325
2012年9月17日,11.9,11.9,12,11.8,26.61K,0.00%,0
2012年9月16日,11.9,11.8,12,11.7,30.30K,1.02%,-0.008403361
2012年9月15日,11.8,11.7,11.8,11.6,16.27K,0.69%,-0.008474576
2012年9月14日,11.7,11.4,11.8,11.3,43.26K,2.37%,-0.025641026
2012年9月13日,11.4,11.4,11.4,11.2,20.57K,0.00%,0
2012年9月12日,11.4,11.3,11.4,10.8,58.63K,0.00%,-0.00877193
2012年9月11日,11.3,11.2,11.4,10.9,64.95K,1.43%,-0.008849558
2012年9月10日,11.2,11,11.2,10.9,42.29K,1.36%,-0.017857143
2012年9月9日,11,11,11.1,10.9,14.03K,0.00%,0
2012年9月8日,11,11,11.1,10.8,24.25K,0.00%,0
2012年9月7日,11,11.2,11.2,10.9,35.54K,-1.61%,0.018181818
2012年9月6日,11.2,11,11.3,10.6,67.05K,1.64%,-0.017857143
2012年9月5日,11,10.4,11.2,10.3,60.77K,5.97%,-0.054545455
2012年9月4日,10.4,10.5,10.5,10.1,34.88K,-1.42%,0.009615385
2012年9月3日,10.5,10.2,10.6,10.1,22.93K,3.24%,-0.028571429
2012年9月2日,10.2,10,10.4,9.7,25.06K,2.31%,-0.019607843
2012年9月1日,10,10.2,10.3,9.8,23.38K,-1.87%,0.02
2012年8月31日,10.2,10.8,10.8,9.7,67.79K,-5.75%,0.058823529
2012年8月30日,10.8,10.9,10.9,10.6,30.87K,-1.28%,0.009259259
2012年8月29日,10.9,10.9,11.1,10.6,53.65K,0.00%,0
2012年8月28日,10.9,10.9,11.2,10.5,54.88K,0.00%,0
2012年8月27日,10.9,10.6,12.1,10.5,175.12K,3.20%,-0.027522936
2012年8月26日,10.6,10.5,10.6,10.4,26.33K,0.86%,-0.009433962
2012年8月25日,10.5,10.6,10.6,10.2,40.23K,-0.75%,0.00952381
2012年8月24日,10.6,10.1,10.6,9.9,92.08K,4.95%,-0.047169811
2012年8月23日,10.1,9.8,10.3,9.7,56.02K,2.96%,-0.02970297
2012年8月22日,9.8,9.9,10.1,9.6,67.51K,-1.11%,0.010204082
2012年8月21日,9.9,10.1,10.3,9.7,72.08K,-1.78%,0.02020202
2012年8月20日,10.1,8,10.5,7.8,192.50K,26.25%,-0.207920792
2012年8月19日,8,11.6,11.6,7.6,238.86K,-31.09%,0.45
2012年8月18日,11.6,11.6,12.9,11,88.05K,0.00%,0
