,ADA,ALGO,ATOM,BAT,BCH,BNB,ZIL,ETH,ICX,IOTA,LINK,LTC,NEO,QTUM,TRX,VET,XLM,XRP,ZEC,ZRX,BBI
183,0.05606977572089722,0.13948675496688723,-0.01814058956916098,0.12477638640429345,0.13474725330750204,0.03771551724137945,0.2382671480144405,0.10311231393775389,0.835294117647059,0.11054421768707501,-0.024054982817869552,-0.08162985320345728,0.08853855986365566,0.125114995400184,0.06570841889117052,0.13883512229456274,0.09964979305953525,0.14027669444558488,0.07150383862712628,0.10253110253110265,1
184,0.11606313834726079,0.16504854368932032,0.04275642483511488,0.20637813211845102,0.18891526418264748,0.13384530992868915,0.25632377740303536,0.1845000000000001,0.7723577235772359,0.12474507138001356,0.021201413427561766,0.03294892915980241,0.13114467825024012,0.1971764705882353,0.21596998928188627,0.1793270898369752,0.17470277410832225,0.18406214760055128,0.05505415162454863,0.2184763572679509,1
185,0.06758202567760341,0.26222222222222236,0.09958979033728355,0.17626059794734505,0.15710939761572673,0.20744389709906952,0.37271214642262906,0.21775817954161902,0.5001818843215715,0.05006544502617816,0.1619718309859155,0.05527559055118125,0.1199439677814742,0.17373461012311897,0.1562663869952805,0.1376146788990824,0.15592348497026198,0.15836785418392707,0.036504089669797235,0.1964670400689359,1
186,0.07768209544312876,0.21646220815195893,0.05061280072628227,0.14394278050961118,0.178500384584781,0.1829533116178066,0.21129032258064528,0.1852363250132767,0.2783212369832755,-0.0029220779220779924,0.2127659574468086,0.016362786348760983,0.0533444121312836,0.14986737400530492,0.1409114719748561,0.06857875340490294,0.11759142496847419,0.10737505484424226,0.05370843989769836,0.13987473903966618,1
187,0.0867275280898876,0.29733840304182513,0.1142120075046904,0.16113945578231292,0.16892805156997293,0.31906825568797403,0.27083333333333326,0.2044676255202571,0.1829959514170041,-0.03932082216264521,0.2553956834532376,0.010429638854296375,0.19604377104377102,0.1797114123305641,0.14955706096925492,0.081813857618519,0.13903576982892707,0.10876393906078219,0.08511287370347764,0.25762711864406795,1
188,0.07646953725209937,0.2785892411827573,0.13056872037914702,0.08751027115858667,0.18761977266164376,0.38063806380638066,0.10043668122270732,0.18013441286976772,-0.20672889926098792,-0.04460518384569012,0.23722627737226265,0.04337934172607305,0.11289925281221769,0.12679114198871044,0.15116883116883106,-0.003368034292712707,0.06331976481230206,0.02258957289251251,0.0857053974179498,0.11702127659574457,1
189,0.06826226192482743,0.34217217580820924,0.17898383371824478,0.1614314115308153,0.037290800853645,0.33333333333333326,0.19387755102040805,0.16251226692836096,-0.04647435897435903,0.01715160796324655,0.40492957746478897,0.05228562892142219,0.07914513856270555,0.10752248569092382,0.09537572254335247,0.1565203955500618,0.06948465547191662,0.011556739631336299,0.0220567575161561,0.17704280155642027,1
190,0.135108153078203,0.34687500000000027,0.11384950926935655,0.14350453172205446,0.06297110552763807,0.27818093855829695,0.11275167785234896,0.24473523755921378,-0.07732634338138922,0.005741915986702706,0.38408304498269885,0.013339132956357913,0.14341952913932854,0.10298742138364769,0.05464962538563256,0.09852941176470598,0.12538656170930573,0.07361552028218687,0.042486455660108335,0.11713977721882873,1
191,0.14698513445799222,0.11875800256081925,0.018445595854922114,0.12063732928679816,0.08535559143942328,0.1541251133272894,-0.0181818181818183,0.20233358666010992,-0.06813773035887494,0.0037394827048924384,0.17575757575757578,0.05730487986867616,0.18323952470293925,0.1068376068376069,0.08616780045351469,0.18181818181818188,0.15769712140175218,0.17018917855737947,0.054215987140143085,0.14908174288800868,1
192,0.17745963043116375,0.19193233571893287,0.10412616115791762,0.21610003907776454,0.11068350100150792,0.21018815970628735,0.19440745672436766,0.27959494578367217,-0.003949642063687975,0.05210029306414854,0.29532163742690054,0.07022385771235817,0.31545318292971514,0.16570549788542865,0.21120293847566574,0.24501424501424496,0.2227080394922425,0.20959550480855826,0.041404911479154594,0.2677655677655677,1
193,0.03828756058158311,-0.016998827667057514,-0.026941696484950595,0.02050530941047235,-0.02337061661959927,-0.004517453798768112,0.021437578814627933,0.1591286851544047,-0.17248459958932238,-0.1075968992248062,0.2320916905444126,0.06532121398859969,0.06045464142444934,-0.0040770941438103,0.07071622846781489,0.0939469441594607,0.07782632441288917,0.08892272823854364,-0.0938993533876864,0.07681940700808632,1
194,0.02904564315352709,-0.036500417943716945,-0.07880947390484183,-0.003022289384208454,-0.0860521662245799,-0.06812749003984064,0.02645502645502651,0.16627057082642027,-0.1436626624172591,-0.12334384858044167,0.3126843657817109,0.001162959732519342,0.08086173823225606,-0.03699421965317917,0.005866425992779867,0.09001536098310292,0.05472848433290811,0.07113598127423026,-0.13954154727793688,0.058553791887125284,1
195,-0.05112022720100984,-0.1071718538565628,-0.1635651322233106,-0.08798356727148238,-0.1060963724959394,-0.08761682242990654,-0.09157509157509147,0.12898868816478148,-0.17046818727490998,-0.1466425775368866,0.0802005012531326,0.0008517887563883608,0.08813928182807396,-0.07493540051679592,-0.042656112576956895,-0.09859719438877756,-0.015701136978884644,0.021995230807559496,-0.1175257731958762,-0.035371900826446256,1
196,-0.080328349457637,-0.0989945862335655,-0.13060505188956328,-0.06902245706737131,-0.11409155182238362,-0.08856926570779722,-0.05669481302774426,0.06356682618033838,-0.09659090909090906,-0.12650240384615374,0.135,0.0018600658177134743,0.04482549112266243,-0.06129722024233786,-0.056414542415378244,-0.05555555555555558,-0.052710467149637785,-0.021421296448401517,-0.10134026258205708,-0.012865873271148298,1
