Date,BTC,ETH,XRP,LTC,EOS,ADA,DOGE,TRX,XLM,ZEC,ZRX,ETC,VET,DASH,IOTA,NEO,QTUM,KNC,MANA,XMR,BNB,ICX,LINK,ATOM,ALGO,BAT,OMG,REP,ARDR,SNT,BTS
2019/8/22,"10,105.00",190.29,0.27053,73.454,3.6359,0.049298,0.002758,0.017365,0.06844,50.68,0.17587,7.217,0.004465,90.85,0.26131,9.7886,2.537,0.17785,0.0345,81.965,27.02,0.22607,2.22,2.7103,0.573,0.19997,1.2388,9.94,0.05368,0.018435,0.04099
2019/8/23,"10,388.70",193.43,0.27669,75.39,3.6719,0.049663,0.002748,0.018003,0.069,50.92,0.18609,7.1397,0.004595,93.37,0.25982,9.8655,2.6036,0.1891,0.0347,81.966,27.03,0.24229,2.24,2.714,0.5748,0.2018,1.2322,9.79,0.05719,0.01875,0.04129
2019/8/24,"10,131.00",190.15,0.27137,73.274,3.66,0.050097,0.002705,0.017729,0.07035,50.2,0.18548,6.8519,0.004902,92.19,0.25862,10.1008,2.5414,0.18405,0.0379,80.56,26.44,0.24204,2.17,2.6917,0.5782,0.20312,1.2646,9.75,0.06279,0.018997,0.0401
2019/8/25,"10,136.30",186.3,0.26953,72.101,3.5503,0.049506,0.002719,0.01747,0.06937,50.37,0.17965,7.1372,0.004479,91.27,0.26607,9.6649,2.536,0.18758,0.0359,80.5,26.08,0.22325,2.08,2.6221,0.5387,0.19161,1.2348,9.58,0.06318,0.018239,0.04019
2019/8/26,"10,371.80",188.34,0.27038,73.57,3.5838,0.049646,0.002714,0.017687,0.06981,51.43,0.17784,7.3431,0.004556,92.27,0.26946,9.8372,2.5338,0.18588,0.0354,79.948,26.12,0.23954,2.07,2.6209,0.5207,0.18982,1.2301,9.54,0.06718,0.017842,0.03989
2019/8/27,"10,184.80",186.58,0.26952,72.893,3.5492,0.049863,0.002676,0.017622,0.06856,50.51,0.17203,7.2063,0.004538,90.61,0.26033,9.5977,2.476,0.18542,0.0352,78.576,25.59,0.22223,2.11,2.5677,0.5231,0.18885,1.1746,9.34,0.0629,0.018281,0.03948
2019/8/28,"9,729.40",172.85,0.25636,66.904,3.2549,0.045901,0.002579,0.01599,0.06383,46.56,0.1585,6.4683,0.004241,85,0.24259,9.1522,2.2267,0.16201,0.0318,72.168,23.42,0.20464,1.89,2.3235,0.4392,0.18236,1.0976,8.32,0.05834,0.015703,0.03528
2019/8/29,"9,491.00",168.66,0.25685,63.576,3.1936,0.044522,0.002495,0.015474,0.06183,45.02,0.15421,5.9404,0.004054,79.96,0.25004,8.7507,2.1054,0.15609,0.0313,66.927,21.84,0.21219,1.78,2.1589,0.3998,0.17023,1.0616,8.09,0.05449,0.01543,0.03269
2019/8/30,"9,585.40",168.16,0.25551,64.214,3.2147,0.044744,0.002538,0.015558,0.0619,44.54,0.16442,6.2946,0.00408,80.19,0.25246,8.7462,2.1263,0.16216,0.0318,67.796,22.17,0.21301,1.8,2.1564,0.4168,0.17814,1.0763,8.24,0.05335,0.01543,0.03415
2019/8/31,"9,594.40",171.62,0.25759,64.271,3.3215,0.044777,0.002679,0.015482,0.06196,44.71,0.16204,6.2635,0.00409,79.83,0.24686,8.7969,2.0946,0.16178,0.032,67.283,21.22,0.20535,1.78,2.014,0.4083,0.17708,1.0932,7.78,0.05375,0.01549,0.03389
2019/9/1,"9,729.30",169.72,0.2559,65.911,3.2572,0.044354,0.002572,0.015519,0.06206,45.35,0.16078,6.2424,0.004095,79.56,0.24087,8.7638,2.0974,0.15863,0.0316,71.492,21.54,0.20928,1.77,2.1258,0.3891,0.17967,1.0862,8.01,0.05504,0.015414,0.03329
2019/9/2,"10,348.80",178.11,0.26087,66.943,3.3191,0.04532,0.002637,0.01589,0.06301,46.67,0.17319,6.6856,0.00436,81.33,0.24923,9.117,2.146,0.1616,0.0315,73.216,22.77,0.21041,1.83,2.1212,0.3935,0.1836,1.0936,8.12,0.05792,0.015563,0.0334
2019/9/3,"10,612.30",178.81,0.26253,69.027,3.3496,0.046656,0.002623,0.015902,0.0631,45.57,0.17087,6.7987,0.004269,82.76,0.24966,9.26,2.1514,0.16063,0.0315,74.703,22.5,0.20693,1.85,2.1484,0.3684,0.17831,1.0853,8.3,0.05661,0.015704,0.03511
2019/9/4,"10,568.20",174.79,0.25845,67.049,3.3042,0.045365,0.00289,0.015518,0.0617,44.81,0.16433,6.7643,0.00414,80.85,0.24673,9.0448,2.0857,0.15825,0.0346,73.846,21.83,0.20296,1.78,2.0376,0.3466,0.17556,1.0691,8.45,0.05711,0.015586,0.03211
2019/9/5,"10,566.90",173.83,0.25618,65.23,3.2674,0.044429,0.002512,0.014984,0.06027,44.92,0.15875,7.0403,0.003914,80.45,0.24237,9.001,2.0182,0.18114,0.033,75.851,22.76,0.19705,1.79,1.949,0.3894,0.17303,1.0438,9.24,0.05672,0.015427,0.0327
2019/9/6,"10,309.30",169.15,0.25139,64.919,3.2142,0.044237,0.002572,0.014174,0.05814,45.87,0.1568,6.6676,0.003741,80.03,0.23039,8.686,1.946,0.17904,0.0316,75.179,22.08,0.19131,1.72,2.0291,0.3458,0.16644,1.0179,11.04,0.05398,0.015189,0.03217
2019/9/7,"10,461.10",177.74,0.25999,68.79,3.56,0.045975,0.002536,0.015372,0.06062,46.81,0.16412,6.6388,0.003838,84.1,0.24068,9.0706,2.0245,0.18286,0.032,77.967,22.48,0.20335,1.77,2.1644,0.3689,0.17387,1.0538,10.9,0.055,0.015423,0.0327
2019/9/8,"10,402.80",181.44,0.2623,70.447,3.7851,0.046515,0.00258,0.015742,0.06091,48.15,0.16201,6.6555,0.003993,87.84,0.24388,9.2552,2.1281,0.18065,0.0319,77.123,22.59,0.2005,1.83,2.7229,0.3853,0.17554,1.0756,11.05,0.05505,0.01575,0.03339
2019/9/9,"10,309.00",180.65,0.25865,69.911,3.8753,0.046818,0.002481,0.015661,0.06026,46.97,0.16427,6.5924,0.003967,86.64,0.23918,9.0822,2.0808,0.17792,0.0325,74.887,22.33,0.20856,1.79,2.7364,0.3686,0.17284,1.0658,10.66,0.06093,0.015458,0.03411
2019/9/10,"10,105.40",180.05,0.25867,70.785,3.7751,0.046482,0.002478,0.015606,0.05968,45.01,0.16102,6.5346,0.003911,83.21,0.23859,8.8431,2.0242,0.18438,0.0324,72.284,22.07,0.20439,1.8,2.5855,0.365,0.17229,1.0655,10.4,0.05998,0.015403,0.03419
2019/9/11,"10,162.50",178.47,0.25517,69.784,3.754,0.04489,0.00246,0.014909,0.05863,44.45,0.15691,6.3296,0.003733,83.08,0.23832,8.8007,1.9931,0.203,0.0312,74.133,20.97,0.19262,1.73,2.5737,0.3487,0.17065,1.0434,10.28,0.058,0.014935,0.0338
2019/9/12,"10,415.10",180.87,0.25406,69.22,3.7402,0.045385,0.002462,0.014817,0.05833,44.57,0.16049,6.2064,0.003741,85.61,0.23629,9.0051,2.0041,0.19924,0.031,74.922,20.92,0.20212,1.71,3.0672,0.3191,0.17195,1.0525,10.32,0.05741,0.014617,0.03445
2019/9/13,"10,342.10",181.11,0.25527,68.969,3.722,0.04568,0.002471,0.015509,0.05788,44.58,0.16091,6.1739,0.003732,93.36,0.2415,8.9313,2.0101,0.19373,0.0308,76.806,20.93,0.19802,1.58,3.1705,0.3181,0.17184,1.0392,10.43,0.05672,0.014282,0.0336
2019/9/14,"10,337.30",188.16,0.26128,70.491,4.0204,0.046419,0.002476,0.015772,0.05872,46.18,0.16583,6.2411,0.003662,91.62,0.24746,9.0991,2.0546,0.21913,0.0317,75.956,21.1,0.19753,1.56,3.1063,0.3205,0.17407,1.0485,10.52,0.05647,0.014433,0.0342
2019/9/15,"10,311.50",189.1,0.26027,70.06,4.0722,0.04665,0.002517,0.015501,0.05822,46.74,0.16489,6.2523,0.003718,89.33,0.24881,9.0647,2.0624,0.21843,0.0318,75.573,20.6,0.2009,1.61,3.4346,0.3279,0.17397,1.0454,10.26,0.05682,0.014476,0.03389
2019/9/16,"10,255.50",197.32,0.26103,72.581,4.0836,0.047033,0.002502,0.015641,0.05861,48.54,0.16433,6.218,0.004033,92.27,0.24894,9.0855,2.046,0.21159,0.0322,75.347,20.46,0.19945,1.58,3.3329,0.3219,0.1765,1.0554,10.54,0.05901,0.014402,0.03409
2019/9/17,"10,195.70",207.77,0.28525,74.076,4.0633,0.048871,0.002617,0.016682,0.06357,50.61,0.17512,6.2811,0.004183,94.66,0.26141,9.5067,2.1061,0.22856,0.0334,73.921,21.08,0.20885,1.63,3.2871,0.3193,0.18528,1.1057,10.7,0.05821,0.014821,0.03451
2019/9/18,"10,164.70",210.43,0.31348,77.723,4.0785,0.053089,0.002746,0.017893,0.08276,52.58,0.19233,6.3731,0.004281,97.78,0.29748,10.1109,2.2665,0.23909,0.0337,80.867,22.22,0.21758,1.8,3.3058,0.3404,0.19751,1.1772,10.55,0.06141,0.016042,0.03547
2019/9/19,"10,250.50",220.21,0.30065,76.616,3.9586,0.052322,0.002739,0.017557,0.08128,50.93,0.22745,6.2126,0.004201,99.61,0.29773,9.7119,2.2092,0.22753,0.033,75.985,21.61,0.21109,1.87,3.1277,0.3218,0.19558,1.1393,10.62,0.06093,0.015661,0.03507
2019/9/20,"10,172.70",218,0.29373,75.097,4.0103,0.05243,0.002725,0.017386,0.07213,48.87,0.23296,6.173,0.004181,96.69,0.31368,9.5518,2.1989,0.22552,0.0344,73.816,21.4,0.20836,1.82,3.184,0.3208,0.21164,1.131,10.82,0.06185,0.015411,0.03351
2019/9/21,"9,993.00",215.22,0.28968,73.178,3.9999,0.051783,0.002681,0.018128,0.06967,47.67,0.24613,6.1549,0.004136,93.11,0.29311,9.4188,2.1427,0.21184,0.0337,72.536,21.14,0.20687,1.89,3.0705,0.3155,0.20577,1.1155,10.79,0.06187,0.015381,0.03408
2019/9/22,"10,031.60",211.13,0.27639,72.217,3.8105,0.048884,0.002649,0.01682,0.06837,46.24,0.23664,5.9926,0.004041,90.9,0.27841,9.0848,2.0962,0.20384,0.0324,72.922,20.55,0.20056,1.82,2.9109,0.3,0.19142,1.0692,10.54,0.06417,0.015246,0.03444
2019/9/23,"9,702.20",201.18,0.26751,66.657,3.6901,0.046241,0.002583,0.015946,0.06349,44.09,0.20904,5.8139,0.003908,87.04,0.27757,8.6306,1.9687,0.1999,0.0306,68.602,19.59,0.19254,1.8,2.5686,0.2675,0.1865,1.0139,10.46,0.06329,0.014452,0.03309
2019/9/24,"8,513.90",166.29,0.23336,55.225,2.8367,0.03723,0.002255,0.013121,0.05363,35.91,0.18968,4.8707,0.003335,72.09,0.25324,7.2293,1.5718,0.16169,0.0263,58.604,16.01,0.16218,1.71,2.2227,0.1923,0.15623,0.7884,8.82,0.05321,0.011994,0.037
2019/9/25,"8,432.40",168.92,0.24571,57.402,2.8783,0.039129,0.002263,0.013173,0.05709,37.98,0.21293,4.8147,0.003401,72.54,0.26119,7.4448,1.6418,0.16632,0.0271,59.713,16.25,0.168,1.75,2.2847,0.2043,0.16116,0.817,8.55,0.05189,0.012393,0.02608
2019/9/26,"8,063.80",164.56,0.24217,55.227,2.793,0.038152,0.002215,0.012782,0.05847,35,0.21838,4.6879,0.003307,68.97,0.26616,7.1497,1.601,0.17279,0.0268,57.222,15.41,0.15884,1.65,2.2178,0.1896,0.15237,0.8,8.04,0.05151,0.011934,0.02498
2019/9/27,"8,184.90",173.19,0.24218,55.835,2.8373,0.039113,0.002332,0.013601,0.05864,37.44,0.21361,4.6614,0.003388,71.42,0.26316,7.3292,1.6242,0.1812,0.0274,57.447,15.65,0.16453,1.66,2.3118,0.1892,0.16766,0.8177,8.18,0.05187,0.012309,0.02955
2019/9/28,"8,208.50",173.62,0.24186,55.459,2.8397,0.038634,0.002312,0.013557,0.0579,40.34,0.21086,4.6721,0.003434,71.14,0.2633,7.3015,1.6585,0.18488,0.0273,57.686,15.75,0.16518,1.68,2.2124,0.2038,0.16431,0.8161,8.33,0.05398,0.012381,0.02848
2019/9/29,"8,049.10",169.29,0.2402,53.908,2.7775,0.037232,0.002299,0.013281,0.05702,37.87,0.20156,4.5463,0.003335,69.07,0.25932,7.1302,1.633,0.17379,0.027,55.749,15.27,0.16251,1.7,2.1188,0.2248,0.15864,0.7945,8.18,0.05327,0.012106,0.02897
2019/9/30,"8,284.30",180.35,0.25643,55.961,2.9602,0.038865,0.002418,0.014506,0.06144,38.6,0.20442,4.7078,0.003475,70.63,0.26536,7.5895,1.7066,0.18952,0.0271,56.642,15.84,0.1675,1.77,2.356,0.2499,0.17272,0.8115,8.34,0.05351,0.012681,0.02984
2019/10/1,"8,302.70",175.78,0.24805,55.619,2.938,0.038266,0.002444,0.013957,0.05872,38.25,0.21177,4.6196,0.003423,70.05,0.26948,7.4712,1.6867,0.18336,0.0274,55.389,15.85,0.16477,1.83,2.5332,0.2324,0.16436,0.8072,8.17,0.05279,0.012564,0.02849
2019/10/2,"8,364.10",180.27,0.25279,56.296,3.0014,0.039221,0.002415,0.014381,0.05942,38.17,0.20774,4.68,0.003474,70.44,0.28094,7.6074,1.7061,0.18557,0.0278,55.852,15.91,0.16694,2.01,2.6034,0.2325,0.16881,0.8306,8.25,0.05399,0.012701,0.0283
2019/10/3,"8,226.90",174.54,0.24683,56.439,2.9256,0.038154,0.002387,0.014273,0.05793,37.33,0.21187,4.6024,0.003419,70.81,0.27107,7.3488,1.6811,0.18407,0.0292,56.061,15.7,0.16418,1.94,2.5828,0.2303,0.18144,0.8169,8.18,0.05582,0.012542,0.0278
2019/10/4,"8,148.10",175.65,0.25244,56.422,3.0013,0.039313,0.002563,0.01455,0.05907,37.03,0.22005,4.5791,0.003437,71.57,0.2701,7.3702,1.695,0.19048,0.0308,57.088,15.65,0.16899,1.97,2.5668,0.2279,0.18569,0.8363,8.1,0.05556,0.0125,0.02891
2019/10/5,"8,127.30",176.43,0.25318,56.798,2.9863,0.03965,0.002399,0.015055,0.05857,36.87,0.22096,4.6149,0.003412,72.26,0.27606,7.3312,1.7167,0.1993,0.0305,56.323,15.71,0.1708,1.96,2.7652,0.2246,0.19679,0.8355,8.06,0.05565,0.012801,0.0287
2019/10/6,"7,881.90",170.55,0.25532,54.585,2.9077,0.038855,0.002512,0.014511,0.05867,35.58,0.21142,4.4898,0.00335,69.36,0.2678,7.1411,1.6959,0.18342,0.0279,54.649,15.36,0.16532,2.17,2.6411,0.2122,0.18579,0.8746,8,0.05375,0.012614,0.0275
2019/10/7,"8,198.60",179.87,0.2758,57.483,3.1802,0.041391,0.002527,0.01624,0.06234,37.36,0.22025,4.6659,0.003478,70.79,0.28229,7.4509,1.7921,0.1923,0.0303,55.957,16.05,0.172,2.4,2.8923,0.2181,0.19402,0.9017,8.27,0.05607,0.01306,0.02831
2019/10/8,"8,182.90",180.78,0.27753,56.998,3.1592,0.041225,0.002431,0.016954,0.06232,36.48,0.25794,4.6214,0.003585,70.73,0.27574,7.4984,1.8042,0.19781,0.0316,55.335,16.04,0.17876,2.58,2.898,0.2268,0.2101,0.9064,8.33,0.05608,0.013632,0.02918
2019/10/9,"8,566.70",192.64,0.28095,59.147,3.236,0.042393,0.002445,0.016897,0.06305,38.02,0.25585,5.0545,0.003812,73.72,0.27954,7.7472,1.8631,0.19381,0.0313,56.98,17.71,0.17618,2.8,2.8937,0.2389,0.20663,0.9191,8.64,0.06004,0.013913,0.02927
2019/10/10,"8,562.30",191.1,0.27033,57.452,3.1062,0.041601,0.002385,0.016224,0.0614,37.42,0.27178,4.8296,0.003733,72.49,0.27615,7.4639,1.7987,0.19626,0.0297,55.547,17.53,0.17373,2.63,2.8922,0.254,0.19484,0.8907,8.39,0.05828,0.013307,0.0282
2019/10/11,"8,267.80",180.6,0.26741,55.815,3.0584,0.04009,0.002369,0.015823,0.05964,36.04,0.2565,4.6441,0.003634,69.47,0.26938,7.2253,1.7841,0.18734,0.0304,53.763,16.6,0.16398,2.75,2.8073,0.2528,0.18944,0.8353,8.28,0.05512,0.012595,0.02899
2019/10/12,"8,304.40",179.87,0.27236,55.737,3.066,0.040409,0.002383,0.015669,0.06148,36.58,0.25773,4.7058,0.003679,70.68,0.26869,7.2493,1.7769,0.19385,0.0318,53.573,17.2,0.16498,2.59,2.8253,0.2576,0.19668,0.8332,8.17,0.05545,0.012494,0.02901
2019/10/13,"8,281.50",181.11,0.27737,56.479,3.1025,0.041247,0.002465,0.016054,0.06131,36.84,0.2954,4.7407,0.003597,70.5,0.2783,7.3116,1.7926,0.19081,0.0318,53.173,18.21,0.16575,2.49,2.8676,0.2509,0.20347,0.8285,8.07,0.0554,0.012787,0.02833
2019/10/14,"8,353.30",186.63,0.29725,56.812,3.1619,0.041661,0.002564,0.016677,0.06603,37.13,0.33176,4.7874,0.003632,71.18,0.28398,7.5328,1.8233,0.19569,0.0328,52.863,18.43,0.16607,2.53,3.0868,0.2672,0.21477,0.8274,8.21,0.05583,0.013065,0.02892
2019/10/15,"8,167.20",180.59,0.28839,54.592,2.9616,0.039594,0.002548,0.015655,0.0638,36.81,0.31565,4.5677,0.003442,71.41,0.27976,7.3717,1.7418,0.19475,0.033,51.907,18.44,0.16015,2.39,2.9332,0.248,0.22213,0.7967,8.19,0.05594,0.012567,0.02703
2019/10/16,"8,000.40",174.53,0.28342,52.458,2.9255,0.038409,0.002583,0.015182,0.06172,35.81,0.3089,4.4554,0.003315,68.07,0.27182,6.9902,1.6764,0.18089,0.0324,54.668,17.76,0.15569,2.38,2.838,0.2284,0.21854,0.7725,8.02,0.05214,0.012347,0.02609
2019/10/17,"8,073.30",177.31,0.30173,54.947,2.946,0.039343,0.002755,0.015363,0.06505,36.25,0.31373,4.5013,0.003435,68.93,0.27683,7.2497,1.7387,0.18831,0.0319,55.906,18.5,0.16055,2.41,2.9108,0.2367,0.22131,0.7967,8.07,0.05434,0.012699,0.02615
2019/10/18,"7,948.50",172.81,0.29393,53.217,2.8776,0.037932,0.002753,0.015374,0.063,35.81,0.30033,4.412,0.003371,68.01,0.27132,7.1206,1.6977,0.18471,0.0298,55.137,18.2,0.15493,2.35,2.7425,0.2255,0.21896,0.7737,8.15,0.05209,0.012391,0.02547
2019/10/19,"7,957.30",171.91,0.29133,53.737,2.866,0.038986,0.002788,0.015468,0.06244,35.86,0.31777,4.4193,0.003335,67.42,0.26879,7.1058,1.6861,0.18298,0.0293,54.273,18.17,0.15375,2.35,2.7423,0.2237,0.20959,0.7676,8.14,0.05183,0.01252,0.02564
