Date,BTC,trend,ADA,ALGO,ATOM,BAT,BCH,BNB,ZIL,ETH,ICX,IOTA,LINK,LTC,NEO,QTUM,TRX,VET,XLM,XRP,ZEC,ZRX
2020/5/17,"9,680.00",1,0.05128,0.1979,2.544,0.2051,240.8,16.3,0.01058,207.03,0.277,0.1994,3.78,44.42,10.147,1.547,0.015,0.004426,0.06875,0.20126,46.25,0.3729
2020/5/18,"9,729.40",1,0.05431,0.2014,2.6,0.2098,248.47,16.63,0.00995,214.9,0.2865,0.2042,3.89,43.26,10.245,1.579,0.01537,0.004487,0.07025,0.2054,48.08,0.3711
2020/5/19,"9,774.00",1,0.05677,0.2008,2.617,0.2067,246.69,17.2,0.0098,214.51,0.2968,0.2022,3.95,43.44,10.328,1.582,0.01554,0.004534,0.0698,0.20494,48.96,0.3587
2020/5/20,"9,511.40",1,0.05687,0.2091,2.705,0.2038,239.76,16.9,0.00962,210.06,0.341,0.199,4.09,39.99,10.14,1.575,0.015,0.004525,0.07092,0.20171,48.39,0.3601
2020/5/21,"9,036.60",1,0.05207,0.191,2.513,0.1954,228.17,16.09,0.00976,198.37,0.3077,0.1882,3.82,36.96,9.531,1.497,0.01422,0.004237,0.06644,0.19429,46,0.3225
2020/5/22,"9,169.00",1,0.05575,0.2044,2.65,0.2058,234.66,16.6,0.01003,207.37,0.3254,0.202,4.06,40.8,10.388,1.759,0.01484,0.004641,0.06812,0.20036,47.69,0.3338
2020/5/23,"9,179.80",1,0.05491,0.2014,2.592,0.2031,234.14,16.47,0.00985,206.55,0.3191,0.1992,3.93,39.66,10.203,1.67,0.01497,0.004609,0.06713,0.19877,46.91,0.3268
2020/5/24,"8,710.50",1,0.05141,0.1976,2.505,0.1931,223.41,16.01,0.00988,199.71,0.3038,0.1904,3.79,40.17,9.683,1.563,0.01422,0.004471,0.06404,0.19292,44.97,0.3015
2020/5/25,"8,900.20",1,0.0539,0.2116,2.612,0.2049,230.5,16.38,0.01244,204.09,0.3325,0.1976,3.86,39.69,9.923,1.655,0.01472,0.005064,0.06621,0.19605,46.01,0.3203
2020/5/26,"8,843.00",1,0.05355,0.2186,2.579,0.2035,228.04,16.22,0.01237,200.89,0.3408,0.1943,3.85,41.79,9.935,1.659,0.01457,0.004872,0.06501,0.19378,44.84,0.3474
2020/5/27,"9,197.00",1,0.05512,0.22,2.601,0.2068,232.85,16.46,0.01228,208.24,0.3377,0.1967,3.85,40.63,10.006,1.634,0.0147,0.004896,0.06597,0.19797,46.21,0.3345
2020/5/28,"9,565.30",1,0.065,0.227,2.669,0.2125,239.68,17.07,0.01239,219.91,0.3531,0.2027,4.04,40.34,10.418,1.685,0.01512,0.005509,0.069,0.20055,47.66,0.3328
2020/5/29,"9,425.20",1,0.06472,0.2281,2.677,0.2092,238.32,17,0.01248,220.67,0.3492,0.2012,3.98,40.1,10.242,1.689,0.015,0.005547,0.06777,0.19755,46.6,0.3327
2020/5/30,"9,695.00",1,0.07687,0.2432,2.817,0.2203,252.37,17.73,0.01341,243.53,0.3575,0.2188,4.17,40.01,11.034,1.801,0.01639,0.006226,0.07252,0.207,54.55,0.3373
2020/5/31,"9,461.20",1,0.07412,0.2332,2.728,0.2113,238.78,17.12,0.01471,231.93,0.3283,0.2198,4.13,40.95,10.945,1.751,0.01582,0.00624,0.07058,0.20249,51.51,0.3164
2020/6/1,"10,190.00",1,0.08092,0.2498,2.859,0.2236,253.02,17.93,0.01631,247.97,0.3423,0.236,4.38,42.82,12.414,1.893,0.01704,0.006657,0.07564,0.21081,54.67,0.3331
2020/6/2,"9,527.10",1,0.07882,0.246,2.761,0.2153,251.14,17.28,0.01823,237.86,0.3377,0.2338,4.4,43.11,12.135,1.8,0.01638,0.007249,0.07958,0.20312,51.55,0.3257
2020/6/3,"9,657.80",1,0.08556,0.2422,2.905,0.2246,253.21,17.55,0.01801,244.38,0.339,0.2515,4.48,42.38,12.38,1.83,0.01691,0.007099,0.08274,0.20413,52.83,0.3298
2020/6/4,"9,793.60",1,0.08882,0.2421,3.109,0.2417,256.19,17.52,0.01641,243.32,0.3347,0.2492,4.43,41.3,12.172,1.838,0.01686,0.006732,0.08206,0.20439,52.16,0.3264
2020/6/5,"9,627.30",1,0.08517,0.2322,3.095,0.2445,256.11,17.69,0.01795,240.11,0.3368,0.2411,4.36,41.62,11.814,1.798,0.01685,0.006704,0.07895,0.20282,52.6,0.3208
2020/6/6,"9,669.70",1,0.08615,0.2373,3.056,0.2368,253.27,17.55,0.02116,242.05,0.3368,0.2435,4.35,39.43,11.813,1.849,0.01704,0.007313,0.07968,0.2036,52.83,0.3246
2020/6/7,"9,745.80",1,0.08653,0.232,3.02,0.2346,253.5,17.42,0.02231,244.55,0.334,0.2412,4.35,42.19,11.777,1.807,0.01819,0.00724,0.0788,0.20332,52.21,0.322
2020/6/8,"9,780.30",1,0.08644,0.2339,3.151,0.2572,255.33,17.42,0.02134,246.15,0.335,0.2415,4.47,42.78,11.646,1.825,0.01795,0.007784,0.08008,0.20406,52.5,0.3193
2020/6/9,"9,770.20",1,0.08287,0.2423,3.117,0.2512,253.9,17.37,0.02444,243.74,0.3333,0.2469,4.44,43.34,12.026,1.805,0.01753,0.008181,0.07818,0.20121,51.98,0.3487
2020/6/10,"9,884.10",1,0.08359,0.247,3.114,0.2503,256.94,17.41,0.02732,247.73,0.3623,0.2509,4.42,45.79,11.935,1.862,0.0176,0.009009,0.07885,0.20262,55.21,0.3877
2020/6/11,"9,275.70",1,0.07523,0.2312,2.771,0.2224,235.09,16.22,0.02509,230.38,0.3213,0.2226,3.97,46.35,10.688,1.692,0.01574,0.008762,0.07109,0.18864,49.89,0.3351
2020/6/12,"9,465.00",1,0.07948,0.2317,2.862,0.2295,240.91,16.64,0.02595,237.56,0.33,0.2251,4.08,45.35,10.921,1.745,0.01644,0.00971,0.07281,0.19298,51.61,0.3557
2020/6/13,"9,471.50",1,0.07906,0.2346,2.871,0.2325,240.69,16.81,0.0227,238.1,0.3387,0.2287,4.11,44.77,11.086,1.778,0.01668,0.009597,0.07409,0.19233,52.81,0.36
2020/6/14,"9,340.90",1,0.07646,0.2331,2.753,0.2238,237.51,16.56,0.0229,231.71,0.3221,0.2215,3.94,49.05,10.615,1.72,0.01617,0.00864,0.07077,0.19022,51.1,0.3565
2020/6/15,"9,425.00",1,0.07822,0.227,2.705,0.2224,235.61,16.38,0.02508,230.83,0.3151,0.218,3.93,49.46,10.43,1.674,0.01608,0.009037,0.07098,0.19237,52.2,0.3441
2020/6/16,"9,525.80",1,0.07912,0.2357,2.729,0.225,237.46,16.43,0.02515,235.31,0.316,0.2193,4.05,51.32,10.56,1.735,0.01612,0.009066,0.07135,0.19235,52.95,0.3426
2020/6/17,"9,464.10",1,0.08346,0.2446,2.704,0.2237,240.38,16.4,0.0233,233.78,0.324,0.2248,4.16,49.59,10.589,1.71,0.01619,0.009012,0.0718,0.19315,52.9,0.3426
2020/6/18,"9,385.80",1,0.08176,0.2403,2.643,0.2184,236.19,16.16,0.02083,231.26,0.3255,0.2237,4.14,58.51,10.413,1.68,0.01602,0.008667,0.07062,0.18978,52,0.3311
2020/6/19,"9,310.20",1,0.07994,0.2317,2.597,0.2177,233.42,15.96,0.01876,229.03,0.3201,0.2193,4.1,58.2,10.251,1.676,0.01587,0.00838,0.06949,0.1872,51.41,0.3306
2020/6/20,"9,358.50",1,0.07956,0.2305,2.62,0.2308,232.7,16.06,0.01914,228.84,0.3197,0.2178,4.18,57.68,10.264,1.68,0.01597,0.008303,0.06975,0.18787,51.4,0.3495
2020/6/21,"9,294.80",1,0.0784,0.2321,2.599,0.2423,230.32,15.97,0.01981,228.04,0.318,0.2177,4.18,61.1,10.277,1.729,0.01582,0.008626,0.06852,0.186,50.51,0.3467
2020/6/22,"9,685.50",1,0.08362,0.2415,2.69,0.2444,241.03,16.5,0.02005,243.11,0.3262,0.2323,4.49,59.32,10.8,1.838,0.01638,0.009281,0.07188,0.18927,53.53,0.3543
2020/6/23,"9,625.00",1,0.08278,0.2491,2.774,0.2582,240.71,16.39,0.01946,243.16,0.3229,0.2287,4.8,57.7,10.929,1.796,0.0165,0.008903,0.07103,0.18887,58.24,0.365
2020/6/24,"9,302.30",1,0.08258,0.2385,2.678,0.2487,232.58,16,0.01946,234.67,0.3174,0.2201,4.71,57.19,10.476,1.735,0.01592,0.008987,0.0689,0.18347,55.12,0.3437
2020/6/25,"9,250.30",1,0.08161,0.2346,2.624,0.2706,232.47,15.91,0.01883,232.53,0.3107,0.2203,4.81,57.57,10.335,1.718,0.0159,0.008882,0.06755,0.18156,55.93,0.3352
2020/6/26,"9,162.10",1,0.08062,0.2227,2.622,0.2719,230.72,15.77,0.01782,229.54,0.2998,0.215,4.69,58.34,10.196,1.678,0.01584,0.008946,0.06695,0.18251,55.7,0.3525
2020/6/27,"9,012.00",1,0.07738,0.2052,2.429,0.2709,216.39,15.13,0.01585,220.94,0.2818,0.2031,4.41,54.44,9.704,1.578,0.01544,0.008618,0.06277,0.17512,52.24,0.3325
2020/6/28,"9,110.00",1,0.08032,0.208,2.51,0.2643,222.74,15.4,0.01793,224.83,0.2876,0.2089,4.58,54.38,10.051,1.618,0.01579,0.008693,0.0643,0.17706,51.96,0.3315
2020/6/29,"9,187.10",1,0.0839,0.214,2.643,0.2617,225.06,15.46,0.01803,227.85,0.297,0.2148,4.62,53.25,10.213,1.671,0.01619,0.008689,0.06506,0.1772,52.41,0.346
2020/6/30,"9,136.00",1,0.08314,0.2082,2.595,0.2512,221.95,15.41,0.01738,225.59,0.2899,0.2259,4.56,56.24,10.034,1.643,0.01637,0.008834,0.06684,0.17525,51.44,0.3349
2020/7/1,"9,232.00",1,0.09695,0.2142,2.659,0.2564,223.65,15.81,0.01743,230.84,0.2989,0.2305,4.71,58.56,10.138,1.657,0.01686,0.009434,0.06833,0.17646,51.84,0.3361
2020/7/2,"9,085.70",1,0.09297,0.2046,2.659,0.2421,219.6,15.36,0.01731,226.4,0.3184,0.2292,4.8,60.53,9.924,1.647,0.01657,0.009556,0.06761,0.17478,51.18,0.3444
2020/7/3,"9,061.40",1,0.09656,0.2037,2.69,0.2419,220.96,15.28,0.01703,224.91,0.3391,0.2255,4.73,59.78,9.78,1.636,0.01661,0.010235,0.06703,0.17637,51.17,0.3811
2020/7/4,"9,138.10",1,0.09995,0.2177,2.786,0.2499,225.34,15.56,0.01912,229.22,0.3358,0.2407,4.82,68.01,9.973,1.695,0.01682,0.01253,0.06801,0.17816,51.45,0.3875
2020/7/5,"9,084.30",1,0.09825,0.2158,2.943,0.2472,222.65,15.51,0.01865,227.94,0.3465,0.2366,4.76,68.05,10.105,1.783,0.017,0.01433,0.0673,0.17695,51.32,0.4192
2020/7/6,"9,340.80",1,0.10511,0.229,3.021,0.2608,242.21,16.3,0.01901,241.54,0.3526,0.2466,5.36,70.72,10.576,1.822,0.01802,0.014427,0.07174,0.18869,55.57,0.4
2020/7/7,"9,258.00",1,0.11766,0.2329,3.249,0.2545,237.82,16.8,0.02035,239.38,0.3938,0.2445,5.72,70.04,10.56,1.807,0.01721,0.01733,0.07347,0.18509,55.08,0.4081
2020/7/8,"9,436.90",1,0.12995,0.2468,3.554,0.264,243.34,17.26,0.02085,247.01,0.3958,0.2565,6.5,69.68,11.07,2.019,0.01791,0.019975,0.08538,0.20546,57.93,0.4475
2020/7/9,"9,233.40",1,0.12401,0.2413,3.788,0.2613,238.18,16.84,0.0198,242.06,0.3891,0.2548,6.08,68.09,10.767,2.13,0.01855,0.018236,0.09035,0.20262,56.86,0.4253
2020/7/10,"9,286.00",1,0.11846,0.2501,4.062,0.2545,238.33,17.3,0.01967,241.15,0.402,0.2507,6.14,72.58,10.499,2.036,0.01811,0.01713,0.08894,0.19901,56.07,0.4115
2020/7/11,"9,234.00",1,0.12523,0.2794,3.922,0.2578,236.59,17.62,0.01999,239.18,0.4039,0.2499,6.1,73.57,10.741,2.079,0.01837,0.018534,0.09422,0.20112,55.79,0.4362
2020/7/12,"9,304.20",1,0.12689,0.2794,4.021,0.26,237.42,18.3,0.01945,242.84,0.3978,0.2511,7.35,74.29,10.79,2.045,0.01817,0.018155,0.0955,0.2012,58.7,0.4281
2020/7/13,"9,242.50",1,0.12433,0.2654,3.87,0.2634,232.2,18.42,0.02003,239.7,0.4136,0.249,7.17,76.65,10.666,2.213,0.01756,0.018459,0.09016,0.19874,61.24,0.4006
2020/7/14,"9,253.60",1,0.13249,0.2722,3.959,0.2624,230.15,18.1,0.01978,240.37,0.4093,0.2488,8.13,77.01,10.829,2.347,0.01765,0.018442,0.0921,0.19918,62.03,0.3949
2020/7/15,"9,197.00",1,0.13069,0.288,4.05,0.2599,227.41,17.63,0.01914,238.62,0.4011,0.2453,8.64,74,10.989,2.291,0.01757,0.018989,0.09436,0.19721,61.14,0.3896
2020/7/16,"9,134.50",1,0.12602,0.3538,4.079,0.2602,224.21,17.15,0.01801,233.62,0.3841,0.2413,8.37,76.48,10.694,2.309,0.01717,0.018048,0.10193,0.19445,59.13,0.3999
2020/7/17,"9,154.80",1,0.12224,0.3464,4.144,0.2654,222.61,17.08,0.01812,232.68,0.3909,0.2411,8.26,81.13,10.591,2.396,0.01717,0.018215,0.10397,0.19446,59.49,0.3972
2020/7/18,"9,169.90",1,0.12268,0.3558,4.36,0.2695,224.34,17.13,0.0179,235.65,0.388,0.2386,7.97,80.63,10.545,2.364,0.01742,0.018182,0.10081,0.19993,59.06,0.418
2020/7/19,"9,207.80",1,0.12393,0.3889,4.199,0.2743,227.6,18.01,0.01793,238.96,0.4216,0.248,8.09,83.14,10.644,2.348,0.01753,0.018021,0.10008,0.1994,58.39,0.4199
2020/7/20,"9,160.80",1,0.11771,0.3585,3.881,0.2585,222.77,17.47,0.01725,236,0.3985,0.2501,7.25,76.74,10.383,2.224,0.01717,0.016085,0.09434,0.1947,57.06,0.3952
2020/7/21,"9,386.50",1,0.12313,0.3463,4.006,0.2607,230.22,17.72,0.01799,245.53,0.4116,0.2653,7.31,74.79,11.184,2.349,0.01761,0.017488,0.09622,0.19937,62.39,0.4005
2020/7/22,"9,526.50",1,0.12387,0.346,4.012,0.2621,239.76,18.1,0.01879,264.04,0.4128,0.2787,7.47,73.3,11.57,2.376,0.01794,0.017468,0.09742,0.20353,64.26,0.3994
2020/7/23,"9,605.80",1,0.12419,0.3295,3.959,0.2645,238.45,18.76,0.01965,275.33,0.4082,0.2796,7.9,77.16,11.431,2.358,0.01791,0.017392,0.0981,0.20839,63.5,0.3927
2020/7/24,"9,539.30",1,0.12195,0.3121,3.818,0.2577,235.03,19.18,0.01843,279.18,0.3944,0.267,7.44,70.71,11.088,2.287,0.01794,0.016995,0.09567,0.20395,63.01,0.3867
2020/7/25,"9,700.00",1,0.14358,0.3192,3.915,0.2637,250.85,19.8,0.0186,305.47,0.3988,0.2755,7.67,69.42,11.609,2.408,0.01877,0.018218,0.1006,0.21454,65.67,0.3934
2020/7/26,"9,929.50",1,0.14812,0.3212,3.81,0.2542,247.48,19.56,0.01798,311.09,0.3863,0.2689,7.49,73.26,11.62,2.358,0.01852,0.017563,0.09884,0.21528,66.19,0.385
2020/7/27,"11,020.00",1,0.13878,0.2873,3.589,0.2482,268.39,19.8,0.01692,321.6,0.3694,0.2717,7.09,74.79,11.619,2.319,0.01872,0.015634,0.09463,0.22422,70.77,0.3667
2020/7/28,"10,912.40",1,0.14903,0.314,3.751,0.2512,289.13,20.17,0.018,316.84,0.3802,0.2715,7.23,79.73,11.744,2.374,0.01912,0.015986,0.09707,0.23029,70.65,0.3822
2020/7/29,"11,100.00",1,0.13896,0.3067,3.632,0.2474,287.44,19.82,0.01763,317.11,0.3759,0.2855,7.06,75.59,11.674,2.354,0.01929,0.015595,0.09498,0.24329,71.86,0.3851
2020/7/30,"11,097.80",1,0.14047,0.3345,3.703,0.2471,291.62,19.99,0.01815,334.82,0.3715,0.3001,7.41,71.05,11.774,2.373,0.01917,0.017315,0.09629,0.24412,70.45,0.3879
2020/7/31,"11,337.40",1,0.13883,0.3269,3.793,0.2531,300.57,20.67,0.018,346.43,0.3738,0.2993,7.8,60.45,12.25,2.42,0.01967,0.017204,0.09696,0.25939,74.89,0.3808
2020/8/1,"11,810.00",1,0.14434,0.3279,4.084,0.2586,319.6,21.62,0.01867,387.01,0.3814,0.3142,8.32,61.7,13.397,2.654,0.02047,0.017321,0.10758,0.29097,89.18,0.3985
2020/8/2,"11,076.30",1,0.13372,0.3018,3.913,0.2429,283.7,21.01,0.01782,372.39,0.3742,0.2884,8.28,59.88,12.193,2.403,0.01906,0.016199,0.1026,0.28797,84.29,0.3795
2020/8/3,"11,223.10",1,0.13724,0.3095,3.852,0.2508,296.67,22.06,0.01752,385.76,0.3754,0.3004,9.18,58.09,12.4,2.62,0.01987,0.016684,0.10515,0.30967,82.25,0.3817
2020/8/4,"11,189.50",1,0.14335,0.3266,4.009,0.262,288.05,22.3,0.01842,389.41,0.397,0.307,9.86,57.75,12.561,2.849,0.02039,0.018717,0.11011,0.30138,84.89,0.3976
2020/8/5,"11,743.30",1,0.14224,0.3355,4.144,0.2576,293.56,23.28,0.01961,400.68,0.3899,0.3051,9.53,61.42,12.868,2.774,0.02033,0.018793,0.10742,0.30254,97.46,0.3974
2020/8/6,"11,761.60",1,0.14432,0.3638,4.172,0.2588,308.91,22.75,0.02011,394.78,0.3898,0.3154,10.2,61.01,12.953,2.76,0.02022,0.019722,0.10623,0.30309,96.71,0.4135
2020/8/7,"11,592.00",1,0.13878,0.3691,4.015,0.253,302.22,22.35,0.02185,379.36,0.3783,0.319,10.12,60.36,12.856,2.642,0.01989,0.018671,0.10303,0.29443,94.42,0.3928
2020/8/8,"11,769.10",1,0.14674,0.4517,4.432,0.2611,305.19,22.92,0.02621,396.89,0.3954,0.3309,12.72,62.06,13.138,2.757,0.02046,0.020818,0.10327,0.29528,96.96,0.421
2020/8/9,"11,682.10",1,0.14512,0.4247,5.276,0.2669,299.93,22.45,0.02513,390.25,0.4265,0.3481,13.83,63.21,13.005,2.717,0.02045,0.02192,0.10513,0.28795,92.01,0.4381
2020/8/10,"11,891.30",1,0.1439,0.4686,5.469,0.2866,302.33,22.63,0.02496,395.51,0.4547,0.3833,13.47,60.48,14.534,2.931,0.0215,0.021429,0.10637,0.29458,88.94,0.4801
2020/8/11,"11,394.90",1,0.13684,0.4365,4.914,0.2615,281.59,21.25,0.02604,378.87,0.4217,0.3681,12.97,50.99,13.699,2.722,0.02009,0.019971,0.10011,0.28287,80.86,0.4428
2020/8/12,"11,564.30",1,0.13666,0.5231,5.915,0.2712,284.43,21.49,0.02555,387.05,0.4522,0.3848,16.51,50.5,14.344,2.797,0.02019,0.020427,0.10137,0.2823,83.58,0.4618
2020/8/13,"11,775.20",1,0.13945,0.6653,6.076,0.2687,295.78,21.78,0.02537,424.56,0.4875,0.3771,17.16,50.19,14.54,2.86,0.02236,0.019598,0.1011,0.29434,87.27,0.4498
2020/8/14,"11,760.00",1,0.13823,0.6367,6.096,0.2787,293.23,23.11,0.02502,437.99,0.5511,0.4071,16.94,48.52,14.813,3.099,0.02468,0.020507,0.10497,0.29999,85.06,0.5394
2020/8/15,"11,851.30",1,0.13841,0.6354,6.073,0.2741,302.21,23,0.02481,432.25,0.5137,0.4193,19.16,29.79,15.112,3.095,0.02525,0.019545,0.10709,0.29873,85.08,0.498
2020/8/16,"11,910.70",1,0.13882,0.6292,6.229,0.3243,308.24,23.49,0.02628,433.79,0.5368,0.4232,18.81,37.47,15.49,3.336,0.02823,0.019842,0.11518,0.30454,85.3,0.6083
2020/8/17,"12,275.50",1,0.14049,0.5859,5.909,0.3163,317.51,23.5,0.02511,430.01,0.5063,0.4119,16.61,34.43,16.545,3.414,0.03035,0.02002,0.11376,0.3152,86.73,0.5616
2020/8/18,"11,964.70",1,0.13696,0.5562,5.821,0.3497,303.25,23.02,0.02313,422.37,0.4951,0.3946,16.2,36.41,16.18,3.293,0.02877,0.019113,0.10806,0.30255,83.16,0.5653
2020/8/19,"11,745.20",1,0.1296,0.5965,5.65,0.3177,292.81,22.35,0.02187,406.68,0.4547,0.3722,16.18,33.07,15.826,3.295,0.02648,0.017845,0.10216,0.28976,76.27,0.5133
2020/8/20,"11,855.80",1,0.13397,0.6264,6.297,0.3609,294.67,23.06,0.02276,415.8,0.5419,0.3987,16.04,34.22,17.84,4.078,0.02745,0.019388,0.10727,0.29211,78.88,0.6111
2020/8/21,"11,529.40",1,0.1229,0.5319,5.604,0.3769,282.88,22.06,0.02114,387.96,0.5568,0.3713,13.82,34.71,16.522,3.767,0.02423,0.017943,0.09929,0.27899,73.47,0.6933
2020/8/22,"11,663.30",1,0.12531,0.5656,6.44,0.3981,286.71,22.2,0.02194,395.29,0.6457,0.4037,15.87,38.93,18.962,4.165,0.02512,0.018177,0.10243,0.2863,76.91,0.726
2020/8/23,"11,646.70",1,0.12143,0.6134,8.497,0.4025,284.67,21.83,0.02144,390.62,0.6133,0.3849,15.16,38.08,18.158,3.972,0.02435,0.01789,0.1029,0.28477,84.42,0.7218
2020/8/24,"11,751.50",1,0.12366,0.6297,8.207,0.3965,290.78,22.6,0.02372,407.92,0.6117,0.3929,15.14,38.33,18.074,3.82,0.02511,0.01817,0.10297,0.2886,80.26,0.7304
2020/8/25,"11,324.40",1,0.11239,0.5615,8.378,0.345,275.5,21.4,0.02135,383.12,0.5779,0.3614,14.12,35.43,17.021,3.482,0.02297,0.016883,0.09714,0.27623,72.93,0.6484
2020/8/26,"11,456.80",1,0.11446,0.5493,7.707,0.3505,274.74,22.21,0.02238,385.67,0.6403,0.3565,15.18,38.93,17.325,3.777,0.02367,0.017109,0.09804,0.27643,74.94,0.6585
2020/8/27,"11,325.40",1,0.10722,0.5211,7.281,0.3263,264.48,23.11,0.02028,382.99,0.5815,0.3394,14.52,40.56,17.66,3.365,0.02303,0.015935,0.09375,0.26445,72.12,0.6084
2020/8/28,"11,523.90",1,0.10929,0.5336,7.567,0.3504,268.66,23.06,0.02093,395.01,0.6149,0.3494,15.15,39.17,18.28,3.342,0.02394,0.016317,0.09576,0.27174,76.36,0.6396
2020/8/29,"11,466.10",1,0.11623,0.5335,7.274,0.3516,268.01,22.94,0.02094,398.64,0.6324,0.3665,16.41,40.39,21.164,3.432,0.02491,0.016795,0.09626,0.27386,78.69,0.6441
2020/8/30,"11,718.90",1,0.11747,0.5182,7.634,0.3464,279.45,23.63,0.02329,429.42,0.6146,0.3644,16.47,38.02,20.696,3.448,0.027,0.017126,0.09828,0.28296,81.2,0.6367
2020/8/31,"11,649.50",1,0.12247,0.5018,7.179,0.3478,273.59,23.14,0.0224,433.79,0.5953,0.3614,15.59,38.83,20.443,3.358,0.02919,0.017399,0.09675,0.2811,78.32,0.6122
2020/9/1,"11,922.50",1,0.12455,0.5173,7.229,0.3352,292.05,24.72,0.0219,475.95,0.5838,0.3654,16.07,37.11,21.517,3.523,0.0347,0.017005,0.09883,0.29554,83.19,0.601
2020/9/2,"11,388.90",1,0.11496,0.4649,6.649,0.3165,264.01,24.7,0.02039,439.48,0.5476,0.338,14.8,38.9,20.33,3.239,0.03458,0.015988,0.09242,0.27628,76.08,0.5576
2020/9/3,"10,147.50",1,0.0948,0.3483,4.91,0.2524,213.86,20.32,0.01584,381.51,0.4373,0.2741,11.89,39.08,17.747,2.398,0.04052,0.012353,0.07805,0.24436,56.84,0.4443
2020/9/4,"10,450.40",1,0.10163,0.374,5.475,0.2646,230.16,20.95,0.01659,385.66,0.4613,0.2889,12.39,39.21,18.899,2.577,0.03557,0.014249,0.08074,0.254,59.64,0.5141
2020/9/5,"10,161.60",1,0.08992,0.341,4.917,0.237,225.71,19.47,0.01495,334.82,0.4152,0.2646,10.59,39.9,16.92,2.344,0.0299,0.012092,0.07525,0.23741,55.69,0.4293
2020/9/6,"10,251.10",1,0.0926,0.3757,5.176,0.258,227.67,23.18,0.01528,352.5,0.441,0.2863,12.82,40.48,17.151,2.424,0.03142,0.012354,0.07741,0.23984,59.01,0.4605
2020/9/7,"10,372.00",1,0.09362,0.3722,5.056,0.2528,228.71,22.45,0.01532,353.31,0.4261,0.2844,12.47,40.71,18.211,2.41,0.03243,0.0122,0.07863,0.242,61.86,0.4595
2020/9/8,"10,125.40",1,0.09101,0.3486,4.952,0.2509,222.44,23.23,0.01553,336.95,0.4028,0.2767,11.74,40.33,17.087,2.359,0.03515,0.012118,0.07745,0.2366,58.69,0.4341
2020/9/9,"10,222.50",1,0.09335,0.413,5.323,0.2567,223.99,24.5,0.01647,351.12,0.4165,0.2856,12.34,45.03,17.282,2.441,0.03396,0.012835,0.07825,0.23892,59.84,0.4595
2020/9/10,"10,336.90",1,0.09698,0.4131,5.327,0.2659,227.47,24.54,0.01727,368.04,0.4549,0.2996,12.52,44.79,18.467,2.622,0.03299,0.013,0.08113,0.24317,62.01,0.4707
2020/9/11,"10,387.90",1,0.09691,0.411,5.342,0.2639,225.2,25.41,0.01724,373.96,0.4483,0.2931,12.44,46.55,20.326,2.816,0.03353,0.013243,0.08373,0.24246,63.32,0.5294
2020/9/12,"10,439.70",1,0.0977,0.409,5.603,0.2739,230.11,28.51,0.01778,387.78,0.492,0.2995,12.72,46.28,21.725,2.853,0.03271,0.013425,0.08381,0.24752,65.66,0.5162
2020/9/13,"10,322.80",1,0.095,0.3774,5.314,0.2579,222.14,31.17,0.01668,365.71,0.4792,0.2809,12.05,42.26,20.293,2.648,0.03064,0.012808,0.07996,0.24198,62.45,0.488
2020/9/14,"10,673.70",1,0.09664,0.3821,5.381,0.2564,225.77,31.11,0.01676,377.13,0.5138,0.2844,12.13,42.53,22.021,2.637,0.03039,0.012842,0.08014,0.24579,63.23,0.4729
2020/9/15,"10,784.90",1,0.09304,0.3539,4.86,0.2462,235.21,27.11,0.01564,364.07,0.5091,0.2736,10.95,42.03,20.274,2.465,0.02788,0.012569,0.07782,0.24335,59.4,0.4486
2020/9/16,"10,947.80",1,0.09139,0.359,5.116,0.2508,230.55,27.82,0.01687,364.75,0.4953,0.2708,10.73,41.22,20.958,2.448,0.02638,0.012444,0.07992,0.24664,58.34,0.4283
2020/9/17,"10,940.00",1,0.09407,0.3565,5.069,0.2497,232.91,27.06,0.01663,389.42,0.4704,0.2807,10.99,41.21,23.82,2.566,0.02814,0.013509,0.08041,0.25208,59.64,0.4407
2020/9/18,"10,932.20",1,0.091,0.3368,4.966,0.2435,233.96,27.68,0.01706,384.4,0.4755,0.2735,10.09,39.23,25.293,2.804,0.02905,0.01443,0.07821,0.25065,57.9,0.4168
2020/9/19,"11,081.00",1,0.09144,0.3426,4.944,0.2426,233.2,27.2,0.01686,385.2,0.4672,0.2719,10.13,42.55,24.519,2.631,0.0277,0.01527,0.0786,0.25117,57.97,0.429
2020/9/20,"10,918.90",1,0.08931,0.3278,4.667,0.2376,226.26,26.32,0.01572,370.82,0.4576,0.2627,9.74,42.18,23.579,2.521,0.02695,0.014466,0.07693,0.24651,57.58,0.3947
2020/9/21,"10,417.30",1,0.07966,0.2873,4.078,0.2131,212.36,23.01,0.01375,340.23,0.4123,0.2395,8.72,44.11,20.054,2.262,0.02489,0.012601,0.06993,0.23084,51.56,0.3674
2020/9/22,"10,530.30",1,0.08146,0.3055,4.21,0.2287,220.08,24.04,0.01415,344.19,0.4187,0.2436,8.74,42.23,20.215,2.341,0.02498,0.012347,0.07167,0.23301,53.31,0.3804
2020/9/23,"10,237.10",1,0.07659,0.2681,3.839,0.2124,207.61,22.81,0.01385,319.98,0.3714,0.2321,7.61,40.26,19.64,2.17,0.02483,0.011359,0.06725,0.22127,51.68,0.3407
