Date,BTC,trend,ADA,ALGO,ATOM,BAT,BCH,BNB,ZIL,ETH,ICX,IOTA,LINK,LTC,NEO,QTUM,TRX,VET,XLM,XRP,ZEC,ZRX
2019/8/30,"9,583.50",1,0.04474,0.418,2.153,0.178,305.67,22.12,0.00701,168.41,0.2127,0.2522,1.8,61.52,8.727,2.119,0.01555,0.004075,0.06191,0.2554,44.54,0.1641
2019/8/31,"9,589.50",1,0.04471,0.41,2.017,0.177,311.02,21.06,0.00693,171.52,0.2054,0.2465,1.78,60.5,8.791,2.096,0.01547,0.00409,0.06194,0.25753,44.6,0.1622
2019/9/1,"9,724.00",1,0.04425,0.388,2.124,0.1806,308.39,21.43,0.00704,170.8,0.2091,0.2402,1.77,61.39,8.763,2.095,0.0155,0.004095,0.06212,0.2559,45.21,0.1608
2019/9/2,"10,347.80",1,0.04531,0.393,2.12,0.1833,291.9,22.73,0.00715,178.12,0.2108,0.2485,1.83,60.45,9.122,2.147,0.01588,0.00436,0.06301,0.26075,46.82,0.1732
2019/9/3,"10,609.70",1,0.04667,0.368,2.156,0.1782,279.79,22.35,0.00714,178.79,0.2069,0.2491,1.86,60.49,9.255,2.15,0.01587,0.00427,0.06308,0.26236,45.7,0.1714
2019/9/4,"10,571.30",1,0.0454,0.346,2.037,0.1758,278.78,21.68,0.00701,174.74,0.2031,0.2462,1.78,60.45,9.053,2.084,0.01552,0.004139,0.06168,0.25843,44.75,0.1642
2019/9/5,"10,566.80",1,0.0444,0.39,1.949,0.1729,279.1,22.64,0.00677,173.73,0.1969,0.2418,1.79,76.68,8.999,2.016,0.01498,0.003914,0.06026,0.25619,44.98,0.1591
2019/9/6,"10,302.30",1,0.04424,0.347,2.035,0.1664,280.7,22.01,0.00652,169.09,0.1913,0.2306,1.72,84.99,8.675,1.95,0.01417,0.00374,0.05803,0.25126,45.86,0.1568
2019/9/7,"10,454.20",1,0.04597,0.369,2.16,0.1741,293.11,22.41,0.00681,177.57,0.2034,0.2402,1.77,84.7,9.064,2.023,0.01536,0.003838,0.06053,0.25991,46.98,0.1638
2019/9/8,"10,395.40",1,0.04659,0.385,2.728,0.1757,300.12,22.41,0.00686,181.47,0.2005,0.2428,1.83,88.22,9.262,2.122,0.01577,0.003996,0.06105,0.26226,48.28,0.1617
2019/9/9,"10,307.30",1,0.0468,0.368,2.736,0.1725,293.95,22.1,0.00703,180.57,0.2085,0.2393,1.79,92.2,9.089,2.083,0.01564,0.003966,0.06021,0.25861,47.1,0.1644
2019/9/10,"10,102.30",1,0.04646,0.365,2.584,0.1721,292.54,21.77,0.0068,179.89,0.2043,0.2384,1.8,91.56,8.834,2.026,0.01561,0.003912,0.05963,0.25857,44.93,0.161
2019/9/11,"10,160.90",1,0.04487,0.348,2.565,0.1704,286.48,20.74,0.00679,178.28,0.1926,0.2386,1.73,88.57,8.798,1.997,0.01491,0.003731,0.05864,0.25519,44.32,0.1566
2019/9/12,"10,413.80",1,0.04541,0.319,3.068,0.1713,299.77,20.82,0.00675,180.7,0.2022,0.2357,1.71,86.1,9.015,2.004,0.01482,0.003742,0.05829,0.25408,44.6,0.1605
2019/9/13,"10,342.40",1,0.04572,0.318,3.176,0.1717,306.9,20.79,0.00674,180.97,0.198,0.2411,1.58,88.1,8.942,2.015,0.0155,0.003732,0.05777,0.25514,44.65,0.1612
2019/9/14,"10,332.00",1,0.04641,0.321,3.103,0.174,304.24,20.95,0.00689,188.1,0.1976,0.2476,1.56,78.88,9.104,2.056,0.01576,0.00366,0.05868,0.26122,46.19,0.1654
2019/9/15,"10,303.60",1,0.04663,0.328,3.433,0.174,304.1,20.29,0.00689,189.05,0.2008,0.2486,1.61,78.47,9.062,2.069,0.01552,0.003716,0.05826,0.26022,46.7,0.1649
2019/9/16,"10,256.40",1,0.04702,0.322,3.329,0.1784,299.06,20.24,0.00691,197.47,0.2005,0.2483,1.58,77.62,9.082,2.045,0.01566,0.004034,0.05867,0.26106,48.56,0.1641
2019/9/17,"10,192.70",1,0.04887,0.319,3.294,0.1847,300.01,20.99,0.00714,208.13,0.2087,0.2617,1.62,83.25,9.498,2.102,0.01668,0.004182,0.06348,0.2854,50.66,0.1752
2019/9/18,"10,157.00",1,0.0531,0.34,3.289,0.1971,297.73,22.18,0.00753,210.13,0.2176,0.2973,1.8,78.22,10.107,2.267,0.0179,0.00428,0.08257,0.31359,52.74,0.1922
2019/9/19,"10,246.10",1,0.05229,0.322,3.128,0.1952,304.23,21.55,0.00724,220.23,0.2112,0.2973,1.87,80.33,9.715,2.212,0.01757,0.0042,0.08072,0.3003,51.11,0.2274
2019/9/20,"10,167.00",1,0.0524,0.321,3.191,0.2115,303.13,21.27,0.0071,218.01,0.2084,0.3137,1.82,78.77,9.549,2.196,0.0174,0.004179,0.07205,0.2938,48.87,0.233
2019/9/21,"9,985.20",1,0.05179,0.315,3.065,0.205,307.5,20.97,0.00689,215.05,0.207,0.294,1.89,81.65,9.419,2.149,0.01813,0.004135,0.06967,0.28977,47.7,0.2467
2019/9/22,"10,026.50",1,0.04887,0.3,2.911,0.1915,318.26,20.37,0.00663,211.19,0.2007,0.2785,1.82,82.06,9.075,2.096,0.01681,0.004041,0.0683,0.27638,46.13,0.2361
2019/9/23,"9,690.20",1,0.04635,0.269,2.57,0.1865,323.5,19.29,0.00634,200.75,0.1924,0.2777,1.8,81.14,8.617,1.96,0.01594,0.003906,0.06348,0.26704,44.09,0.2092
2019/9/24,"8,493.20",1,0.0372,0.193,2.22,0.156,322.57,15.83,0.00495,166.04,0.1623,0.2538,1.71,76.57,7.24,1.558,0.01257,0.003338,0.05272,0.23269,35.71,0.1891
2019/9/25,"8,426.00",1,0.03912,0.205,2.286,0.1607,316.01,16.03,0.005,169.93,0.1681,0.2605,1.75,76.42,7.448,1.642,0.01316,0.003402,0.05717,0.24564,37.91,0.2123
2019/9/26,"8,063.40",0,0.0382,0.189,2.217,0.1522,311.82,15.22,0.00481,165.83,0.159,0.2672,1.65,73.5,7.147,1.6,0.01275,0.003309,0.05845,0.24216,34.92,0.2186
2019/9/27,"8,178.20",0,0.03911,0.189,2.273,0.1672,306.42,15.65,0.00497,173.76,0.1646,0.2633,1.66,72.88,7.345,1.625,0.0136,0.00339,0.05886,0.24209,37.47,0.2134
2019/9/28,"8,205.00",0,0.0386,0.204,2.276,0.1644,291.96,15.73,0.00515,173.57,0.1652,0.2624,1.68,71.79,7.311,1.656,0.01357,0.003434,0.05829,0.24181,40.31,0.2107
2019/9/29,"8,042.10",0,0.03717,0.224,2.195,0.1586,217.6,15.2,0.005,169.23,0.1626,0.2589,1.7,73.82,7.126,1.629,0.01328,0.003339,0.05791,0.24018,37.74,0.2012
2019/9/30,"8,283.30",0,0.03887,0.25,2.653,0.1727,227.23,15.84,0.0051,180.55,0.1674,0.2654,1.77,72.19,7.598,1.708,0.01452,0.003475,0.06178,0.25644,38.67,0.204
2019/10/1,"8,295.70",0,0.03824,0.232,2.533,0.1643,214.01,15.82,0.00509,175.66,0.1649,0.2686,1.83,69.91,7.46,1.684,0.01395,0.00342,0.05868,0.24795,38.14,0.2112
2019/10/2,"8,360.20",0,0.03918,0.232,2.601,0.1687,220.16,15.87,0.00508,180.32,0.1668,0.2805,2.01,67.83,7.617,1.709,0.01438,0.003474,0.05978,0.25264,38.13,0.208
2019/10/3,"8,218.70",0,0.03817,0.23,2.585,0.1811,227.09,15.64,0.00526,174.52,0.1646,0.2699,1.94,74.19,7.33,1.683,0.01428,0.00342,0.0585,0.24686,37.23,0.2113
2019/10/4,"8,137.10",0,0.03927,0.229,2.568,0.1855,217.9,15.61,0.00531,175.59,0.1689,0.2692,1.97,73.36,7.346,1.692,0.01455,0.003437,0.0586,0.25247,37.06,0.2203
2019/10/5,"8,127.00",0,0.03967,0.224,2.773,0.1967,226.97,15.69,0.00535,176.2,0.1708,0.2767,1.96,73.72,7.334,1.718,0.01506,0.003412,0.05895,0.25329,36.85,0.221
2019/10/6,"7,857.70",0,0.03885,0.213,2.642,0.1855,222.7,15.07,0.00577,170.1,0.1653,0.2675,2.17,79.25,7.14,1.694,0.01452,0.003351,0.0584,0.2554,35.59,0.2113
2019/10/7,"8,192.00",0,0.04136,0.219,2.893,0.1937,224.83,16.02,0.0058,179.85,0.172,0.2816,2.4,77.77,7.445,1.788,0.01624,0.003477,0.0621,0.27578,37.4,0.2202
2019/10/8,"8,171.10",0,0.04124,0.226,2.899,0.2108,222.16,16.01,0.00613,180.58,0.1788,0.2755,2.58,75.64,7.498,1.801,0.01698,0.003585,0.06181,0.27746,36.55,0.2596
2019/10/9,"8,563.80",0,0.04238,0.239,2.903,0.2061,221.31,17.73,0.00612,192.77,0.1762,0.2789,2.8,74.88,7.75,1.86,0.0169,0.003814,0.06308,0.28082,37.99,0.2559
2019/10/10,"8,557.80",0,0.04161,0.253,2.889,0.1946,222.74,17.53,0.00581,191.17,0.1738,0.276,2.63,74.66,7.468,1.802,0.01623,0.003734,0.06147,0.27019,37.43,0.2717
2019/10/11,"8,262.10",0,0.04006,0.252,2.809,0.1893,220.44,16.57,0.00599,180.57,0.164,0.2695,2.75,74.4,7.219,1.781,0.01583,0.003635,0.05972,0.26744,36.07,0.2567
2019/10/12,"8,304.00",0,0.0404,0.257,2.822,0.1963,232.77,17.19,0.00578,179.76,0.165,0.2688,2.6,74.18,7.239,1.772,0.01567,0.003679,0.06083,0.27237,36.59,0.257
2019/10/13,"8,278.70",0,0.04127,0.251,2.865,0.2034,231.71,18.26,0.00571,181.09,0.1659,0.278,2.49,77.11,7.296,1.793,0.01606,0.003584,0.06141,0.27743,36.9,0.2945
2019/10/14,"8,344.70",0,0.04169,0.266,3.09,0.2148,238.31,18.46,0.00573,186.63,0.1661,0.2844,2.53,86.69,7.508,1.827,0.01667,0.003632,0.06613,0.29727,37.04,0.3323
2019/10/15,"8,159.90",0,0.03958,0.248,2.938,0.2222,229.36,18.57,0.00556,180.47,0.1601,0.2796,2.39,84.66,7.367,1.741,0.01566,0.003444,0.0639,0.28844,36.82,0.3151
2019/10/16,"7,996.90",0,0.03839,0.229,2.842,0.2184,220.62,17.75,0.00516,174.59,0.1557,0.2714,2.38,87.44,6.995,1.672,0.01519,0.003312,0.0617,0.28336,35.81,0.3085
2019/10/17,"8,063.80",0,0.03932,0.237,2.906,0.2208,224.18,18.52,0.00536,177.16,0.1606,0.2763,2.41,91.15,7.252,1.74,0.01536,0.003435,0.06504,0.3019,36.13,0.3132
2019/10/18,"7,943.60",0,0.03796,0.226,2.743,0.2185,223.05,18.21,0.00517,172.71,0.155,0.271,2.35,102.08,7.111,1.695,0.0154,0.003371,0.06295,0.29377,35.83,0.3001
2019/10/19,"7,948.00",0,0.03901,0.223,2.735,0.2095,227.9,18.18,0.00514,171.84,0.1538,0.2685,2.35,95.39,7.105,1.683,0.01547,0.003336,0.06247,0.29134,35.89,0.3181
2019/10/20,"8,219.10",0,0.03946,0.224,2.902,0.2265,222.08,18.5,0.0052,175.16,0.157,0.27,2.44,89.6,7.303,1.719,0.0155,0.003364,0.06315,0.29396,36.32,0.331
2019/10/21,"8,210.00",0,0.03904,0.2262,2.978,0.2158,216.9,18.28,0.00537,174.07,0.1556,0.2686,2.62,86.55,7.4,1.703,0.01552,0.003326,0.06401,0.29219,36.76,0.3225
2019/10/22,"8,021.60",0,0.03857,0.2183,2.864,0.2403,219.91,18.23,0.00521,171.23,0.1536,0.2692,2.61,94.61,7.263,1.67,0.01512,0.003258,0.06321,0.29035,35.84,0.3111
2019/10/23,"7,466.70",0,0.03635,0.2003,2.681,0.2403,211.86,16.69,0.00476,162.29,0.1411,0.2535,2.61,91.08,6.907,1.556,0.01434,0.002995,0.05987,0.27317,32.9,0.2927
2019/10/24,"7,412.60",0,0.03732,0.201,2.819,0.2353,212.96,16.93,0.00484,160.41,0.1408,0.2539,2.72,90.79,6.966,1.585,0.01516,0.002998,0.06017,0.27614,33.13,0.2973
2019/10/25,"8,655.50",0,0.04115,0.2131,3.047,0.2517,224.61,18.61,0.00524,181.43,0.1511,0.2716,2.84,87.73,7.785,1.774,0.01762,0.003376,0.06425,0.29829,37.12,0.3057
2019/10/26,"9,229.40",1,0.04048,0.2156,3.078,0.2359,232.45,18.93,0.00516,179.55,0.1457,0.2687,2.74,88.6,9.101,1.826,0.01659,0.003366,0.06265,0.29375,35.99,0.2925
2019/10/27,"9,533.10",1,0.04216,0.2181,3.196,0.24,227.02,19.3,0.00568,183.98,0.1649,0.2723,2.66,100.5,11.5,2.309,0.0191,0.004123,0.06514,0.29815,37.32,0.2879
2019/10/28,"9,204.70",1,0.04211,0.2307,3.1,0.2367,210.02,19.9,0.00562,181.7,0.1668,0.2845,2.66,102.69,10.716,2.306,0.01996,0.0038,0.06445,0.29429,37.79,0.2858
2019/10/29,"9,407.00",1,0.04341,0.2268,3.151,0.2344,212.07,20.69,0.00563,190.43,0.1655,0.2802,2.66,111.14,10.78,2.299,0.02195,0.00422,0.06662,0.30192,39.11,0.2793
2019/10/30,"9,154.20",1,0.04169,0.211,3.016,0.2343,259.05,20.05,0.00556,183.15,0.1689,0.2816,2.61,116.65,11.224,2.192,0.01995,0.00414,0.06387,0.29456,38.37,0.271
2019/10/31,"9,142.00",1,0.04124,0.2219,3.263,0.232,252.7,19.9,0.00561,182.18,0.1618,0.2719,2.72,114.74,10.536,2.142,0.01974,0.004097,0.06511,0.29442,37.53,0.2716
2019/11/1,"9,230.00",1,0.04211,0.26,3.257,0.2345,260.52,20,0.00632,182.81,0.1628,0.2729,2.71,114.69,10.613,2.156,0.01962,0.003981,0.069,0.29139,37.66,0.2979
2019/11/2,"9,291.20",1,0.04237,0.2583,3.419,0.2332,263.8,20.17,0.00607,182.96,0.1646,0.2724,2.7,107.77,10.961,2.183,0.01987,0.004205,0.07126,0.29456,37.62,0.2933
2019/11/3,"9,194.00",1,0.04167,0.2639,3.383,0.2309,289.21,20.15,0.00597,181.52,0.1664,0.2683,2.66,114.57,11.056,2.131,0.01965,0.004234,0.06852,0.29033,37.03,0.294
2019/11/4,"9,396.40",1,0.04318,0.2577,3.613,0.2421,288.52,20.62,0.00607,185.8,0.1774,0.274,2.67,112.43,11.408,2.265,0.01979,0.00439,0.07843,0.29886,37.76,0.2956
2019/11/5,"9,301.50",1,0.04411,0.2835,3.756,0.2496,282.47,20.65,0.00623,188.54,0.1821,0.2746,2.67,114.39,11.125,2.25,0.01978,0.004891,0.08207,0.30061,38.62,0.2912
2019/11/6,"9,335.30",1,0.04475,0.2839,3.835,0.263,278.41,20.67,0.0064,191.05,0.1818,0.2794,2.74,106.05,11.085,2.283,0.02013,0.005238,0.07687,0.31035,38.82,0.309
2019/11/7,"9,213.10",1,0.04341,0.2709,3.88,0.2512,289.71,20.41,0.00657,186.62,0.1799,0.2702,2.68,102.26,11.125,2.205,0.01951,0.005599,0.07423,0.29054,38.6,0.3037
2019/11/8,"8,775.50",0,0.04218,0.2556,3.806,0.2375,291.3,19.65,0.006,183.77,0.1647,0.2651,2.71,103.66,10.637,2.153,0.01877,0.00531,0.07116,0.27547,36.43,0.2929
2019/11/9,"8,808.80",0,0.04241,0.2623,3.965,0.2484,290.33,19.71,0.00602,184.88,0.1639,0.2661,2.8,111.17,10.68,2.136,0.01895,0.005122,0.07314,0.2799,36.75,0.3039
2019/11/10,"9,039.60",0,0.04384,0.2674,4.192,0.2444,292.64,20.42,0.00605,188.95,0.1675,0.2669,2.78,116.82,11.016,2.185,0.01934,0.00574,0.07894,0.27899,37.58,0.3065
2019/11/11,"8,732.80",0,0.04315,0.2826,4.353,0.2394,305.45,20.09,0.00574,185.02,0.1612,0.2577,2.75,118.04,11.147,2.106,0.0191,0.006055,0.08,0.27423,36.63,0.3022
2019/11/12,"8,808.50",0,0.0437,0.2726,4.228,0.2417,291.94,20.95,0.00584,187.07,0.161,0.2605,2.82,114.69,12.115,2.248,0.01968,0.006535,0.07685,0.27211,36.84,0.3008
2019/11/13,"8,779.50",0,0.04326,0.2874,3.981,0.2543,277.05,21.4,0.00584,188.11,0.1633,0.2578,3.02,129.19,13.164,2.266,0.02012,0.006279,0.07616,0.27206,36.84,0.3006
2019/11/14,"8,650.70",0,0.04279,0.277,4.007,0.2565,282.57,21.32,0.00607,184.94,0.1605,0.2636,3.04,135.68,12.682,2.308,0.01941,0.007301,0.07416,0.26823,36.4,0.2906
2019/11/15,"8,472.10",0,0.04393,0.2645,3.926,0.251,293.04,20.28,0.0067,180.04,0.157,0.2585,3.04,135.31,12.001,2.171,0.01858,0.007812,0.07214,0.26069,36.13,0.2774
2019/11/16,"8,489.70",0,0.04386,0.2721,3.964,0.2677,286.57,20.15,0.00665,182.37,0.1606,0.2564,2.99,130.62,12.394,2.145,0.01866,0.007262,0.07128,0.2622,35.86,0.282
2019/11/17,"8,501.50",0,0.04499,0.2674,3.896,0.2749,289.14,20.14,0.00658,183.79,0.1646,0.2566,2.91,132.02,12.055,2.13,0.01874,0.007657,0.07157,0.26303,35.78,0.2761
2019/11/18,"8,189.40",0,0.04315,0.2489,3.61,0.2625,285.42,19.13,0.0061,178.23,0.1561,0.2497,2.79,137.53,11.319,1.963,0.01716,0.007407,0.06695,0.25179,34.66,0.2618
2019/11/19,"8,133.80",0,0.04215,0.244,3.519,0.2506,277.74,18.5,0.00591,175.92,0.1631,0.245,2.72,136.49,11.72,1.926,0.01695,0.006877,0.06562,0.2538,33.99,0.26
2019/11/20,"8,096.60",0,0.0409,0.2531,3.331,0.233,263.27,18.09,0.00576,174.68,0.156,0.2408,2.7,133.76,11.498,1.901,0.01655,0.00612,0.06399,0.25018,33.75,0.2623
2019/11/21,"7,624.30",0,0.03837,0.2467,3.189,0.2215,265.27,16.79,0.00527,161,0.1442,0.227,2.54,135.14,11.045,1.786,0.01539,0.005725,0.06069,0.24346,31.34,0.2619
2019/11/22,"7,272.30",0,0.037,0.2224,2.941,0.2193,265.89,15.48,0.00478,149.58,0.1327,0.2084,2.35,136.28,9.671,1.66,0.01438,0.005172,0.05913,0.23014,29,0.2428
2019/11/23,"7,307.50",0,0.03793,0.2286,3.219,0.2208,246.62,16.21,0.00492,151.71,0.1366,0.2147,2.42,135.44,9.991,1.742,0.01501,0.005754,0.06141,0.23381,29.53,0.2476
2019/11/24,"6,907.10",0,0.03501,0.2024,3.091,0.2026,241.96,15.02,0.00456,140.01,0.1245,0.2015,2.22,138.31,8.978,1.607,0.01372,0.005225,0.05552,0.22,27.29,0.2351
2019/11/25,"7,110.50",0,0.03586,0.2069,3.383,0.2039,243.32,15.18,0.0048,145.63,0.1273,0.2088,2.26,142.33,9.06,1.618,0.01419,0.005812,0.05726,0.21768,27.22,0.237
2019/11/26,"7,154.90",0,0.03666,0.2197,3.474,0.2031,226.42,15.29,0.0051,147.46,0.1296,0.2118,2.24,137.51,9.269,1.665,0.01527,0.006333,0.05748,0.22059,28.22,0.2466
2019/11/27,"7,508.00",0,0.03906,0.2249,3.57,0.2025,207.45,16.06,0.00512,152.53,0.1379,0.2116,2.22,135.68,9.452,1.715,0.01608,0.006504,0.05866,0.22413,28.47,0.2604
2019/11/28,"7,417.80",0,0.03904,0.2865,3.679,0.2047,214.86,15.54,0.00524,150.76,0.1351,0.2097,2.27,136.29,9.264,1.802,0.0158,0.006352,0.05786,0.22313,28.6,0.2652
2019/11/29,"7,741.90",0,0.04127,0.2761,4.012,0.2152,202.44,16.21,0.00542,154.5,0.138,0.2176,2.34,132.19,9.705,1.881,0.01614,0.006466,0.05903,0.22999,29.33,0.2712
2019/11/30,"7,539.90",0,0.04033,0.2648,3.925,0.2036,206.85,15.72,0.0053,151.53,0.1366,0.2096,2.24,115.99,9.332,1.791,0.01549,0.006087,0.05731,0.2255,29.01,0.2576
2019/12/1,"7,396.20",0,0.03957,0.2655,3.813,0.195,210.81,15.45,0.00516,150.79,0.1338,0.2049,2.16,120.01,9.246,1.782,0.01591,0.007101,0.0572,0.22469,27.93,0.2594
2019/12/2,"7,295.20",0,0.03795,0.2742,3.665,0.1887,219.27,15.13,0.0051,148.66,0.1315,0.2078,2.09,133.89,8.937,1.752,0.01522,0.007421,0.05565,0.21916,27.66,0.2471
2019/12/3,"7,293.00",0,0.03771,0.288,3.63,0.1964,220.08,15.25,0.00569,147.17,0.1331,0.2026,2.12,123.02,8.937,1.754,0.01518,0.006965,0.05577,0.21945,27.29,0.2431
2019/12/4,"7,189.30",0,0.03712,0.2625,3.55,0.1816,220.08,15.11,0.0054,145.33,0.1293,0.1966,2.03,123.16,8.6,1.703,0.01427,0.006899,0.05467,0.21391,26.66,0.2295
2019/12/5,"7,389.50",0,0.03761,0.2646,3.49,0.1861,211.5,15.66,0.00573,148.09,0.1328,0.2036,2.01,118.71,8.731,1.731,0.01449,0.006873,0.05537,0.22119,30.17,0.2311
2019/12/6,"7,531.80",0,0.03825,0.2679,3.66,0.194,212.79,15.67,0.00616,148.47,0.135,0.2048,2.09,121.6,8.746,1.749,0.01469,0.00695,0.05538,0.22552,29.12,0.2429
2019/12/7,"7,489.30",0,0.03842,0.2753,3.764,0.1874,211,15.58,0.00642,147.15,0.1363,0.2046,2.04,119.7,8.911,1.742,0.01448,0.006805,0.05541,0.22699,29.5,0.2363
2019/12/8,"7,510.40",0,0.03872,0.2926,3.914,0.1886,212.57,15.59,0.00647,150.42,0.1355,0.2064,2.05,118.35,9.031,1.743,0.01461,0.007127,0.0558,0.22909,29.26,0.2367
2019/12/9,"7,341.30",0,0.03723,0.2935,3.658,0.185,208.26,15.33,0.00605,147.4,0.1336,0.2019,2.09,118.33,8.721,1.736,0.01438,0.00683,0.05462,0.22445,30.93,0.2306
2019/12/10,"7,225.00",0,0.03634,0.2747,3.58,0.1745,206.54,14.81,0.00558,145.56,0.1246,0.1973,2.27,119.48,8.535,1.74,0.01412,0.006216,0.05315,0.22256,30.03,0.2263
2019/12/11,"7,208.80",0,0.03662,0.2867,3.823,0.1768,207.1,14.78,0.00564,143.41,0.1279,0.1989,2.18,123.11,8.537,1.75,0.01415,0.006069,0.0528,0.22101,31.37,0.2224
2019/12/12,"7,197.20",0,0.0365,0.2769,4.108,0.1736,206.79,14.73,0.00526,144.88,0.1324,0.194,2.11,119.2,8.644,1.817,0.01377,0.006214,0.05201,0.21839,31.83,0.2166
2019/12/13,"7,257.10",0,0.03718,0.2719,3.967,0.1875,211.32,14.84,0.00556,144.77,0.1317,0.1933,2.07,108.29,8.894,1.865,0.01407,0.005894,0.0527,0.2206,33.29,0.2206
2019/12/14,"7,067.90",0,0.03621,0.2523,4.259,0.179,205.98,14.39,0.00513,141.83,0.1275,0.1893,1.99,103.02,8.802,1.749,0.01382,0.005451,0.0509,0.21605,32.11,0.2112
2019/12/15,"7,119.10",0,0.03646,0.2663,4.487,0.1833,206.88,14.39,0.00514,142.45,0.126,0.1872,2.07,104.74,8.916,1.757,0.01394,0.005569,0.05097,0.21735,32.89,0.2072
2019/12/16,"6,892.40",0,0.03412,0.2437,4.056,0.1748,196.32,13.45,0.0048,132.73,0.1195,0.1737,1.98,101.14,8.362,1.654,0.0134,0.005044,0.04697,0.20556,29.52,0.1928
2019/12/17,"6,620.00",0,0.03168,0.2187,3.639,0.155,176.4,12.37,0.00441,121.94,0.1096,0.1545,1.76,89.77,7.877,1.53,0.01244,0.004626,0.04326,0.1831,27.71,0.1782
2019/12/18,"7,272.30",0,0.03437,0.2447,4.281,0.1683,188.94,13.57,0.00513,132.63,0.1202,0.1584,1.87,90.39,8.78,1.677,0.01336,0.00531,0.04647,0.19573,29.26,0.2011
2019/12/19,"7,151.80",0,0.03304,0.2297,4.27,0.167,186.05,13.33,0.00492,128.11,0.1172,0.163,1.8,79.4,8.585,1.66,0.01297,0.00505,0.0452,0.18794,28.52,0.1873
2019/12/20,"7,187.60",0,0.0339,0.2398,4.31,0.1696,187.39,13.5,0.00505,128.19,0.1186,0.1635,1.92,89.92,8.612,1.658,0.01337,0.005395,0.04621,0.19518,28.36,0.192
2019/12/21,"7,132.70",0,0.03303,0.24,4.057,0.1657,186.23,13.29,0.00483,127,0.1199,0.1614,1.86,101.16,8.503,1.619,0.01352,0.005316,0.04539,0.19143,28.32,0.1917
2019/12/22,"7,501.90",0,0.03436,0.2474,4.257,0.1731,196.44,13.78,0.00493,132.13,0.1247,0.1661,1.92,98.23,8.9,1.681,0.01489,0.005514,0.04723,0.19648,29.1,0.1915
2019/12/23,"7,317.10",0,0.03312,0.2403,4.303,0.1627,189.81,13.32,0.00471,127.79,0.1188,0.1615,1.86,100.24,8.558,1.612,0.01379,0.005922,0.04496,0.18976,28.29,0.1833
2019/12/24,"7,255.80",0,0.03389,0.2306,4.389,0.1651,188.31,13.34,0.00471,127.72,0.119,0.1556,1.84,99.6,8.695,1.603,0.01354,0.005974,0.04501,0.1908,28.06,0.1834
2019/12/25,"7,202.60",0,0.03334,0.2275,4.256,0.1603,185.19,13.07,0.00462,125.09,0.1207,0.1559,1.78,95.31,8.589,1.587,0.01321,0.005848,0.04436,0.1886,27.37,0.1801
2019/12/26,"7,202.50",0,0.03416,0.2396,4.554,0.165,187.7,13.14,0.00459,125.59,0.1195,0.1578,1.85,90.26,8.525,1.589,0.01335,0.005485,0.04468,0.18923,27.61,0.1812
2019/12/27,"7,254.00",0,0.0329,0.2295,4.506,0.1699,203.2,13.29,0.00471,126.29,0.1196,0.1617,1.88,94.37,8.723,1.609,0.01323,0.005665,0.04584,0.19003,27.62,0.1854
2019/12/28,"7,315.60",0,0.03365,0.2327,4.398,0.1857,206.08,13.68,0.00469,128.09,0.118,0.1637,1.87,93.18,8.766,1.627,0.01348,0.005666,0.04586,0.19325,28.16,0.1842
2019/12/29,"7,390.00",0,0.03412,0.2317,4.253,0.1918,212.33,14.11,0.00471,134.35,0.1182,0.168,1.9,93.98,9.201,1.666,0.0137,0.005572,0.04624,0.19662,29.14,0.197
2019/12/30,"7,244.60",0,0.03344,0.2253,4.166,0.1887,208.62,13.85,0.00456,131.59,0.1156,0.1595,1.82,88.86,8.943,1.63,0.0133,0.005425,0.04552,0.19327,28.35,0.1883
2019/12/31,"7,194.90",0,0.03282,0.2168,4.227,0.1803,204.72,13.72,0.00447,129.17,0.1139,0.1597,1.77,89.77,8.678,1.612,0.0133,0.005242,0.0449,0.19296,27.54,0.1815
2020/1/1,"7,200.60",0,0.03348,0.2201,4.38,0.1962,204.44,13.7,0.00454,130.68,0.1146,0.1606,1.81,90.45,8.845,1.603,0.01322,0.005358,0.04529,0.19303,28.07,0.1825
2020/1/2,"6,962.70",0,0.03269,0.2139,4.096,0.1827,195.4,13.01,0.00438,127.09,0.1096,0.1582,1.74,90.17,8.462,1.533,0.01284,0.005094,0.04362,0.18744,27.02,0.1752
2020/1/3,"7,335.60",0,0.03417,0.2272,4.237,0.1863,222.4,13.65,0.00454,134.27,0.1143,0.1665,1.8,98.76,8.879,1.627,0.01344,0.005318,0.04566,0.19333,28.41,0.1821
2020/1/4,"7,351.90",0,0.03434,0.2352,4.25,0.1883,224.6,13.81,0.00461,134.17,0.1139,0.1734,1.82,98.61,9.075,1.642,0.01344,0.00563,0.04566,0.19323,29.91,0.1864
2020/1/5,"7,357.20",0,0.03461,0.2294,4.2,0.1874,222.95,14.03,0.00463,135.37,0.1135,0.1719,1.8,94.75,9.02,1.631,0.01354,0.005465,0.04544,0.19456,30.81,0.1861
2020/1/6,"7,757.20",0,0.03732,0.2426,4.109,0.1915,244.22,14.95,0.00489,144.08,0.1248,0.1826,1.94,94.17,9.757,1.746,0.01468,0.005734,0.05047,0.22316,32.86,0.1958
2020/1/7,"8,158.60",0,0.03702,0.2303,4.075,0.1922,242.83,15.02,0.00482,142.94,0.1199,0.1857,2.1,92.61,9.801,1.738,0.01435,0.005579,0.04842,0.21344,32.25,0.1878
